#Tc,K250,K350,K500,KE250,KE350,KE500
3.0 0.60 0.85 0.95 0.5244 0.7756 0.8710
4.0 0.82 0.97 1.03 0.7441 0.9177 0.9903
5.0 0.94 1.02 1.04 0.8704 0.9808 1.0339
6.0 0.99 1.03 1.03 0.9414 1.0084 1.0479
7.0 1.02 1.03 1.02 0.9811 1.0196 1.0501
8.0 1.03 1.02 1.00 1.0031 1.0230 1.0475
9.0 
