# column 1: lambda (micron)
# column 2: total flux; lambda*F_lambda (W/m2)
1.00000000e-02 7.92388081e-54
1.00069105e-02 8.76242857e-54
1.00138258e-02 9.68320970e-54
1.00207458e-02 1.06986816e-53
1.00276706e-02 1.18206455e-53
1.00346002e-02 1.30602689e-53
1.00415346e-02 1.44298909e-53
1.00484738e-02 1.59431443e-53
1.00554178e-02 1.76150915e-53
1.00623666e-02 1.94623748e-53
1.00693202e-02 2.15033814e-53
1.00762786e-02 2.37456855e-53
1.00832418e-02 2.62015520e-53
1.00902098e-02 2.89114134e-53
1.00971826e-02 3.19015386e-53
1.01041602e-02 3.52009135e-53
1.01111427e-02 3.88415221e-53
1.01181300e-02 4.28586558e-53
1.01251221e-02 4.72912563e-53
1.01321191e-02 5.21822928e-53
1.01391209e-02 5.75791783e-53
1.01461275e-02 6.35342296e-53
1.01531390e-02 7.00868804e-53
1.01601553e-02 7.72916477e-53
1.01671764e-02 8.52370481e-53
1.01742024e-02 9.39473244e-53
1.01812333e-02 1.03491907e-52
1.01882690e-02 1.14006172e-52
1.01953096e-02 1.25588634e-52
1.02023551e-02 1.38347816e-52
1.02094054e-02 1.52403269e-52
1.02164606e-02 1.67886685e-52
1.02235207e-02 1.84943140e-52
1.02305856e-02 2.03732446e-52
1.02376555e-02 2.24430653e-52
1.02447302e-02 2.47231695e-52
1.02518098e-02 2.72027565e-52
1.02588943e-02 2.99270519e-52
1.02659837e-02 3.29241793e-52
1.02730780e-02 3.62214624e-52
1.02801772e-02 3.98489610e-52
1.02872813e-02 4.38397454e-52
1.02943903e-02 4.82301981e-52
1.03015042e-02 5.30603448e-52
1.03086231e-02 5.83742198e-52
1.03157468e-02 6.42202676e-52
1.03228755e-02 7.06517841e-52
1.03300091e-02 7.76758746e-52
1.03371477e-02 8.53447840e-52
1.03442911e-02 9.37708420e-52
1.03514395e-02 1.03028801e-51
1.03585929e-02 1.13200796e-51
1.03657512e-02 1.24377067e-51
1.03729144e-02 1.36656767e-51
1.03800826e-02 1.50148838e-51
1.03872558e-02 1.64972975e-51
1.03944339e-02 1.81223088e-51
1.04016169e-02 1.98792595e-51
1.04088049e-02 2.18065458e-51
1.04159979e-02 2.39206818e-51
1.04231959e-02 2.62397824e-51
1.04303988e-02 2.87837189e-51
1.04376067e-02 3.15742891e-51
1.04448196e-02 3.46354039e-51
1.04520375e-02 3.79932926e-51
1.04592604e-02 4.16767272e-51
1.04664882e-02 4.57172694e-51
1.04737211e-02 5.01495405e-51
1.04809590e-02 5.50115186e-51
1.04882018e-02 6.03448635e-51
1.04954497e-02 6.61952741e-51
1.05027025e-02 7.26128797e-51
1.05099604e-02 7.96526696e-51
1.05172233e-02 8.73749643e-51
1.05244912e-02 9.58459325e-51
1.05317642e-02 1.04991202e-50
1.05390421e-02 1.14982750e-50
1.05463251e-02 1.25925150e-50
1.05536131e-02 1.37908889e-50
1.05609062e-02 1.51033067e-50
1.05682043e-02 1.65406216e-50
1.05755074e-02 1.81147193e-50
1.05828156e-02 1.98386170e-50
1.05901289e-02 2.17265703e-50
1.05974472e-02 2.37941918e-50
1.06047705e-02 2.60364702e-50
1.06120989e-02 2.84862635e-50
1.06194324e-02 3.11665598e-50
1.06267710e-02 3.40990475e-50
1.06341146e-02 3.73074554e-50
1.06414633e-02 4.08177451e-50
1.06488170e-02 4.46298814e-50
1.06561759e-02 4.87823362e-50
1.06635398e-02 5.33211438e-50
1.06709088e-02 5.82822513e-50
1.06782830e-02 6.37049503e-50
1.06856622e-02 6.96321883e-50
1.06930465e-02 7.61109084e-50
1.07004359e-02 8.31924219e-50
1.07078304e-02 9.09328138e-50
1.07152301e-02 9.93751553e-50
1.07226348e-02 1.08489383e-49
1.07300447e-02 1.18439525e-49
1.07374597e-02 1.29302247e-49
1.07448798e-02 1.41161248e-49
1.07523050e-02 1.54107902e-49
1.07597354e-02 1.68241963e-49
1.07671709e-02 1.83672334e-49
1.07746115e-02 2.00517906e-49
1.07820573e-02 2.18908477e-49
1.07895082e-02 2.38985745e-49
1.07969643e-02 2.60904407e-49
1.08044255e-02 2.84533046e-49
1.08118919e-02 3.10231441e-49
1.08193634e-02 3.38250857e-49
1.08268402e-02 3.68800924e-49
1.08343220e-02 4.02110206e-49
1.08418091e-02 4.38427909e-49
1.08493013e-02 4.78025746e-49
1.08567987e-02 5.21199972e-49
1.08643013e-02 5.68273598e-49
1.08718090e-02 6.19565738e-49
1.08793220e-02 6.75010885e-49
1.08868401e-02 7.35417837e-49
1.08943635e-02 8.01044464e-49
1.09018920e-02 8.71851258e-49
1.09094257e-02 9.48916884e-49
1.09169647e-02 1.03279458e-48
1.09245088e-02 1.12408648e-48
1.09320582e-02 1.22344796e-48
1.09396128e-02 1.33159230e-48
1.09471726e-02 1.44929586e-48
1.09547376e-02 1.57740359e-48
1.09623079e-02 1.71683517e-48
1.09698834e-02 1.86859153e-48
1.09774641e-02 2.03376211e-48
1.09850501e-02 2.21353263e-48
1.09926413e-02 2.40697418e-48
1.10002377e-02 2.61452713e-48
1.10078394e-02 2.83997733e-48
1.10154464e-02 3.08486806e-48
1.10230586e-02 3.35087568e-48
1.10306760e-02 3.63982108e-48
1.10382988e-02 3.95368219e-48
1.10459268e-02 4.29460749e-48
1.10535601e-02 4.66493072e-48
1.10611986e-02 5.06718685e-48
1.10688424e-02 5.50412945e-48
1.10764915e-02 5.97874954e-48
1.10841459e-02 6.49429603e-48
1.10918056e-02 7.05429800e-48
1.10994706e-02 7.66258884e-48
1.11071409e-02 8.32333248e-48
1.11148164e-02 9.04105194e-48
1.11224973e-02 9.82066021e-48
1.11301835e-02 1.06542916e-47
1.11378750e-02 1.15531100e-47
1.11455718e-02 1.25277545e-47
1.11532740e-02 1.35846221e-47
1.11609814e-02 1.47306492e-47
1.11686942e-02 1.59733576e-47
1.11764123e-02 1.73209034e-47
1.11841358e-02 1.87821311e-47
1.11918645e-02 2.03666310e-47
1.11995987e-02 2.20785465e-47
1.12073381e-02 2.39072793e-47
1.12150830e-02 2.58874833e-47
1.12228331e-02 2.80317046e-47
1.12305886e-02 3.03535286e-47
1.12383495e-02 3.28676657e-47
1.12461158e-02 3.55900451e-47
1.12538874e-02 3.85379150e-47
1.12616644e-02 4.17299526e-47
1.12694467e-02 4.51863819e-47
1.12772345e-02 4.89291020e-47
1.12850276e-02 5.29818259e-47
1.12928261e-02 5.72988653e-47
1.13006300e-02 6.19507625e-47
1.13084393e-02 6.69803313e-47
1.13162540e-02 7.24182334e-47
1.13240740e-02 7.82976201e-47
1.13318995e-02 8.46543338e-47
1.13397304e-02 9.15271272e-47
1.13475667e-02 9.89578991e-47
1.13554084e-02 1.06991950e-46
1.13632556e-02 1.15678257e-46
1.13711082e-02 1.25069776e-46
1.13789661e-02 1.35106384e-46
1.13868296e-02 1.45925700e-46
1.13946984e-02 1.57611426e-46
1.14025727e-02 1.70232945e-46
1.14104524e-02 1.83796894e-46
1.14183376e-02 1.98405755e-46
1.14262282e-02 2.14175783e-46
1.14341243e-02 2.31199272e-46
1.14420259e-02 2.49478719e-46
1.14499329e-02 2.69170183e-46
1.14578453e-02 2.90415902e-46
1.14657633e-02 3.13338556e-46
1.14736867e-02 3.37892988e-46
1.14816155e-02 3.64175413e-46
1.14895499e-02 3.92502172e-46
1.14974897e-02 4.23032278e-46
1.15054351e-02 4.55937117e-46
1.15133859e-02 4.91401402e-46
1.15213422e-02 5.29624215e-46
1.15293040e-02 5.70820124e-46
1.15372713e-02 6.15220386e-46
1.15452441e-02 6.63074246e-46
1.15532224e-02 7.14650336e-46
1.15612063e-02 7.70238183e-46
1.15691956e-02 8.30149836e-46
1.15771905e-02 8.92853000e-46
1.15851909e-02 9.60263136e-46
1.15931969e-02 1.03276272e-45
1.16012083e-02 1.11073600e-45
1.16092253e-02 1.19459623e-45
1.16172479e-02 1.28478789e-45
1.16252759e-02 1.38178900e-45
1.16333096e-02 1.48611366e-45
1.16413488e-02 1.59831480e-45
1.16493935e-02 1.71898709e-45
1.16574438e-02 1.84877011e-45
1.16654997e-02 1.98835170e-45
1.16735611e-02 2.13847166e-45
1.16816281e-02 2.29992564e-45
1.16897007e-02 2.47356934e-45
1.16977788e-02 2.66032309e-45
1.17058625e-02 2.86117669e-45
1.17139519e-02 3.07719468e-45
1.17220468e-02 3.30952197e-45
1.17301473e-02 3.55938989e-45
1.17382534e-02 3.81976252e-45
1.17463651e-02 4.09836645e-45
1.17544824e-02 4.39729105e-45
1.17626053e-02 4.71801846e-45
1.17707339e-02 5.06213893e-45
1.17788680e-02 5.43135868e-45
1.17870078e-02 5.82750840e-45
1.17951532e-02 6.25255229e-45
1.18033042e-02 6.70859782e-45
1.18114609e-02 7.19790617e-45
1.18196232e-02 7.72290344e-45
1.18277911e-02 8.28619271e-45
1.18359647e-02 8.89056688e-45
1.18441439e-02 9.53902260e-45
1.18523288e-02 1.02347751e-44
1.18605193e-02 1.09812739e-44
1.18687155e-02 1.17778749e-44
1.18769174e-02 1.26118947e-44
1.18851249e-02 1.35049734e-44
1.18933381e-02 1.44612932e-44
1.19015570e-02 1.54853323e-44
1.19097815e-02 1.65818861e-44
1.19180118e-02 1.77560895e-44
1.19262477e-02 1.90134410e-44
1.19344893e-02 2.03598287e-44
1.19427366e-02 2.18015574e-44
1.19509896e-02 2.33453783e-44
1.19592484e-02 2.49985209e-44
1.19675128e-02 2.67687266e-44
1.19757829e-02 2.86642848e-44
1.19840588e-02 3.06940720e-44
1.19923403e-02 3.28260993e-44
1.20006276e-02 3.51024196e-44
1.20089207e-02 3.75365911e-44
1.20172194e-02 4.01395597e-44
1.20255239e-02 4.29230307e-44
1.20338341e-02 4.58995211e-44
1.20421501e-02 4.90824157e-44
1.20504718e-02 5.24657953e-44
1.20587992e-02 5.60552932e-44
1.20671325e-02 5.98903700e-44
1.20754714e-02 6.39878273e-44
1.20838162e-02 6.83656160e-44
1.20921667e-02 7.30301896e-44
1.21005230e-02 7.79593231e-44
