objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best
UGC07579,186.98069999999998,5.7212,8.2,Sd,1.09,1.2302688653672373,15.20,90.0,2252.0,997.0,13.6127799017,,2249,30.707263790278525,40.926109829688976,40.9261098297
NGC4442,187.01625,9.80368,-1.9,S0,1.64,4.36515817861883,11.39,90.0,547.0,279.0,3.80939377389,14.78,532,7.263790278536318,15.13560650178649,15.1356065018
IC0794,187.03574999999998,12.0933,-4.1,E,1.12,1.3182567530303144,14.14,63.2,1899.0,1016.0,13.8722009831,23.6,1922,26.2424904423812,,23.6
NGC4449,187.0461,44.09324,9.8,IB,1.67,4.677350950673763,9.50,63.5,207.0,258.0,3.52266521027,3.79,204,2.785363189513927,4.265796312095559,4.2657963121
IC3381,187.06215,11.78983,-4.1,E,1.08,1.20226455342066,14.48,59.5,675.0,1015.0,13.8585472419,17.16,663,9.05243036592026,16.519615515542885,16.5196155155
NGC4445,187.0665,9.43629,2.1,Sab,1.4,2.511886293612277,13.59,90.0,354.0,176.0,2.40305843801,17.77,343,4.683233205898415,18.030179150677203,18.0301791507
IC3391,187.11374999999998,18.41516,5.9,Sc,1.01,1.0232929698100972,14.06,37.6,1702.0,1031.0,14.0770070999,30.23,1703,23.25232113599125,23.120639575312335,23.1206395753
NGC4450,187.12335000000002,17.08499,2.4,Sab,1.74,5.495408859250822,10.84,48.8,1954.0,1029.0,14.0496996177,15.79,1955,26.69306389950846,16.44372026530779,16.4437202653
UGC07596,187.14165,8.63947,9.8,I,1.18,1.5135610656352623,14.74,85.8,560.0,282.0,3.85035499727,4.59,563,7.687056253413434,,4.59
NGC4451,187.16910000000001,9.25882,2.4,Sab,1.13,1.348962867780606,13.32,53.6,864.0,1008.0,13.7629710541,26.07,861,11.755871108683774,26.0615574759149,26.0615574759
IC3393,187.17374999999998,12.91587,-1.2,S0-a,1.04,1.0964780998322172,14.86,85.2,476.0,257.0,3.50901146914,18.7,471,6.430912069907152,,18.7
IC3392,187.1802,14.99936,2.4,Sab,1.42,2.630267731982223,13.07,70.4,1687.0,1024.0,13.9814309121,14.13,1674,22.856362643364278,11.168628848049707,11.168628848
NGC4452,187.18035,11.75505,-1.9,S0,1.53,3.388441338170015,12.87,90.0,188.0,64.0,0.873839432004,16.04,162,2.2119060622610593,,16.04
NGC4460,187.1898,44.86426,-0.9,S0-a,1.59,3.8904517489515147,12.38,90.0,490.0,612.0,8.35608956854,8.22,487,6.649371927908247,9.506041089734111,9.50604108973
NGC4454,187.2114,-1.93912,0.0,S0-a,1.34,2.1877617920945056,12.85,25.4,2407.0,2752.0,37.5750955762,31.35,2330,31.813216821409046,,31.35
NGC4458,187.23975,13.24183,-4.8,E,1.2,1.58489336647576,12.88,28.9,677.0,1019.0,13.9131622064,17.58,676,9.229929000546148,16.292956319264338,16.2929563193
NGC4457,187.2459,3.57058,0.4,S0-a,1.45,2.818383240711117,11.71,34.6,882.0,989.0,13.5035499727,14.05,889,12.138175860185687,10.715186464071413,10.7151864641
NGC4459,187.2501,13.97856,-1.4,S0-a,1.62,4.168693880473867,11.46,46.6,1192.0,1021.0,13.9404696887,16.28,1186,16.19333697433096,15.848924964027185,15.848924964
NGC4461,187.26239999999999,13.18378,-0.8,S0-a,1.56,3.6307800693276415,11.88,90.0,1924.0,1019.0,13.9131622064,14.8,1925,26.283451665756413,12.022642234116693,12.0226422341
NGC4464,187.33875,8.15656,-0.9,S0-a,1.01,1.0232929698100972,13.57,47.1,1243.0,1004.0,13.7083560896,15.68,1266,17.28563626433642,15.703631629656567,15.7036316297
IC3413,187.3437,11.43378,-4.7,E,1.08,1.20226455342066,14.36,90.0,1335.0,1014.0,13.8448935008,35.1,1335,18.227744401966138,,35.1
NGC4469,187.3668,8.74994,0.2,S0-a,1.46,2.8840317564502844,12.37,85.5,539.0,275.0,3.75477880939,16.75,586,8.001092299290004,16.749427877536164,16.7494278775
NGC4468,187.37865000000002,14.04909,-2.7,E-S0,1.19,1.5488168229767911,13.83,63.2,909.0,1021.0,13.9404696887,14.28,889,12.138175860185687,15.703631629656567,15.7036316297
NGC4470,187.40745,7.8239,1.4,Sa,1.11,1.288249594126457,13.03,51.0,2341.0,2800.0,38.2304751502,19.58,2337,31.908793009284533,17.218688169750934,17.2186881698
NGC4472,187.44495,8.00039,-4.8,E,2.01,10.232929698100973,9.27,50.2,981.0,1004.0,13.7083560896,15.82,979,13.367012561441827,16.595879278457613,16.5958792785
NGC4473,187.45364999999998,13.4294,-4.7,E,1.63,4.265795141179281,11.07,90.0,2244.0,1020.0,13.9268159476,16.18,2250,30.720917531403593,15.13560650178649,15.1356065018
NGC4474,187.47315,14.06862,-1.9,S0,1.37,2.344228841058573,12.49,56.9,1611.0,1021.0,13.9404696887,15.79,1610,21.982523211359897,15.346165244942693,15.3461652449
NGC4476,187.49625,12.34863,-3.0,E-S0,1.23,1.698243727045763,13.16,60.7,1968.0,1017.0,13.8858547242,17.69,1959,26.74767886400872,17.378018209265857,17.3780182093
UGC07636,187.503,7.93005,9.8,I,1.0,1.0,14.89,53.8,276.0,118.0,1.61114145276,5.2,468,6.389950846531948,,5.2
NGC4477,187.50915,13.6364,-1.9,S0,1.57,3.7153527396948913,11.32,33.7,1338.0,1020.0,13.9268159476,19.24,1358,18.541780447842704,16.44372026530779,16.4437202653
NGC4482,187.54319999999998,10.77951,-4.8,E,1.17,1.4791082420082973,13.71,90.0,1871.0,1012.0,13.8175860186,18.91,1836,25.068268705625325,17.94734399285306,17.9473439929
IC3430,187.5696,9.0853,8.4,Sd,1.03,1.0715192346486087,15.40,90.0,2015.0,1007.0,13.7493173129,,2116,28.89131622064445,,13.7493173129
NGC4478,187.5738,12.3271,-4.8,E,1.24,1.7378008669100269,12.16,51.4,1349.0,1017.0,13.8858547242,16.11,1390,18.97870016384488,16.826734107485976,16.8267341075
NGC4479,187.5765,13.57757,-1.9,S0,1.16,1.4454396596536672,13.51,33.1,876.0,1020.0,13.9268159476,18.3,848,11.578372474057891,17.218688169750934,17.2186881698
NGC4480,187.6116,4.24642,5.1,SABc,1.28,1.9054605924362857,13.12,61.2,2439.0,2865.0,39.1179683233,41.14,2431,33.19224467504093,36.64376840824569,36.6437684082
NGC4483,187.66935,9.01565,-1.3,S0-a,1.22,1.6595870167669808,13.15,72.1,906.0,1007.0,13.7493173129,16.87,883,12.056253413435275,16.595879278457613,16.5958792785
NGC4486,187.70579999999998,12.39118,-4.3,E,1.85,7.079458232488806,9.59,26.4,1284.0,1017.0,13.8858547242,16.54,1283,17.517749863462583,16.749427877536164,16.7494278775
NGC4488,187.71405,8.36011,0.0,S0-a,1.44,2.754229066221527,13.08,90.0,972.0,1005.0,13.7220098307,8.05,984,13.435281267067166,8.053786958693879,8.05378695869
NGC4491,187.7379,11.48348,1.2,SBa,1.21,1.6218102398133032,13.46,64.0,497.0,263.0,3.59093391589,,496,6.77225559803386,,3.59093391589
NGC4492,187.74885,8.07769,1.0,Sa,1.32,2.089296383189619,13.21,29.4,1740.0,1004.0,13.7083560896,16.8,1752,23.92135445111959,32.65877862741289,32.6587786274
NGC4494,187.85025000000002,25.77468,-4.8,E,1.64,4.36515817861883,10.68,24.8,1342.0,2060.0,28.1267067176,13.69,1320,18.022938285090106,16.672476811764433,16.6724768118
NGC4497,187.8855,11.62469,-1.2,S0-a,1.3,1.9952620958974432,13.26,71.2,1045.0,1014.0,13.8448935008,,1042,14.22719825232113,,13.8448935008
NGC4496A,187.91295,3.9395,7.6,SBd,1.53,3.388441338170015,12.12,38.5,1730.0,990.0,13.5172037138,15.65,1730,23.6209721463681,14.588143755989757,14.588143756
NGC4498,187.9149,16.85279,6.4,Sc,1.46,2.8840317564502844,12.78,57.3,1507.0,1028.0,14.0360458766,16.74,1506,20.562534134352806,16.672476811764433,16.6724768118
IC0797,187.97835,15.12369,6.0,Sc,1.04,1.0964780998322172,13.67,48.0,2097.0,1024.0,13.9814309121,16.4,2096,28.618241398143077,23.227377348558303,23.2273773486
IC3459,187.9833,12.17399,9.8,I,1.04,1.0964780998322172,14.85,43.5,278.0,135.0,1.84325505188,,373,5.092845439650463,,1.84325505188
NGC4501,187.99695,14.42014,3.3,Sb,1.94,8.70963704709875,10.19,62.9,2281.0,1022.0,13.9541234298,18.78,2282,31.157837247405762,11.168628848049707,11.168628848
NGC4502,188.01375000000002,16.68767,5.8,Sc,1.02,1.0471285020627683,14.59,60.2,1626.0,1027.0,14.0223921354,31.6,1627,22.214636810486063,27.542290662215265,27.5422906622
NGC4503,188.02575,11.17642,-1.7,S0,1.54,3.4673681999632944,12.08,90.0,1334.0,1013.0,13.8312397597,12.73,1353,18.47351174221736,11.748980193354184,11.7489801934
NGC4506,188.04375000000002,13.41963,1.1,SABa,1.21,1.6218102398133032,13.71,50.5,737.0,1019.0,13.9131622064,,576,7.86455488803932,,13.9131622064
IC3468,188.0592,10.25147,-4.9,E,1.11,1.288249594126457,13.98,36.2,1288.0,1010.0,13.7902785363,16.27,1301,17.763517203713814,15.205480906837678,15.2054809068
UGC07688,188.1351,8.0446,9.6,I,1.28,1.9054605924362857,14.83,90.0,609.0,1004.0,13.7083560896,,609,8.315128345166576,,13.7083560896
UGC07700,188.13675,63.87735,7.9,Sd,1.18,1.5135610656352623,14.87,52.1,2971.0,3406.0,46.504642272,,2966,40.49699617695245,,46.504642272
IC3475,188.17005,12.77083,-4.6,E,1.19,1.5488168229767911,14.16,47.2,2583.0,3085.0,42.1217913708,,2583,35.26761332605132,,42.1217913708
IC3476,188.1744,14.05072,9.6,IB,1.22,1.6595870167669808,13.36,51.2,-169.0,-230.0,-3.14036045877,13.14,-172,,11.587777022177915,11.5877770222
NGC4437,188.18955,0.11462,6.0,Sc,1.96,9.120109194638907,11.10,90.0,1128.0,1375.0,18.773894047,10.56,1128,15.401419989077,8.394604952934907,8.39460495293
NGC4521,188.1987,63.9392,-0.1,S0-a,1.41,2.5703955852157847,13.02,90.0,2511.0,2957.0,40.3741125068,,2516,34.35281267067175,,40.3741125068
NGC4516,188.28135,14.57494,1.6,SBab,1.24,1.7378008669100269,13.69,61.1,917.0,1022.0,13.9541234298,,942,12.861824139814306,,13.9541234298
NGC4519,188.37615,8.65445,6.9,Scd,1.37,2.344228841058573,12.36,41.1,1218.0,1005.0,13.7220098307,27.4,1224,16.712179137083556,18.967053880902764,18.9670538809
NGC4522,188.41545000000002,9.175,6.0,SBc,1.54,3.4673681999632944,12.97,79.1,2329.0,2801.0,38.2441288913,17.95,2320,31.676679410158368,14.521106227088412,14.5211062271
IC3499,188.43675,10.99488,-0.2,S0-a,1.21,1.6218102398133032,14.20,90.0,1212.0,1012.0,13.8175860186,,1170,15.974877116329871,,13.8175860186
NGC4525,188.463,30.27756,5.9,SBc,1.3,1.9952620958974432,13.30,60.6,1172.0,1828.0,24.9590387766,14.04,1176,16.056799563080283,11.117317370466706,11.1173173705
IC0800,188.48624999999998,15.35462,5.2,Sc,1.18,1.5135610656352623,14.14,44.1,2326.0,2841.0,38.7902785363,31.95,2332,31.840524303659183,13.99587027528499,13.9958702753
NGC4526,188.51265,7.69921,-1.9,S0,1.84,6.918310240910394,10.61,90.0,617.0,1002.0,13.6810486073,15.1,587,8.014746040415071,15.346165244942693,15.3461652449
NGC4528,188.5254,11.32123,-2.0,S0,1.2,1.58489336647576,12.93,73.4,1378.0,1013.0,13.8312397597,15.52,1369,18.691971600218462,15.631468051010932,15.631468051
NGC4527,188.53395,2.65334,4.0,SABb,1.8,6.309572752037223,11.48,81.2,1736.0,985.0,13.4489350082,14.32,1736,23.702894593118504,14.125378548042052,14.125378548
IC3509,188.54805,12.04898,-5.0,E,1.0,1.0,14.86,72.0,2000.0,1015.0,13.8585472419,17.6,2064,28.1813216821409,16.595879278457613,16.5958792785
NGC4531,188.5662,13.0754,-0.5,S0-a,1.48,3.019951853033241,12.48,55.7,195.0,77.0,1.05133806663,15.15,107,1.4609503003823048,15.06606973552022,15.0660697355
NGC4532,188.5809,6.46756,9.7,IB,1.4,2.511886293612277,12.27,90.0,2012.0,998.0,13.6264336428,14.62,2015,27.512288367012555,11.117317370466706,11.1173173705
NGC4535,188.5845,8.19775,5.0,Sc,1.91,8.128304536923304,10.53,23.8,1964.0,1004.0,13.7083560896,16.89,1962,26.788640087383925,14.927953143214907,14.9279531432
NGC4533,188.59185,2.32539,7.1,Scd,1.26,1.819700818650877,14.62,90.0,1753.0,2206.0,30.1201529219,,1760,24.03058438012014,19.14256210862216,19.1425621086
NGC4536,188.61285,2.18791,4.3,SABb,1.85,7.079458232488806,11.12,73.0,1808.0,2245.0,30.6526488258,15.29,1807,24.672310212998344,14.521106227088412,14.5211062271
IC3517,188.6286,9.15479,8.5,SABm,1.06,1.14815347022194,15.24,59.5,439.0,230.0,3.14036045877,20.92,443,6.048607318405241,15.776111034128496,15.7761110341
IC3518,188.63129999999998,9.62457,10.0,I,1.12,1.3182567530303144,14.87,90.0,1440.0,1008.0,13.7629710541,,1291,17.62697979246313,,13.7629710541
IC3521,188.66355,7.1584,9.9,IB,1.14,1.3803842191347617,13.85,48.0,595.0,294.0,4.01419989077,17.15,595,8.123975969415616,17.218688169750934,17.2186881698
NGC4540,188.7117,15.55109,6.2,SABc,1.34,2.1877617920945056,12.47,34.2,1291.0,1024.0,13.9814309121,14.7,1286,17.558711086837793,12.647370362306075,12.6473703623
NGC4546,188.87295,-3.79328,-2.7,E-S0,1.5,3.1622776601683795,11.35,76.0,1057.0,1000.0,13.6537411251,17.28,1054,14.391043145821957,13.93156974263632,13.9315697426
NGC4550,188.87685,12.22119,-2.1,S0,1.5,3.1622776601683795,12.48,90.0,459.0,249.0,3.39978154014,16.16,410,5.5980338612779885,15.27566111908588,15.2756611191
NGC4562,188.89425,25.84967,7.1,SBcd,1.28,1.9054605924362857,14.40,90.0,1353.0,2066.0,28.2086291644,11.59,1353,18.47351174221736,11.066229480396931,11.0662294804
NGC4551,188.9082,12.26397,-4.9,E,1.23,1.698243727045763,12.89,66.0,1176.0,1016.0,13.8722009831,16.94,1200,16.384489350081918,16.06942466889037,16.0694246689
NGC4552,188.916,12.55611,-4.6,E,1.91,8.128304536923304,10.67,13.8,340.0,180.0,2.45767340251,15.97,323,4.41015838339705,15.703631629656567,15.7036316297
PGC041994,188.9661,13.8584,7.1,Scd,1.0,1.0,17.70,90.0,756.0,1020.0,13.9268159476,,756,10.322228290551609,42.26690077992173,42.2669007799
NGC4559,188.99040000000002,27.95968,6.0,Sc,2.02,10.471285020627684,10.28,64.8,807.0,717.0,9.78973238667,8.83,814,11.114145275805571,7.144964766970431,7.14496476697
NGC4561,189.0339,19.32264,7.2,SBcd,1.12,1.3182567530303144,13.02,35.1,1402.0,1033.0,14.1043145822,12.3,1399,19.101583833970498,23.76839889954899,23.7683988995
NGC4565,189.08655,25.98719,3.3,Sb,2.22,16.59587016766981,10.06,90.0,1230.0,1983.0,27.075368651,12.09,1226,16.739486619333693,12.078132197830705,12.0781321978
NGC4564,189.11235,11.4394,-4.8,E,1.5,3.1622776601683795,11.97,90.0,1142.0,1013.0,13.8312397597,16.94,1132,15.456034953577278,15.631468051010932,15.631468051
NGC4567,189.1362,11.25785,4.0,Sbc,1.44,2.754229066221527,12.11,39.4,2247.0,1013.0,13.8312397597,25.55,2266,30.939377389404683,30.060741374708854,30.0607413747
NGC4568,189.1428,11.23878,4.1,Sbc,1.63,4.265795141179281,11.69,67.5,2255.0,1013.0,13.8312397597,21.0,2239,30.570726379027835,18.967053880902764,18.9670538809
PGC042068,189.14565,8.05471,2.8,Sb,1.04,1.0964780998322172,14.66,52.8,1795.0,1003.0,13.6947023484,7.52,1796,24.5221190606226,,7.52
NGC4569,189.20805000000001,13.16294,2.4,SABa,1.96,9.120109194638907,10.11,70.8,-235.0,-290.0,-3.95958492627,12.2,-221,,11.857697272147432,11.8576972721
NGC4570,189.2226,7.2467,-1.9,S0,1.59,3.8904517489515147,11.74,90.0,1787.0,1000.0,13.6537411251,17.57,1745,23.825778263244118,16.904397140858133,16.9043971409
IC3586,189.22830000000002,12.52004,-1.6,S0,1.06,1.14815347022194,14.67,34.5,1547.0,1016.0,13.8722009831,20.04,1723,23.525395958492613,16.3681557252971,16.3681557253
NGC4571,189.2349,14.21721,6.5,Sc,1.55,3.54813350276553,11.97,22.1,342.0,188.0,2.56690333151,16.65,335,4.574003276897869,19.319694370215803,19.3196943702
NGC4589,189.35430000000002,74.19186,-4.8,E,1.47,2.9512094210846427,11.71,56.2,1980.0,2391.0,32.64609503,28.08,2002,27.334789732386664,25.94179567196446,25.941795672
PGC042147,189.37065,12.3533,0.6,S?,1.02,1.0471285020627683,16.30,90.0,1454.0,1016.0,13.8722009831,,1454,19.85253959584925,,13.8722009831
NGC4578,189.37725,9.55511,-2.0,S0,1.4,2.511886293612277,12.36,54.4,2292.0,1008.0,13.7629710541,17.06,2273,31.034953577280167,16.143592374659026,16.1435923747
PGC042160,189.42239999999998,8.55898,9.5,Sm,1.03,1.0715192346486087,14.81,65.5,1076.0,1004.0,13.7083560896,12.97,1072,14.636810486073179,16.06942466889037,16.0694246689
NGC4579,189.4314,11.818,2.9,SABb,1.7,5.011872886555352,10.48,41.9,1517.0,1014.0,13.8448935008,19.43,1516,20.699071545603484,19.952631912548657,19.9526319125
UGC07795,189.43890000000002,7.10399,9.8,I,1.08,1.20226455342066,14.77,42.8,64.0,-49.0,-0.669033315128,,61,0.8328782086291644,12.88248533293805,12.8824853329
NGC4580,189.45165,5.36841,1.6,SABa,1.27,1.8620870548831208,12.72,50.3,1034.0,994.0,13.5718186783,21.49,1036,14.145275805570728,18.967053880902764,18.9670538809
NGC4584,189.5745,13.10988,1.5,Sa,1.21,1.6218102398133032,13.79,49.7,1779.0,1018.0,13.8995084653,,1723,23.525395958492613,,13.8995084653
UGC07802,189.5871,7.89157,6.1,Sc,1.22,1.6595870167669808,15.09,86.1,1784.0,1002.0,13.6810486073,23.33,1774,24.221736755871095,20.51161223939545,20.5116122394
NGC4586,189.6183,4.31902,1.2,Sa,1.54,3.4673681999632944,12.59,86.2,794.0,990.0,13.5172037138,16.3,785,10.718186783178592,13.061714158884572,13.0617141589
IC3611,189.7671,13.36341,-1.0,S0-a,1.15,1.4125374670774022,14.20,71.5,2735.0,3250.0,44.3746586565,,2738,37.38394320043689,,44.3746586565
NGC4591,189.80175,6.01223,3.3,Sb,1.15,1.4125374670774022,13.96,59.9,2422.0,2868.0,39.1589295467,48.07,2430,33.17859093391588,43.450975854756365,43.4509758548
NGC4592,189.82815,-0.53196,8.0,Sd,1.61,4.073802912227076,12.57,90.0,1069.0,1057.0,14.4320043692,11.63,1068,14.5821955215729,11.641259885093195,11.6412598851
IC3631,189.94995,12.97393,-1.2,S0-a,1.02,1.0471285020627683,14.20,54.3,2822.0,3339.0,45.5898416166,42.8,2801,38.24412889131619,,42.8
NGC4595,189.96644999999998,15.29768,3.8,SABb,1.18,1.5135610656352623,12.93,52.8,631.0,1023.0,13.9677771709,14.43,631,8.615510649918074,15.703631629656567,15.7036316297
NGC4596,189.9831,10.17619,-0.9,S0-a,1.59,3.8904517489515147,11.44,36.7,1892.0,1009.0,13.7766247952,13.05,1879,25.65537957400327,11.748980193354184,11.7489801934
NGC4594,189.99765000000002,-11.62301,1.1,Sa,1.93,8.511379354058503,9.15,59.4,1024.0,926.0,12.6433642818,11.31,1087,14.841616602949202,8.590135516865445,8.59013551687
NGC4606,190.2396,11.91139,0.6,SBa,1.39,2.4547088348300035,12.72,62.6,1640.0,1014.0,13.8448935008,17.08,1652,22.555980338612773,12.531413180346647,12.5314131803
NGC4607,190.3014,11.88627,4.0,SBbc,1.46,2.8840317564502844,13.74,90.0,2270.0,1014.0,13.8448935008,17.78,2248,30.69361004915345,19.952631912548657,19.9526319125
NGC4608,190.30530000000002,10.15578,-1.9,S0,1.46,2.8840317564502844,12.05,34.9,1850.0,1009.0,13.7766247952,17.29,1841,25.13653741125066,20.23020262619457,20.2302026262
NGC4612,190.38645,7.31485,-2.0,S0,1.41,2.5703955852157847,12.07,55.4,1775.0,1000.0,13.6537411251,17.53,1876,25.614418350628064,16.3681557252971,16.3681557253
NGC4618,190.3866,41.14891,8.7,SBm,1.55,3.54813350276553,11.31,57.6,544.0,641.0,8.75204806117,7.61,537,7.332058984161659,6.729767626859539,6.72976762686
NGC4625,190.4697,41.27384,8.8,SABm,1.15,1.4125374670774022,13.03,46.1,621.0,768.0,10.4860731841,8.2,609,8.315128345166576,,8.2
NGC4627,190.49925,32.57361,-4.7,E,1.37,2.344228841058573,13.01,71.7,542.0,482.0,6.58110322228,9.34,544,7.427635172037138,9.375622704532978,9.37562270453
NGC4621,190.5096,11.64702,-4.8,E,1.66,4.570881544844178,10.66,72.4,467.0,254.0,3.46805024577,15.5,438,5.980338612779901,14.723132525063031,14.7231325251
NGC4631,190.53285,32.54239,6.6,SBcd,2.16,14.45440056411779,9.47,90.0,606.0,553.0,7.55051884216,5.69,616,8.41070453304205,7.345141649364696,7.34514164936
NGC4630,190.62975,3.9599,9.8,I,1.22,1.6595870167669808,13.18,49.1,737.0,988.0,13.4898962316,16.5,732,9.99453850354997,15.776111034128496,15.7761110341
NGC4629,190.6362,-1.35051,9.2,SABm,1.01,1.0232929698100972,14.33,52.6,1116.0,1292.0,17.6406335336,26.75,1118,15.264882577826324,32.96098077184549,32.9609807718
NGC4633,190.6554,14.35694,7.9,SABd,1.25,1.778279410038923,13.77,86.1,291.0,157.0,2.14363735664,21.2,298,4.068814855270343,16.292956319264338,16.2929563193
NGC4638,190.69755,11.44244,-2.7,E-S0,1.36,2.290867728226077,12.09,62.2,1152.0,1012.0,13.8175860186,15.57,1163,15.879300928454393,17.218688169750934,17.2186881698
NGC4636,190.70700000000002,2.68762,-4.8,E,1.8,6.309572752037223,10.43,64.4,938.0,443.0,6.04860731841,15.96,925,12.629710540688146,14.06046758414591,14.0604675841
NGC4639,190.71824999999998,13.25704,3.5,Sbc,1.46,2.8840317564502844,12.19,51.0,1018.0,1018.0,13.8995084653,22.49,989,13.503549972692515,25.3513027830978,25.3513027831
NGC4643,190.8339,1.97828,-0.6,S0-a,1.35,2.238721261469447,11.67,42.9,1333.0,1993.0,27.2119060623,25.7,1329,18.14582195521572,11.967407205190822,11.9674072052
NGC4647,190.8855,11.58221,5.2,SABc,1.44,2.754229066221527,12.08,31.6,1409.0,1013.0,13.8312397597,18.0,1397,19.074276351720364,17.298160249443285,17.2981602494
NGC4649,190.9149,11.55259,-4.6,E,1.83,6.760830421999572,9.83,51.9,1110.0,1013.0,13.8312397597,16.55,1108,15.128345166575643,17.060818944765384,17.0608189448
NGC4651,190.92765,16.39339,5.2,Sc,1.59,3.8904517489515147,11.38,49.5,788.0,1026.0,14.0087383943,23.52,800,10.922992900054615,23.227377348558303,23.2273773486
NGC4654,190.98585,13.12657,5.9,Sc,1.67,4.677350950673763,11.03,59.8,1046.0,1017.0,13.8858547242,15.79,1042,14.22719825232113,13.86754939673867,13.8675493967
NGC4656,190.9896,32.17016,9.0,SBm,1.81,6.456541439665037,9.82,90.0,646.0,599.0,8.17859093392,5.5,604,8.246859639541233,5.248077829311783,5.24807782931
UGC07916,191.1048,34.38665,9.9,I,1.36,2.290867728226077,,46.8,607.0,599.0,8.17859093392,8.16,606,8.27416712179137,,8.16
PGC042902,191.1066,3.52517,0.7,S?,1.07,1.174897696838254,15.36,66.5,447.0,228.0,3.11305297652,,478,6.52648825778263,,3.11305297652
NGC4660,191.13315,11.19053,-4.7,E,1.32,2.089296383189619,12.07,61.6,1083.0,1012.0,13.8175860186,16.38,1095,14.950846531949752,14.859354073517279,14.8593540735
IC3718,191.18955,12.35146,-5.0,E,1.35,2.238721261469447,14.00,90.0,849.0,1015.0,13.8585472419,6.79,849,11.592026215182953,,6.79
NGC4624,191.27474999999998,3.05518,-0.6,S0-a,1.66,4.570881544844178,11.52,0.0,912.0,985.0,13.4489350082,17.9,896,12.233752048061167,10.76465374370115,10.7646537437
NGC4666,191.286,-0.46186,5.1,SABc,1.7,5.011872886555352,11.45,69.6,1529.0,2005.0,27.3757509558,17.28,1518,20.72637902785363,14.588143755989757,14.588143756
NGC4668,191.3832,-0.53512,7.4,SBcd,1.2,1.58489336647576,13.54,63.9,1636.0,2071.0,28.27689787,16.5,1623,22.16002184598579,15.559653172622442,15.5596531726
PGC091228,191.75265,32.65158,7.9,Sd,1.11,1.288249594126457,17.04,90.0,519.0,464.0,6.33533588203,19.7,520,7.0999453850354985,,19.7
NGC4684,191.82285000000002,-2.72753,-1.1,S0-a,1.47,2.9512094210846427,12.08,90.0,1560.0,1970.0,26.8978700164,18.22,1586,21.654833424358273,13.365952934825215,13.3659529348
NGC4689,191.93985,13.76272,4.7,Sc,1.58,3.8018943388944666,11.58,42.5,1616.0,1018.0,13.8995084653,17.73,1609,21.968869470234832,14.723132525063031,14.7231325251
NGC4688,191.94359999999998,4.33581,6.0,Sc,1.57,3.7153527396948913,13.51,23.7,986.0,989.0,13.5035499727,17.1,986,13.462588749317309,,17.1
NGC4691,192.05700000000002,-3.3329,0.3,S0-a,1.48,3.019951853033241,11.68,38.8,1110.0,1238.0,16.9033315128,22.5,1126,15.37411250682686,4.613176110289124,4.61317611029
NGC4698,192.09539999999998,8.4875,1.7,Sab,1.58,3.8018943388944666,11.55,73.4,1009.0,1003.0,13.6947023484,22.46,1008,13.76297105406881,21.877623926123007,21.8776239261
NGC4697,192.14955,-5.80069,-4.5,E,1.85,7.079458232488806,10.25,90.0,1241.0,1533.0,20.9311851447,11.79,1240,16.93063899508465,12.246170382815807,12.2461703828
NGC4696,192.20534999999998,-41.31113,-3.8,E,1.58,3.8018943388944666,11.65,68.0,2958.0,4347.0,59.3528126707,37.61,2974,40.60622610595301,36.14099356531939,36.1409935653
NGC4701,192.2976,3.38836,5.9,Sc,1.24,1.7378008669100269,12.82,43.3,721.0,349.0,4.76515565265,23.84,723,9.871654833424355,17.060818944765384,17.0608189448
NGC4710,192.4128,15.16779,-0.9,S0-a,1.64,4.36515817861883,11.86,90.0,1102.0,1022.0,13.9541234298,16.8,987,13.476242490442372,10.86426253441968,10.8642625344
UGC07982,192.45929999999998,2.85209,4.7,Sc,1.46,2.8840317564502844,14.04,81.6,1155.0,1706.0,23.2932823594,19.98,1155,15.77007099945384,19.230913741825248,19.2309137418
NGC4713,192.4911,5.31129,6.8,Scd,1.22,1.6595870167669808,12.22,23.8,654.0,992.0,13.5445111961,14.98,651,8.888585472419441,14.655474676423996,14.6554746764
NGC4725,192.61095,25.50091,2.2,SABa,1.99,9.772372424151222,9.92,45.4,1206.0,1959.0,26.747678864,13.56,1208,16.493719279082462,12.078132197830705,12.0781321978
UGC07991,192.66240000000002,1.46453,6.6,Scd,1.32,2.089296383189619,14.79,85.0,1272.0,1898.0,25.9148006554,26.8,1267,17.299290005461486,20.417376756604135,20.4173767566
NGC4720,192.67829999999998,-4.15578,-2.6,E-S0,1.09,1.2302688653672373,14.29,69.3,1504.0,1891.0,25.8192244675,20.2,1506,20.562534134352806,,20.2
NGC4736,192.72075,41.11999,2.4,Sab,1.89,7.762470910600872,8.71,31.7,308.0,353.0,4.81977061715,5.18,314,4.287274713271436,4.385304165858818,4.38530416586
NGC4731,192.7554,-6.3937,5.9,SBc,1.8,6.309572752037223,11.88,73.1,1489.0,1821.0,24.8634625887,14.63,1493,20.38503549972691,13.061714158884572,13.0617141589
PGC043526,192.80535,-6.55927,10.0,I,1.12,1.3182567530303144,13.57,72.8,1514.0,1839.0,25.109229929,,1506,20.562534134352806,,25.109229929
