objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best
HS98117,155.355,71.11615,10.0,I,1.18,1.5135610656352623,16.50,61.7,-37.0,139.0,1.89787001638,3.87,-37,,3.875,3.875
NGC3226,155.86245,19.89836,-4.8,E,1.5,3.1622776601683795,12.34,69.0,1315.0,1705.0,23.2796286182,29.14,1313,17.927362097214623,23.33458226251521,23.3345822625
NGC3227,155.8776,19.86498,1.5,SABa,1.6,3.9810719240874812,11.55,68.3,1157.0,1485.0,20.2758055707,21.8,1148,15.674494811578365,20.323574215217583,20.3235742152
UGC05612,156.02775,70.8822,8.0,Sd,1.42,2.630267731982223,12.77,59.2,1011.0,1408.0,19.2244675041,19.1,1011,13.803932277444018,,19.1
IC0610,156.6183,20.22826,3.8,Sbc,1.28,1.9054605924362857,14.63,90.0,1170.0,1512.0,20.6444565811,36.62,1171,15.988530857454931,29.241561278228996,29.2415612782
NGC3245A,156.7548,28.63939,3.4,SBb,1.37,2.344228841058573,15.29,90.0,1322.0,1751.0,23.90770071,25.22,1324,18.07755324959038,26.54604256214558,26.5460425621
NGC3256,156.96375,-43.90376,4.0,Sbc,1.52,3.3113110693986716,12.10,48.2,2804.0,2700.0,36.8651010377,37.4,2800,38.23047515019114,,37.4
IC2574,157.10235,68.41319,8.9,SABm,2.11,12.882492405154759,10.83,83.0,57.0,238.0,3.24959038777,3.54,46,0.6280720917531404,3.9994496756596165,3.99944967566
NGC3254,157.33425000000003,29.49219,4.0,Sbc,1.37,2.344228841058573,12.29,64.4,1355.0,1794.0,24.4948115784,32.51,1372,18.732932823593657,36.30780069327641,36.3078006933
UGC05692,157.64505,70.62139,8.8,Sm,1.52,3.3113110693986716,13.49,58.0,56.0,251.0,3.42708902239,4.0,56,0.7646095030038231,3.9264481124060193,3.92644811241
UGC05686,157.67835,74.22752,9.7,I,1.12,1.3182567530303144,,47.6,2820.0,3161.0,43.1594756963,,2817,38.46258874931729,,43.1594756963
UGC05689,157.69125,73.88542,6.4,Sc,1.13,1.348962867780606,15.28,74.3,2827.0,3169.0,43.2687056253,55.42,2826,38.585472419442915,46.77347099023713,46.7734709902
NGC3283,157.79835,-46.2513,-1.9,S0,1.46,2.8840317564502844,12.56,51.6,2899.0,2781.0,37.9710540688,37.8,2845,38.8448935008192,,37.8
UGC05720,158.13285,54.40104,9.9,I,1.06,1.14815347022194,13.31,46.7,1430.0,1864.0,25.4505734571,24.9,1438,19.634079737848158,,24.9
NGC3277,158.2311,28.51167,1.9,Sab,1.32,2.089296383189619,12.47,43.6,1408.0,1857.0,25.3549972693,25.0,1414,19.306389950846523,,25.0
NGC3252,158.59635,73.76502,7.4,SBcd,1.27,1.8620870548831208,14.03,90.0,1156.0,1555.0,21.2315674495,25.98,1142,15.592572364827955,20.23020262619457,20.2302026262
NGC3287,158.697,21.64829,7.6,SBd,1.25,1.778279410038923,12.88,75.3,1306.0,1727.0,23.580010923,19.15,1288,17.586018569087923,13.99587027528499,13.9958702753
NGC3294,159.06765,37.32462,5.1,SABc,1.49,3.0902955003738914,12.15,60.7,1586.0,2045.0,27.9219006008,29.74,1569,21.42271982523211,30.060741374708854,30.0607413747
NGC3301,159.23340000000002,21.88214,-0.3,S0-a,1.56,3.6307800693276415,12.29,90.0,1339.0,1773.0,24.2080830147,25.15,1338,18.268705625341337,,25.15
NGC3338,160.5315,13.7469,5.1,Sc,1.09,1.2302688653672373,11.44,56.4,1302.0,1695.0,23.143091207,24.53,1297,17.70890223921354,23.33458226251521,23.3345822625
NGC3346,160.91205,14.87179,5.9,SBc,1.42,2.630267731982223,12.59,34.1,1274.0,1669.0,22.7880939377,22.4,1257,17.162752594210808,,22.4
NGC3351,160.99035,11.70355,3.1,Sb,1.86,7.24435983937001,10.58,54.6,778.0,658.0,8.98416166029,10.05,778,10.62261059530311,9.908315184391986,9.90831518439
UGC05846,161.1237,60.37023,9.9,I,1.21,1.6218102398133032,15.34,0.0,1022.0,1439.0,19.647733479,19.3,1021,13.940469688694703,,19.3
NGC3353,161.3433,55.96036,3.4,Sb,1.13,1.348962867780606,13.23,45.8,944.0,1349.0,18.4188967777,18.94,942,12.861824139814306,,18.94
NGC3370,161.76675,17.27369,5.1,Sc,1.39,2.4547088348300035,12.29,56.2,1279.0,1702.0,23.2386673949,26.93,1281,17.49044238121245,29.785162724554496,29.7851627246
NGC3348,161.79165,72.83967,-4.8,E,1.33,2.1379623007676005,11.94,0.0,2837.0,3189.0,43.5417804478,32.39,2828,38.61277990169305,,32.39
NGC3380,162.0507,28.60181,1.0,SBa,1.19,1.5488168229767911,13.42,27.7,1606.0,2084.0,28.4543965046,9.77,1595,21.777717094483883,6.982321832877817,6.98232183288
NGC3381,162.10334999999998,34.7114,3.2,SBb,1.3,1.9952620958974432,12.91,26.4,1629.0,2105.0,28.7411250683,,1628,22.22829055161113,,28.7411250683
NGC3364,162.1242,72.42506,5.0,SABc,1.14,1.3803842191347617,13.47,29.4,2731.0,3089.0,42.1764063353,,2730,37.27471327143636,,42.1764063353
NGC3395,162.45885,32.98283,5.8,Sc,1.2,1.58489336647576,12.40,57.8,1625.0,2104.0,28.7274713271,25.76,1621,22.132714363735655,,25.76
NGC3396,162.48059999999998,32.99078,9.4,SBm,1.49,3.0902955003738914,12.43,90.0,1625.0,2104.0,28.7274713271,24.9,1629,22.241944292736196,,24.9
UGC05958,162.816,27.84872,4.0,Sbc,1.21,1.6218102398133032,15.34,90.0,1182.0,1619.0,22.1054068815,26.44,1184,16.166029492080828,23.442281975923812,23.4422819759
NGC3414,162.81735,27.97483,-2.0,S0,1.43,2.6915344788557576,12.06,76.9,1470.0,1956.0,26.7067176406,23.47,1421,19.401966138722,25.003440000406385,25.0034400004
NGC3413,162.8364,32.76639,-1.5,S0,1.3,1.9952620958974432,13.23,90.0,645.0,683.0,9.32550518842,14.67,635,8.67012561441835,16.21810239813303,16.2181023981
NGC3424,162.94335,32.90041,3.1,SBb,1.4,2.511886293612277,13.13,79.2,1494.0,1979.0,27.0207536865,29.23,1503,20.521572910977596,,29.23
UGC05955,163.01745,71.77303,-4.9,E,1.06,1.14815347022194,14.42,0.0,1249.0,1658.0,22.6379027854,,1249,17.05352266521026,,22.6379027854
NGC3430,163.04775,32.95066,5.1,Sc,1.6,3.9810719240874812,12.19,58.0,1586.0,2070.0,28.2632441289,28.56,1583,21.613872200983064,30.199551688157573,30.1995516882
NGC3437,163.14885,22.93414,5.3,SABc,1.37,2.344228841058573,12.69,72.8,1283.0,1748.0,23.8667394866,24.36,1264,17.258328782086284,30.338903047878265,30.3389030479
UGC05990,163.1598,34.48293,2.0,Sab,1.11,1.288249594126457,15.13,90.0,1569.0,2053.0,28.0311305298,,1571,21.450027307482237,25.703948796691975,25.7039487967
NGC3440,163.45605,57.11866,3.0,SBb,1.31,2.0417376756604138,14.50,90.0,1904.0,2340.0,31.9497542327,40.86,1909,26.064991807755316,39.81070831325058,39.8107083133
NGC3403,163.47854999999998,73.69036,4.0,Sbc,1.44,2.754229066221527,12.94,72.1,1262.0,1667.0,22.7607864555,26.75,1262,17.23102129983615,26.42408339541377,26.4240833954
UGC06016,163.5537,54.28721,9.9,IAB,1.26,1.819700818650877,15.64,50.6,1493.0,1946.0,26.5701802294,,1512,20.64445658110322,,26.5701802294
UGC06023,163.5873,27.24023,6.6,SBcd,1.22,1.6595870167669808,13.35,63.5,1334.0,1819.0,24.8361551065,31.71,1333,18.200436919715997,27.79714830388227,27.7971483039
NGC3454,163.62165000000002,17.34446,5.5,SBc,1.38,2.39883289268131,13.71,83.6,1101.0,1403.0,19.1561987985,26.58,1104,15.073730202075367,20.60630528666113,20.6063052867
NGC3455,163.62945000000002,17.28472,3.1,SABb,1.36,2.290867728226077,14.31,53.7,1102.0,1404.0,19.1698525396,27.16,1105,15.087383943200434,,27.16
NGC3445,163.6488,56.98981,8.9,SABm,1.15,1.4125374670774022,12.93,27.9,2048.0,2480.0,33.8612779902,21.05,2014,27.498634625887487,,21.05
NGC3448,163.66424999999998,54.30515,1.8,Sab,1.47,2.9512094210846427,12.42,90.0,1350.0,1802.0,24.6040415074,24.5,1372,18.732932823593657,,24.5
NGC3458,164.00625,57.11693,-2.0,S0,1.14,1.3803842191347617,13.01,74.6,1877.0,2315.0,31.6084107045,29.5,1770,24.167121791370825,,29.5
NGC3485,165.01004999999998,14.84132,3.1,Sb,1.34,2.1877617920945056,12.67,20.0,1436.0,1917.0,26.1742217368,,1434,19.579464773347883,,26.1742217368
NGC3488,165.34815,57.67763,5.2,SBc,1.18,1.5135610656352623,14.08,63.9,2994.0,3404.0,46.4773347897,43.73,2995,40.89295466957945,37.84426445511304,37.8442644551
NGC3501,165.69705,17.98949,5.9,Sc,1.63,4.265795141179281,13.61,90.0,1130.0,1491.0,20.3577280175,23.61,1126,15.37411250682686,22.594362465280764,22.5943624653
NGC3504,165.79635,27.97246,2.1,Sab,1.39,2.4547088348300035,11.62,26.1,1525.0,2033.0,27.7580557073,20.05,1539,21.013107591480065,33.113074337197496,33.1130743372
NGC3512,166.0134,28.03625,5.1,Sc,1.2,1.58489336647576,13.02,31.1,1376.0,1887.0,25.764609503,25.0,1374,18.76024030584379,,25.0
NGC3521,166.45245,-0.03578,4.0,SABb,1.92,8.317636889109135,9.90,60.0,801.0,582.0,7.94647733479,11.99,800,10.922992900054615,12.416519149671856,12.4165191497
NGC3516,166.69785,72.56854,-1.9,S0,1.28,1.9054605924362857,12.54,36.9,2649.0,3016.0,41.1796832332,56.0,2599,35.486073184052415,,56.0
NGC3526,166.73610000000002,7.1739,5.2,Sc,1.38,2.39883289268131,13.50,82.5,1420.0,1860.0,25.3959584926,30.16,1418,19.361004915346804,19.319694370215803,19.3196943702
NGC3547,167.48295000000002,10.72052,3.1,Sb,1.24,1.7378008669100269,13.20,68.1,1579.0,2054.0,28.0447842709,24.71,1580,21.572910977607858,18.967053880902764,18.9670538809
NGC3564,167.65155,-37.54751,-2.1,S0,1.3,1.9952620958974432,13.18,70.8,2852.0,2694.0,36.7831785909,36.05,2777,37.91643910431457,,36.05
NGC3592,168.61395000000002,17.25999,5.3,Sc,1.33,2.1379623007676005,14.46,79.4,1298.0,1833.0,25.0273074823,24.83,1301,17.763517203713814,20.51161223939545,20.5116122394
NGC3596,168.77595,14.78694,5.2,SABc,1.55,3.54813350276553,11.79,18.7,1193.0,1645.0,22.4604041507,15.45,1192,16.27525942108137,27.669410864221295,27.6694108642
NGC3620,169.01955,-76.21625,2.0,SBab,1.5,3.1622776601683795,15.36,90.0,1680.0,1487.0,20.303113053,17.97,1774,24.221736755871095,,17.97
PGC034407,169.14690000000002,18.1184,-2.0,S0,1.05,1.1220183311090417,15.40,69.9,1146.0,1575.0,21.504642272,,933,12.738940469688695,,21.504642272
NGC3608,169.2456,18.14854,-4.8,E,1.5,3.1622776601683795,11.57,47.1,1226.0,1743.0,23.798470781,23.99,1211,16.534680502457665,22.69864572755583,22.6986457276
NGC3621,169.5687,-32.81398,6.9,SBcd,1.99,9.772372424151222,10.10,67.5,730.0,475.0,6.48552703441,6.86,730,9.967231021299835,6.698842034177489,6.69884203418
UGC06324,169.5921,18.73836,-1.9,S0,1.14,1.3803842191347617,14.77,90.0,1068.0,1366.0,18.6510103768,,1083,14.787001638448928,,18.6510103768
NGC3610,169.6053,58.78622,-4.0,E,1.38,2.39883289268131,11.63,10.3,1707.0,2160.0,29.4920808301,25.31,1732,23.648279628618234,32.5087360205515,32.5087360206
NGC3613,169.6506,57.99992,-4.7,E,1.55,3.54813350276553,11.74,90.0,2051.0,2497.0,34.0933915893,28.88,2021,27.59421081376297,28.840317564502847,28.8403175645
NGC3619,169.8399,57.7578,-0.9,S0-a,1.59,3.8904517489515147,12.53,42.4,1560.0,2021.0,27.5942108138,31.97,1544,21.08137629710539,,31.97
ESO377-039,169.84035,-36.59571,3.3,Sb,1.03,1.0715192346486087,15.78,70.4,2836.0,2658.0,36.2916439104,,2833,38.68104860731839,,36.2916439104
UGC06341,170.0025,18.2605,7.9,Sd,1.0,1.0,16.06,90.0,1641.0,2165.0,29.5603495358,,1608,21.955215729109774,,29.5603495358
NGC3626,170.01569999999998,18.35704,-0.9,S0-a,1.47,2.9512094210846427,11.81,55.9,1493.0,2045.0,27.9219006008,16.77,1480,20.207536865101034,19.86094271885353,19.8609427189
NGC3622,170.05155,67.24166,6.0,Sc,1.1,1.2589254809065389,13.63,68.3,1297.0,1731.0,23.6346258875,22.73,1302,17.777170944838883,20.60630528666113,20.6063052867
NGC3627,170.0625,12.99099,3.1,SABb,2.01,10.232929698100973,9.74,67.5,727.0,477.0,6.51283451666,9.68,720,9.830693610049154,11.4815347022194,11.4815347022
NGC3628,170.07059999999998,13.58876,3.1,Sb,2.04,10.964780998322171,9.97,79.3,843.0,621.0,8.47897323867,10.71,846,11.55106499180775,10.814337518199306,10.8143375182
NGC3629,170.1324,26.96329,5.9,SABc,1.25,1.778279410038923,13.17,51.2,1508.0,2052.0,28.0174767886,35.1,1509,20.603495357728004,35.48135450617082,35.4813545062
NGC3631,170.262,53.16994,5.2,Sc,1.57,3.7153527396948913,10.71,34.7,1156.0,1621.0,22.1327143637,13.1,1145,15.633533588203166,8.749835984594723,8.74983598459
NGC3640,170.2788,3.23479,-4.9,E,1.64,4.36515817861883,11.33,39.8,1298.0,1696.0,23.1567449481,22.49,1315,17.954669579464763,26.791681600886164,26.7916816009
NGC3655,170.7279,16.59003,5.0,Sc,1.18,1.5135610656352623,12.32,47.1,1473.0,2035.0,27.7853631895,30.6,1492,20.371381758601853,23.120639575312335,23.1206395753
NGC3659,170.9391,17.81839,7.7,SBd,1.29,1.949844428490234,12.92,68.8,1285.0,1867.0,25.4915346805,24.48,1285,17.54505734571272,21.577449587869573,21.5774495879
NGC3666,171.10875,11.34198,5.2,SBc,1.54,3.4673681999632944,12.70,77.8,1060.0,1191.0,16.26160568,18.69,1060,14.472965592572358,16.904397140858133,16.9043971409
NGC3665,171.1818,38.76279,-2.2,S0,1.61,4.073802912227076,11.78,50.4,2069.0,2566.0,35.0354997269,26.26,1991,27.184598580010906,,26.26
NGC3674,171.6108,57.04828,-1.9,S0,1.2,1.58489336647576,12.95,90.0,2055.0,2509.0,34.2572364828,,2119,28.932277444019654,,34.2572364828
NGC3681,171.62415000000001,16.8633,4.0,Sbc,1.24,1.7378008669100269,12.42,15.2,1239.0,1819.0,24.8361551065,25.6,1234,16.848716548334234,,25.6
IC0691,171.6846,59.15548,0.0,E?,1.06,1.14815347022194,12.78,56.3,1197.0,1656.0,22.6105953031,23.7,1201,16.398143091206983,,23.7
IC2828,171.7956,8.73117,9.0,S?,1.0,1.0,15.03,81.3,1039.0,1053.0,14.3773894047,,1036,14.145275805570728,,14.3773894047
NGC3684,171.79665,17.03018,4.0,Sbc,1.36,2.290867728226077,12.31,50.8,1163.0,1666.0,22.7471327144,23.81,1159,15.824685963954117,20.60630528666113,20.6063052867
NGC3683,171.8826,56.87699,5.0,SBc,1.24,1.7378008669100269,13.03,68.8,1716.0,2181.0,29.7788093938,32.49,1704,23.265974877116324,32.210715639779885,32.2107156398
NGC3686,171.933,17.22409,4.1,SBbc,1.46,2.8840317564502844,12.00,42.0,1156.0,1653.0,22.5696340797,18.61,1157,15.797378481703987,15.922092445120962,15.9220924451
NGC3691,172.0392,16.92044,3.0,SBb,1.17,1.4791082420082973,12.64,47.4,1085.0,1413.0,19.2927362097,28.28,1078,14.718732932823592,,28.28
NGC3692,172.10115,9.40754,3.1,Sb,1.51,3.2359364982378263,13.14,90.0,1726.0,2205.0,30.1064991808,37.07,1709,23.334243582741664,40.36453433308049,40.3645343331
NGC3718,173.14515,53.06787,1.1,Sa,1.67,4.677350950673763,11.52,66.5,993.0,1439.0,19.647733479,17.0,993,13.558164937192787,38.01897469636361,38.0189746964
NGC3729,173.45534999999998,53.12568,1.2,Sa,1.46,2.8840317564502844,11.72,46.9,1060.0,1521.0,20.7673402512,20.16,1019,13.913162206444563,21.08629890953448,21.0862989095
UGC06566,173.9316,58.19238,8.8,SBm,1.02,1.0471285020627683,,44.8,1217.0,1685.0,23.0065537957,,1340,18.296013107591477,,23.0065537957
UGC06575,174.11025,58.19077,5.8,Sc,1.25,1.778279410038923,14.29,75.6,1214.0,1682.0,22.9655925724,35.2,1213,16.56198798470781,34.51434452681622,34.5143445268
NGC3755,174.13905,36.41031,5.2,SABc,1.46,2.8840317564502844,13.79,69.1,1570.0,2109.0,28.7957400328,34.67,1571,21.450027307482237,34.355814706799656,34.3558147068
NGC3756,174.20069999999998,54.29333,4.0,SABb,1.28,1.9054605924362857,12.08,62.2,1318.0,1802.0,24.6040415074,21.45,1287,17.57236482796286,20.51161223939545,20.5116122394
NGC3757,174.26205000000002,58.41542,-2.1,S0,1.06,1.14815347022194,13.40,45.7,1245.0,1714.0,23.4025122884,,1267,17.299290005461486,,23.4025122884
NGC3773,174.55425,12.11216,-2.0,S0,1.09,1.2302688653672373,13.51,44.1,982.0,786.0,10.7318405243,17.0,985,13.448935008192244,,17.0
NGC3786,174.92685,31.90768,1.1,SABa,1.29,1.949844428490234,13.47,65.2,2678.0,3184.0,43.4735117422,50.87,2702,36.892408519934435,43.65161773191001,43.6516177319
NGC3788,174.93689999999998,31.92973,2.3,SABa,1.3,1.9952620958974432,13.44,86.1,2699.0,3205.0,43.7602403058,50.08,2752,37.57509557618786,,50.08
NGC3795,175.02824999999999,58.61319,3.7,Sbc,1.32,2.089296383189619,13.98,83.4,1210.0,1679.0,22.924631349,27.6,1208,16.493719279082462,24.434306170807996,24.4343061708
NGC3796,175.1298,60.29894,-4.0,E,1.16,1.4454396596536672,13.27,90.0,1250.0,1716.0,23.4298197706,,1266,17.28563626433642,,23.4298197706
NGC3794,175.2252,56.20218,6.3,SABc,1.31,2.0417376756604138,13.73,57.8,1385.0,1866.0,25.4778809394,20.92,1383,18.883123975969408,20.701412760573305,20.7014127606
NGC3813,175.32765,36.54669,3.3,Sb,1.33,2.1379623007676005,12.28,57.6,1465.0,2015.0,27.512288367,24.85,1466,20.01638448935007,21.478293799130505,21.4782937991
NGC3838,176.0571,57.94808,-0.1,S0-a,1.15,1.4125374670774022,13.24,79.0,1308.0,1785.0,24.3719279082,,1299,17.736209721463677,,24.3719279082
NGC3846A,176.06175000000002,55.035,9.7,IB,1.29,1.949844428490234,14.44,41.5,1436.0,1923.0,26.2561441835,25.3,1429,19.511196067722548,,25.3
UGC06728,176.31660000000002,79.6815,-0.1,S0-a,1.03,1.0715192346486087,14.64,56.0,1954.0,2327.0,31.772255598,,1955,26.69306389950846,,31.772255598
NGC3870,176.4858,50.19983,-1.9,S0,1.01,1.0232929698100972,13.49,50.4,756.0,1098.0,14.9918077553,15.63,746,10.185690879300926,,15.63
NGC3898,177.31365,56.08403,1.7,Sab,1.54,3.4673681999632944,11.26,56.3,1176.0,1656.0,22.6105953031,21.9,1173,16.015838339705066,36.14099356531939,36.1409935653
NGC3938,178.2057,44.1208,5.2,Sc,1.55,3.54813350276553,10.92,14.1,809.0,1134.0,15.4833424358,19.8,808,11.032222829055158,19.408863549393978,19.4088635494
NGC3941,178.2306,36.98636,-2.0,S0,1.54,3.4673681999632944,11.27,58.0,930.0,1291.0,17.6269797925,13.4,914,12.479519388312394,12.078132197830705,12.0781321978
NGC3945,178.30710000000002,60.67556,-1.2,S0-a,1.74,5.495408859250822,11.70,63.2,1281.0,1753.0,23.9350081922,23.18,1187,16.206990715456033,,23.18
NGC3952,178.41915,-3.99634,9.3,SBm,1.21,1.6218102398133032,13.49,90.0,1577.0,1937.0,26.4472965593,27.0,1578,21.545603495357717,,27.0
NGC3953,178.45425,52.32653,4.0,Sbc,1.79,6.165949477018448,10.48,62.1,1052.0,1527.0,20.849262698,18.17,1051,14.350081922446742,12.473827034548814,12.4738270345
UGC06879,178.6044,-2.31961,7.1,SABc,1.15,1.4125374670774022,14.28,90.0,2388.0,2722.0,37.1654833424,39.8,2389,32.61878754778807,32.06266113948348,32.0626611395
NGC3972,178.93785,55.32072,4.0,SABb,1.56,3.6307800693276415,12.97,81.5,852.0,1272.0,17.3675587111,19.72,854,11.660294920808298,20.04472238644503,20.0447223864
NGC3982,179.11725,55.12493,3.2,SABb,1.33,2.1379623007676005,11.77,29.9,1109.0,1589.0,21.6957946477,21.76,1112,15.18296013107591,23.442281975923812,23.4422819759
UGC06919,179.15655,55.63312,7.9,Sd,1.21,1.6218102398133032,15.13,90.0,1283.0,1774.0,24.2217367559,,1290,17.613326051338063,,24.2217367559
NGC3990,179.39849999999998,55.45854,-2.8,E-S0,1.14,1.3803842191347617,13.46,71.2,696.0,1049.0,14.3227744402,20.04,694,9.475696340797377,10.185922648571216,10.1859226486
NGC3998,179.484,55.45356,-2.1,S0,1.44,2.754229066221527,11.41,41.4,1048.0,1519.0,20.740032769,20.07,1044,14.254505734571268,13.99587027528499,13.9958702753
NGC4013,179.6307,43.94673,3.1,Sb,1.69,4.89778883899247,12.39,90.0,831.0,1176.0,16.0567995631,18.76,836,11.41452758055707,18.793175431241448,18.7931754312
NGC4030,180.09825,-1.1,4.0,Sbc,1.58,3.8018943388944666,11.23,47.1,1465.0,1926.0,26.2971054069,23.72,1463,19.975423265974875,27.164363817452017,27.1643638175
NGC4032,180.1368,20.07392,9.8,I,1.13,1.348962867780606,12.86,42.8,1268.0,2081.0,28.4134352813,,1270,17.340251228836703,,28.4134352813
UGC06998,180.1986,-0.02306,8.8,SABm,1.02,1.0471285020627683,16.64,61.4,1939.0,2314.0,31.5947569634,31.0,1942,26.51556526488256,,31.0
IC0755,180.29355,14.10398,3.5,SBbc,1.17,1.4791082420082973,14.25,90.0,1524.0,1026.0,14.0087383943,29.58,1532,20.91753140360458,17.94734399285306,17.9473439929
NGC4037,180.34875000000002,13.40086,2.9,Sb,1.38,2.39883289268131,13.41,22.0,932.0,1024.0,13.9814309121,17.2,929,12.684325505188419,13.80385355838289,13.8038535584
NGC4036,180.3621,61.89569,-2.5,E-S0,1.69,4.89778883899247,11.54,90.0,1385.0,1857.0,25.3549972693,21.52,1370,18.705625341343517,20.892969566796864,20.8929695668
NGC4038,180.47085,-18.86799,8.9,SBm,1.73,5.370318199557904,10.85,51.9,1642.0,1702.0,23.2386673949,21.34,1632,22.282905516111406,24.54710856206481,24.5471085621
NGC4039,180.4734,-18.88642,8.9,SBm,1.73,5.370318199557904,11.04,71.2,1641.0,1701.0,23.2250136537,21.34,1628,22.22829055161113,13.304546400171631,13.3045464002
NGC4045,180.6762,1.9767,1.3,SABa,1.41,2.5703955852157847,12.72,55.9,1976.0,2375.0,32.427635172,31.43,1968,26.870562534134336,32.5087360205515,32.5087360206
NGC4051,180.79035,44.53121,4.0,SABb,1.69,4.89778883899247,10.79,30.2,700.0,943.0,12.8754778809,14.55,704,9.612233752048056,11.22018947073786,11.2201894707
UGC07035,180.9174,2.64136,1.0,SBa,1.14,1.3803842191347617,14.59,90.0,1223.0,1797.0,24.5357728017,,1228,16.766794101583827,,24.5357728017
NGC4067,181.04805,10.85433,3.1,Sb,1.05,1.1220183311090417,13.20,45.5,2415.0,2885.0,39.3910431458,39.59,2417,33.00109229928999,42.46193513525525,42.4619351353
UGC07086,181.48365,77.50514,3.1,Sb,1.36,2.290867728226077,15.21,90.0,2008.0,2394.0,32.6870562534,34.75,2009,27.430365920262137,28.97346056284051,28.9734605628
UGC07089,181.49115,43.14402,7.9,Sd,1.48,3.019951853033241,14.13,90.0,770.0,1054.0,14.3910431458,12.96,774,10.567995630802837,11.694989595753313,11.6949895958
NGC4100,181.53584999999998,49.5828,4.1,Sbc,1.66,4.570881544844178,11.71,79.6,1074.0,1567.0,21.395412343,20.74,1120,15.292190060076459,19.952631912548657,19.9526319125
UGC07094,181.5447,42.95574,8.0,Sd,1.08,1.20226455342066,15.13,90.0,779.0,1070.0,14.6095030038,9.91,780,10.64991807755325,10.715186464071413,10.7151864641
NGC4102,181.5978,52.71097,3.1,SABb,1.47,2.9512094210846427,12.08,58.2,846.0,1262.0,17.2310212998,20.08,847,11.564718732932821,18.281005694060166,18.2810056941
NGC4111,181.7628,43.06556,-1.3,S0-a,1.25,1.778279410038923,11.67,90.0,792.0,1096.0,14.9645002731,13.09,784,10.704533042053523,14.859354073517279,14.8593540735
NGC4116,181.9038,2.69142,7.4,SBcd,1.41,2.5703955852157847,12.49,63.7,1309.0,1970.0,26.8978700164,21.17,1309,17.872747132714355,17.139581204692714,17.1395812047
NGC4117,181.94205,43.12632,-2.1,S0,1.2,1.58489336647576,14.04,90.0,934.0,1361.0,18.5827416712,20.2,947,12.930092845439647,,20.2
NGC4125,182.025,65.1741,-4.8,E,1.77,5.888436294945624,10.64,57.5,1356.0,1818.0,24.8225013654,22.01,1389,18.965046422719812,23.659200923332683,23.6592009233
NGC4119,182.04,10.37897,-1.3,S0-a,1.2,1.58489336647576,12.39,53.3,1656.0,1015.0,13.8585472419,13.39,1652,22.555980338612773,,13.39
NGC4123,182.0463,2.87825,5.0,Sc,1.5,3.1622776601683795,11.93,44.3,1327.0,1994.0,27.2255598034,19.32,1327,18.11851447296559,20.13723789977578,20.1372378998
IC3019,182.34285,13.99241,-5.0,E,1.1,1.2589254809065389,14.15,59.3,1716.0,1024.0,13.9814309121,16.53,1676,22.883670125614408,16.904397140858133,16.9043971409
NGC4138,182.37405,43.68527,-0.8,S0-a,1.47,2.9512094210846427,12.29,65.2,888.0,1285.0,17.5450573457,19.12,877,11.974330966684866,13.677293181564854,13.6772931816
IC3021,182.47709999999998,13.04974,9.0,Sm,1.11,1.288249594126457,14.97,58.9,2531.0,3021.0,41.2479519388,,2531,34.55761878754778,56.49367862480817,56.4936786248
NGC4144,182.49375,46.45731,5.9,SABc,1.72,5.248074948227709,12.05,86.2,265.0,336.0,4.58765701802,6.63,266,3.6318951392681593,6.8865276815794445,6.88652768158
IC3023,182.50725,14.36664,9.7,I,1.02,1.0471285020627683,15.42,60.1,826.0,1025.0,13.9950846532,7.69,820,11.196067722555977,,7.69
NGC4151,182.63595,39.40579,2.0,SABa,1.46,2.8840317564502844,11.36,42.0,995.0,1456.0,19.8798470781,14.07,988,13.489896231567444,3.8904528168399444,3.89045281684
NGC4152,182.6562,16.03282,5.0,SABc,1.14,1.3803842191347617,12.89,50.6,2167.0,1029.0,14.0496996177,33.98,2165,29.56034953577278,33.88443198353887,33.8844319835
UGC07178,182.76510000000002,2.00573,9.7,IAB,1.04,1.0964780998322172,16.45,49.5,1337.0,1974.0,26.9524849809,25.3,1334,18.214090660841062,,25.3
IC3033,182.79149999999998,13.5875,7.7,Sd,1.01,1.0232929698100972,14.93,78.5,264.0,122.0,1.66575641726,17.22,264,3.6045876570180226,17.94734399285306,17.9473439929
UGC07184,182.8329,1.49236,6.4,SBc,1.12,1.3182567530303144,14.86,65.6,2121.0,2507.0,34.2299290005,33.46,2117,28.904969961769513,33.26597928956386,33.2659792896
NGC4165,183.04905,13.24642,1.9,SABa,1.09,1.2302688653672373,14.39,61.8,1859.0,1022.0,13.9541234298,43.74,1871,25.546149645002718,56.754484967956394,56.754484968
NGC4168,183.072,13.20515,-4.8,E,1.47,2.9512094210846427,12.11,57.9,2286.0,1022.0,13.9541234298,28.14,2273,31.034953577280167,34.197900395438964,34.1979003954
NGC4178,183.1932,10.86585,7.0,Scd,1.67,4.677350950673763,11.88,90.0,374.0,190.0,2.59421081376,15.97,375,5.1201529219006,25.003440000406385,25.0034400004
IC3044,183.2016,13.97575,6.0,SBc,1.1,1.2589254809065389,14.24,68.8,-183.0,-254.0,-3.46805024577,17.7,-189,,17.701095491431996,17.7010954914
