# Fitzpatrick and Massa 2007, Rv = 5
# Wavelength_Angstrom	Alambda_Av
   54700.00      3.0383842E-02
   54900.00      3.0205833E-02
   55100.00      3.0029507E-02
   55300.00      2.9854845E-02
   55500.00      2.9681820E-02
   55700.00      2.9510420E-02
   55900.00      2.9340621E-02
   56100.00      2.9172394E-02
   56300.00      2.9005727E-02
   56500.00      2.8840600E-02
   56700.00      2.8676989E-02
   56900.00      2.8514877E-02
   57100.00      2.8354250E-02
   57300.00      2.8195078E-02
   57500.00      2.8037356E-02
   57700.00      2.7881054E-02
   57900.00      2.7726160E-02
   58100.00      2.7572662E-02
   58300.00      2.7420536E-02
   58500.00      2.7269756E-02
   58700.00      2.7120326E-02
   58900.00      2.6972217E-02
   59100.00      2.6825413E-02
   59300.00      2.6679901E-02
   59500.00      2.6535666E-02
   59700.00      2.6392687E-02
   59900.00      2.6250955E-02
   60100.00      2.6110448E-02
   60300.00      2.5971163E-02
   60500.00      2.5833076E-02
   60700.00      2.5696173E-02
   60900.00      2.5560446E-02
   61100.00      2.5425876E-02
   61300.00      2.5292451E-02
   61500.00      2.5160154E-02
   61700.00      2.5028979E-02
   61900.00      2.4898911E-02
   62100.00      2.4769932E-02
   62300.00      2.4642030E-02
   62500.00      2.4515199E-02
   62700.00      2.4389422E-02
   62900.00      2.4264691E-02
   63100.00      2.4140986E-02
   63300.00      2.4018301E-02
   63500.00      2.3896625E-02
   63700.00      2.3775946E-02
   63900.00      2.3656247E-02
   64200.00      2.3478528E-02
   64600.00      2.3244914E-02
   65000.00      2.3015045E-02
   65400.00      2.2788834E-02
   65800.00      2.2566205E-02
   66200.00      2.2347087E-02
   66600.00      2.2131395E-02
   67000.00      2.1919055E-02
   67400.00      2.1710001E-02
   67800.00      2.1504162E-02
   68200.00      2.1301461E-02
   68600.00      2.1101845E-02
   69000.00      2.0905241E-02
   69400.00      2.0711593E-02
   69800.00      2.0520838E-02
   70200.00      2.0332908E-02
   70600.00      2.0147758E-02
   71000.00      1.9965323E-02
   71400.00      1.9785553E-02
   71800.00      1.9608388E-02
   72200.00      1.9433785E-02
   72600.00      1.9261686E-02
   73000.00      1.9092046E-02
   73400.00      1.8924814E-02
   73800.00      1.8759944E-02
   74200.00      1.8597387E-02
   74600.00      1.8437106E-02
   75000.00      1.8279051E-02
   75400.00      1.8123182E-02
   75800.00      1.7969452E-02
   76200.00      1.7817827E-02
   76600.00      1.7668266E-02
   77000.00      1.7520729E-02
   77400.00      1.7375180E-02
   77800.00      1.7231582E-02
   78200.00      1.7089894E-02
   78600.00      1.6950089E-02
   79000.00      1.6812127E-02
   79400.00      1.6675975E-02
   79800.00      1.6541602E-02
   80200.00      1.6408978E-02
   80600.00      1.6278068E-02
   81000.00      1.6148843E-02
   81400.00      1.6021272E-02
   81800.00      1.5895326E-02
   82200.00      1.5770979E-02
   82600.00      1.5648201E-02
   83000.00      1.5526963E-02
   83400.00      1.5407244E-02
   83800.00      1.5289012E-02
   84200.00      1.5172244E-02
   84600.00      1.5056913E-02
   85000.00      1.4943000E-02
   85400.00      1.4830476E-02
   85800.00      1.4719320E-02
   86200.00      1.4609507E-02
   86600.00      1.4501017E-02
   87000.00      1.4393827E-02
   87400.00      1.4287916E-02
   87800.00      1.4183261E-02
   88200.00      1.4079844E-02
   88600.00      1.3977644E-02
   89000.00      1.3876640E-02
   89400.00      1.3776815E-02
   89800.00      1.3678150E-02
   90200.00      1.3580626E-02
   90600.00      1.3484221E-02
   91000.00      1.3388922E-02
   91400.00      1.3294712E-02
   91800.00      1.3201570E-02
   92200.00      1.3109482E-02
   92600.00      1.3018428E-02
   93000.00      1.2928398E-02
   93400.00      1.2839372E-02
   93800.00      1.2751336E-02
   94200.00      1.2664275E-02
   94600.00      1.2578172E-02
   95000.00      1.2493015E-02
   95400.00      1.2408788E-02
   95800.00      1.2325479E-02
   96200.00      1.2243073E-02
   96600.00      1.2161555E-02
   97000.00      1.2080913E-02
   97400.00      1.2001135E-02
   97800.00      1.1922209E-02
   98200.00      1.1844119E-02
   98600.00      1.1766857E-02
   99000.00      1.1690406E-02
   99400.00      1.1614758E-02
   99800.00      1.1539903E-02
   100200.0      1.1465823E-02
   200000.0      3.7682867E-03
   400000.0      1.2344845E-03
   600000.0      6.4265635E-04
   800000.0      4.0441510E-04
   1000000.      2.8235940E-04
   1200000.      2.1053315E-04
   1400000.      1.6426163E-04
   1600000.      1.3248571E-04
