# ABS is the dust attenuation cross-section, with R_V=A(V)/E(B-V)=3.1
# This is the attenuation law described in the paper
# To Apply multiply the galaxy spectrum by exp(-Dust_column*ABS)
# The Dust Column is an integrated depth that gives a certain A(V) :
# where A(V)=-2.5*log10(exp(-dust_col*abs[V_band]))
# as an example, the dust_col for 5 A(V)s has been included
#  
# A(V)        0.0      0.5      1.0      2.0      4.0     10.0
# dust_col   0.00000  2.02923  4.05845  8.11690 16.23380 40.58450
# 
# Notes added by Sébastien Viaene, Dec 27, 2015:
# In practice, compute the Av attenuation using equation 4 of Kreckel et al. 2013
# This assumes a screen geometry, which is not completely unrealistic for star forming regions.
# Av,screen = 0.67* Dust_column / 1e5 Msun/kpc2 with Dust_column in Msun/kpc2
#
# Then, to compute the attenuation at any other wavelength:
# A_lambda = Abs_lambda / Abs_V * Av
 
# wavel. (um)   Abs()
 6.43509E-01  1.76072E-01
 6.42069E-01  1.77324E-01
 6.40827E-01  1.77966E-01
 6.39153E-01  1.78521E-01
 6.37705E-01  1.79273E-01
 6.36130E-01  1.79935E-01
 6.34689E-01  1.80668E-01
 6.33065E-01  1.81342E-01
 6.30953E-01  1.82106E-01
 6.24870E-01  1.83106E-01
 6.18610E-01  1.85984E-01
 6.16189E-01  1.89041E-01
 6.14769E-01  1.90254E-01
 6.13349E-01  1.90973E-01
 6.11023E-01  1.91696E-01
 6.08700E-01  1.92890E-01
 6.05160E-01  1.94102E-01
 6.00351E-01  1.95985E-01
 5.95618E-01  1.98593E-01
 5.90960E-01  2.01203E-01
 5.87559E-01  2.03722E-01
 5.83954E-01  2.05595E-01
 5.78999E-01  2.07622E-01
 5.75460E-01  2.10460E-01
 5.73765E-01  2.12529E-01
 5.72069E-01  2.13538E-01
 5.70414E-01  2.14559E-01
 5.69720E-01  2.15563E-01
 5.67597E-01  2.15985E-01
 5.64528E-01  2.17281E-01
 5.61124E-01  2.19177E-01
 5.57739E-01  2.21293E-01
 5.55754E-01  2.23403E-01
 5.53959E-01  2.24655E-01
 5.52181E-01  2.25800E-01
 5.49760E-01  2.26942E-01
 5.46716E-01  2.28519E-01
 5.43706E-01  2.30542E-01
 5.41142E-01  2.32579E-01
 5.39846E-01  2.34334E-01
 5.38548E-01  2.35228E-01
 5.36454E-01  2.36126E-01
 5.34410E-01  2.37599E-01
 5.32513E-01  2.39065E-01
 5.30756E-01  2.40441E-01
 5.29290E-01  2.41717E-01
 5.27880E-01  2.42744E-01
 5.26240E-01  2.43734E-01
 5.23245E-01  2.44894E-01
 5.20029E-01  2.47051E-01
 5.17957E-01  2.49412E-01
 5.15888E-01  2.50961E-01
 5.13163E-01  2.52535E-01
 5.09845E-01  2.54634E-01
 5.06569E-01  2.57234E-01
 5.03335E-01  2.59856E-01
 5.00752E-01  2.62503E-01
 4.98796E-01  2.64639E-01
 4.97375E-01  2.66232E-01
 4.95998E-01  2.67398E-01
 4.94379E-01  2.68533E-01
 4.92891E-01  2.69884E-01
 4.91234E-01  2.71139E-01
 4.89340E-01  2.72545E-01
 4.87735E-01  2.74176E-01
 4.86131E-01  2.75580E-01
 4.83821E-01  2.76997E-01
 4.81280E-01  2.79062E-01
 4.78766E-01  2.81367E-01
 4.76278E-01  2.83689E-01
 4.74169E-01  2.86043E-01
 4.72645E-01  2.88075E-01
 4.71309E-01  2.89516E-01
 4.69912E-01  2.90731E-01
 4.68378E-01  2.92008E-01
 4.66608E-01  2.93421E-01
 4.64722E-01  2.95089E-01
 4.62769E-01  2.96903E-01
 4.60833E-01  2.98799E-01
 4.58864E-01  3.00704E-01
 4.56809E-01  3.02664E-01
 4.55484E-01  3.04744E-01
 4.54157E-01  3.06109E-01
 4.51892E-01  3.07491E-01
 4.49392E-01  3.09872E-01
 4.47149E-01  3.12531E-01
 4.44654E-01  3.14946E-01
 4.41693E-01  3.17562E-01
 4.38770E-01  3.20687E-01
 4.36328E-01  3.23816E-01
 4.35187E-01  3.26479E-01
 4.34045E-01  3.27745E-01
 4.31522E-01  3.29028E-01
 4.29009E-01  3.31907E-01
 4.26065E-01  3.34841E-01
 4.23139E-01  3.38353E-01
 4.21561E-01  3.41902E-01
 4.19982E-01  3.43825E-01
 4.17726E-01  3.45654E-01
 4.15191E-01  3.48290E-01
 4.12686E-01  3.51306E-01
 4.10472E-01  3.54346E-01
 4.09056E-01  3.57096E-01
 4.07639E-01  3.58889E-01
 4.05093E-01  3.60696E-01
 4.02693E-01  3.63975E-01
 4.01177E-01  3.67122E-01
 3.99840E-01  3.69155E-01
 3.98488E-01  3.70973E-01
 3.96917E-01  3.72818E-01
 3.95186E-01  3.74900E-01
 3.93369E-01  3.77182E-01
 3.91132E-01  3.79614E-01
 3.88840E-01  3.82673E-01
 3.86879E-01  3.85882E-01
 3.85208E-01  3.88692E-01
 3.83537E-01  3.91123E-01
 3.81661E-01  3.93579E-01
 3.79789E-01  3.96369E-01
 3.78426E-01  3.99189E-01
 3.77238E-01  4.01269E-01
 3.75714E-01  4.03094E-01
 3.74384E-01  4.05451E-01
 3.73102E-01  4.07439E-01
 3.71678E-01  4.09369E-01
 3.69972E-01  4.11539E-01
 3.68490E-01  4.14197E-01
 3.67560E-01  4.16542E-01
 3.65907E-01  4.18023E-01
 3.64621E-01  4.20681E-01
 3.62824E-01  4.22774E-01
 3.60267E-01  4.25722E-01
 3.58515E-01  4.29980E-01
 3.56699E-01  4.32960E-01
 3.54609E-01  4.36115E-01
 3.52283E-01  4.39777E-01
 3.50354E-01  4.43709E-01
 3.48804E-01  4.46996E-01
 3.47800E-01  4.49643E-01
 3.46845E-01  4.51369E-01
 3.45404E-01  4.53038E-01
 3.44089E-01  4.55625E-01
 3.42846E-01  4.58036E-01
 3.41944E-01  4.60319E-01
 3.40671E-01  4.61976E-01
 3.38759E-01  4.64310E-01
 3.37047E-01  4.67890E-01
 3.35521E-01  4.71198E-01
 3.34229E-01  4.74195E-01
 3.33062E-01  4.76584E-01
 3.31852E-01  4.78633E-01
 3.30434E-01  4.80769E-01
 3.28569E-01  4.83322E-01
 3.26444E-01  4.86750E-01
 3.24346E-01  4.90755E-01
 3.22274E-01  4.94810E-01
 3.20369E-01  4.98866E-01
 3.18999E-01  5.02644E-01
 3.17629E-01  5.05394E-01
 3.16525E-01  5.08173E-01
 3.15419E-01  5.10431E-01
 3.13641E-01  5.12616E-01
 3.12469E-01  5.16098E-01
 3.11797E-01  5.18417E-01
 3.10723E-01  5.19754E-01
 3.09035E-01  5.21900E-01
 3.07373E-01  5.25333E-01
 3.06077E-01  5.28792E-01
 3.04636E-01  5.31532E-01
 3.03058E-01  5.34446E-01
 3.01624E-01  5.37534E-01
 3.00462E-01  5.40124E-01
 2.99276E-01  5.41951E-01
 2.97934E-01  5.43761E-01
 2.96765E-01  5.45774E-01
 2.95628E-01  5.47468E-01
 2.94353E-01  5.49135E-01
 2.92869E-01  5.51090E-01
 2.91544E-01  5.53461E-01
 2.90219E-01  5.55656E-01
 2.88517E-01  5.58021E-01
 2.86874E-01  5.61178E-01
 2.85314E-01  5.64364E-01
 2.83567E-01  5.67537E-01
 2.81648E-01  5.71289E-01
 2.79967E-01  5.75674E-01
 2.78511E-01  5.79648E-01
 2.77464E-01  5.83295E-01
 2.76319E-01  5.86034E-01
 2.74825E-01  5.89125E-01
 2.73334E-01  5.93416E-01
 2.71220E-01  5.98033E-01
 2.69119E-01  6.05033E-01
 2.66967E-01  6.12492E-01
 2.64947E-01  6.20828E-01
 2.63772E-01  6.29309E-01
 2.62680E-01  6.34628E-01
 2.61232E-01  6.39888E-01
 2.59557E-01  6.47344E-01
 2.58027E-01  6.56501E-01
 2.56631E-01  6.65364E-01
 2.55257E-01  6.74069E-01
 2.53910E-01  6.83284E-01
 2.52577E-01  6.92838E-01
 2.51126E-01  7.02857E-01
 2.49149E-01  7.14457E-01
 2.47896E-01  7.31937E-01
 2.47039E-01  7.43524E-01
 2.45542E-01  7.52356E-01
 2.44025E-01  7.68238E-01
 2.42637E-01  7.85270E-01
 2.41653E-01  8.01671E-01
 2.41174E-01  8.13885E-01
 2.40423E-01  8.19998E-01
 2.39538E-01  8.29655E-01
 2.38546E-01  8.41310E-01
 2.36803E-01  8.55078E-01
 2.35213E-01  8.80311E-01
 2.34114E-01  9.04472E-01
 2.33129E-01  9.21754E-01
 2.31993E-01  9.37531E-01
 2.30615E-01  9.55955E-01
 2.29728E-01  9.78814E-01
 2.29016E-01  9.93797E-01
 2.27883E-01  1.00552E+00
 2.27099E-01  1.02391E+00
 2.26291E-01  1.03653E+00
 2.25283E-01  1.04867E+00
 2.24282E-01  1.06314E+00
 2.23419E-01  1.07679E+00
 2.22532E-01  1.08754E+00
 2.21332E-01  1.09688E+00
 2.20068E-01  1.10843E+00
 2.18667E-01  1.11793E+00
 2.17804E-01  1.12474E+00
 2.16968E-01  1.12739E+00
 2.15709E-01  1.12830E+00
 2.14729E-01  1.12694E+00
 2.13756E-01  1.12319E+00
 2.12504E-01  1.11808E+00
 2.11122E-01  1.10857E+00
 2.09719E-01  1.09496E+00
 2.08850E-01  1.07810E+00
 2.07979E-01  1.06679E+00
 2.07196E-01  1.05395E+00
 2.06133E-01  1.04226E+00
 2.05099E-01  1.02534E+00
 2.04490E-01  1.00868E+00
 2.03370E-01  9.98710E-01
 2.02532E-01  9.80742E-01
 2.01555E-01  9.67548E-01
 2.00173E-01  9.52269E-01
 1.99440E-01  9.30706E-01
 1.98689E-01  9.19354E-01
 1.94866E-01  9.08794E-01
 1.91204E-01  8.61813E-01
 1.89993E-01  8.19700E-01
 1.88790E-01  8.09141E-01
 1.87436E-01  7.99304E-01
 1.86029E-01  7.89544E-01
 1.84292E-01  7.80807E-01
 1.82616E-01  7.71595E-01
 1.81496E-01  7.63924E-01
 1.80481E-01  7.59983E-01
 1.79304E-01  7.57134E-01
 1.77855E-01  7.54567E-01
 1.76468E-01  7.52351E-01
 1.75434E-01  7.49725E-01
 1.74487E-01  7.48273E-01
 1.73240E-01  7.47490E-01
 1.71849E-01  7.47139E-01
 1.70476E-01  7.47617E-01
 1.69109E-01  7.48974E-01
 1.68093E-01  7.51189E-01
 1.67136E-01  7.53340E-01
 1.65962E-01  7.55059E-01
 1.65008E-01  7.57467E-01
 1.63999E-01  7.59899E-01
 1.62823E-01  7.63085E-01
 1.62219E-01  7.67380E-01
 1.62120E-01  7.69823E-01
 1.62082E-01  7.70259E-01
 1.61411E-01  7.70435E-01
 1.60199E-01  7.73642E-01
 1.59099E-01  7.79929E-01
 1.58304E-01  7.86340E-01
 1.57489E-01  7.90999E-01
 1.56910E-01  7.94990E-01
 1.56371E-01  7.97927E-01
 1.55344E-01  8.00944E-01
 1.54309E-01  8.06996E-01
 1.53750E-01  8.13710E-01
 1.53101E-01  8.17604E-01
 1.52293E-01  8.22412E-01
 1.51681E-01  8.28672E-01
 1.50449E-01  8.33724E-01
 1.49120E-01  8.44656E-01
 1.48089E-01  8.56019E-01
 1.47419E-01  8.63537E-01
 1.46659E-01  8.68639E-01
 1.45597E-01  8.74778E-01
 1.44539E-01  8.83790E-01
 1.43442E-01  8.93492E-01
 1.42473E-01  9.04205E-01
 1.41594E-01  9.14378E-01
 1.40792E-01  9.24048E-01
 1.40067E-01  9.31557E-01
 1.39389E-01  9.37526E-01
 1.38644E-01  9.43372E-01
 1.37849E-01  9.50147E-01
 1.37001E-01  9.57754E-01
 1.36414E-01  9.66354E-01
 1.35813E-01  9.72473E-01
 1.34886E-01  9.78859E-01
 1.34355E-01  9.89066E-01
 1.33801E-01  9.95151E-01
 1.32879E-01  1.00174E+00
 1.31973E-01  1.01234E+00
 1.31109E-01  1.02261E+00
 1.30279E-01  1.03297E+00
 1.29317E-01  1.04469E+00
 1.28549E-01  1.06132E+00
 1.27749E-01  1.07509E+00
 1.27039E-01  1.08798E+00
 1.26427E-01  1.09951E+00
 1.25571E-01  1.10938E+00
 1.24771E-01  1.12322E+00
 1.24177E-01  1.13603E+00
 1.23717E-01  1.14556E+00
 1.22931E-01  1.15284E+00
 1.21992E-01  1.16577E+00
 1.21264E-01  1.18192E+00
 1.20640E-01  1.19490E+00
 1.19997E-01  1.20626E+00
 1.19658E-01  1.21845E+00
 1.19195E-01  1.22515E+00
 1.18429E-01  1.23436E+00
 1.17641E-01  1.24900E+00
 1.16717E-01  1.26349E+00
 1.15386E-01  1.28083E+00
 1.14127E-01  1.30757E+00
 1.13404E-01  1.33422E+00
 1.12628E-01  1.34998E+00
 1.11929E-01  1.36723E+00
 1.11159E-01  1.38311E+00
 1.10375E-01  1.40101E+00
 1.09562E-01  1.41958E+00
 1.08509E-01  1.43966E+00
 1.07734E-01  1.46690E+00
 1.07015E-01  1.48761E+00
 1.06114E-01  1.50655E+00
 1.05535E-01  1.53032E+00
 1.04918E-01  1.54631E+00
 1.04418E-01  1.56435E+00
 1.04330E-01  1.57916E+00
 1.03866E-01  1.58180E+00
 1.03184E-01  1.59568E+00
 1.02499E-01  1.61626E+00
 1.01864E-01  1.63728E+00
 1.01253E-01  1.65752E+00
 1.00627E-01  1.67781E+00
 1.00185E-01  1.69894E+00
 9.99277E-02  1.71412E+00
 9.96041E-02  1.72227E+00
 9.90970E-02  1.73018E+00
 9.84917E-02  1.74269E+00
 9.77940E-02  1.75797E+00
 9.70929E-02  1.77614E+00
 9.63269E-02  1.79511E+00
 9.57648E-02  1.81675E+00
 9.56130E-02  1.83308E+00
 9.54312E-02  1.83754E+00
 9.49725E-02  1.84306E+00
 9.43948E-02  1.85719E+00
 9.39766E-02  1.87516E+00
 9.36416E-02  1.88683E+00
 9.30774E-02  1.89617E+00
 9.23680E-02  1.91239E+00
 9.15905E-02  1.93359E+00
 9.11733E-02  1.95795E+00
 9.11532E-02  1.97142E+00
 9.10895E-02  1.97212E+00
 9.09572E-02  1.97432E+00
 9.04081E-02  1.97891E+00
 8.98118E-02  1.99828E+00
 8.92146E-02  2.01987E+00
 8.85595E-02  2.04285E+00
 8.79436E-02  2.06826E+00
 8.71168E-02  2.09392E+00
 8.64972E-02  2.13078E+00
 8.58397E-02  2.16010E+00
 8.53504E-02  2.19390E+00
 8.52020E-02  2.21997E+00
 8.46528E-02  2.22807E+00
 8.40508E-02  2.26060E+00
 8.35333E-02  2.29858E+00
 8.28237E-02  2.33583E+00
 8.24668E-02  2.39040E+00
 8.23034E-02  2.41942E+00
 8.17089E-02  2.43307E+00
 8.03085E-02  2.48621E+00
 7.90159E-02  2.63130E+00
 7.86348E-02  2.77951E+00
 7.82719E-02  2.82709E+00
 7.76430E-02  2.87546E+00
 7.70572E-02  2.96240E+00
 7.66840E-02  3.04729E+00
 7.64339E-02  3.10293E+00
 7.60635E-02  3.14054E+00
 7.58304E-02  3.19654E+00
 7.55895E-02  3.23183E+00
 7.51490E-02  3.26712E+00
 7.46068E-02  3.33150E+00
 7.41426E-02  3.40224E+00
 7.36883E-02  3.45719E+00
 7.32813E-02  3.50201E+00
 7.27168E-02  3.53847E+00
 7.18553E-02  3.56712E+00
 7.11400E-02  3.58824E+00
 7.05067E-02  3.57638E+00
 7.00884E-02  3.53816E+00
 6.96513E-02  3.50253E+00
 6.90643E-02  3.45599E+00
 6.85903E-02  3.38689E+00
 6.83058E-02  3.32728E+00
 6.80109E-02  3.29060E+00
 6.77304E-02  3.25219E+00
 6.72889E-02  3.21545E+00
 6.67938E-02  3.15999E+00
 6.66095E-02  3.09719E+00
 6.61906E-02  3.07159E+00
 6.58096E-02  3.01270E+00
 6.54227E-02  2.95830E+00
 6.46990E-02  2.90085E+00
 6.42143E-02  2.79195E+00
 6.37232E-02  2.71812E+00
 6.30466E-02  2.64315E+00
 6.24535E-02  2.53637E+00
 6.21036E-02  2.43003E+00
 6.16868E-02  2.36659E+00
 6.09784E-02  2.29131E+00
 6.02740E-02  2.16314E+00
 5.97506E-02  2.03557E+00
 5.92209E-02  1.94070E+00
 5.88281E-02  1.85431E+00
 5.85707E-02  1.79289E+00
 5.82164E-02  1.75193E+00
 5.79807E-02  1.69958E+00
 5.76869E-02  1.67303E+00
 5.74052E-02  1.64643E+00
 5.70982E-02  1.62266E+00
 5.66451E-02  1.60056E+00
 5.61109E-02  1.56749E+00
 5.57982E-02  1.52829E+00
 5.54984E-02  1.50631E+00
 5.49366E-02  1.48555E+00
 5.46402E-02  1.44661E+00
 5.43655E-02  1.42599E+00
 5.38812E-02  1.40756E+00
 5.34094E-02  1.37583E+00
 5.31467E-02  1.34743E+00
 5.29493E-02  1.33238E+00
 5.25867E-02  1.32185E+00
 5.22316E-02  1.30281E+00
 5.20403E-02  1.28472E+00
 5.17630E-02  1.27520E+00
 5.13985E-02  1.26174E+00
 5.11434E-02  1.24400E+00
 5.09247E-02  1.23197E+00
 5.06576E-02  1.22182E+00
 5.04473E-02  1.20958E+00
 5.03383E-02  1.19994E+00
 4.99235E-02  1.19500E+00
 4.93575E-02  1.17670E+00
 4.89281E-02  1.15228E+00
 4.84747E-02  1.13441E+00
 4.79863E-02  1.11589E+00
 4.74883E-02  1.09595E+00
 4.70094E-02  1.07487E+00
 4.65886E-02  1.05408E+00
 4.61982E-02  1.03604E+00
 4.59907E-02  1.01986E+00
 4.57285E-02  1.01164E+00
 4.51986E-02  1.00231E+00
 4.48872E-02  9.84579E-01
 4.45855E-02  9.74556E-01
 4.42545E-02  9.64773E-01
 4.39545E-02  9.53859E-01
 4.36436E-02  9.42318E-01
 4.34178E-02  9.29939E-01
 4.29835E-02  9.21062E-01
 4.25822E-02  9.04743E-01
 4.22022E-02  8.91310E-01
 4.19218E-02  8.82293E-01
 4.16780E-02  8.76395E-01
 4.14370E-02  8.72370E-01
 4.11140E-02  8.68508E-01
 4.06762E-02  8.63964E-01
 4.04899E-02  8.58073E-01
 4.04533E-02  8.55837E-01
 4.02349E-02  8.55421E-01
 4.00090E-02  8.53233E-01
 3.98535E-02  8.50965E-01
 3.94993E-02  8.49671E-01
 3.90524E-02  8.47224E-01
 3.85822E-02  8.45292E-01
 3.83231E-02  8.44954E-01
 3.81004E-02  8.45372E-01
 3.78688E-02  8.46681E-01
 3.76274E-02  8.48213E-01
 3.72202E-02  8.51534E-01
 3.70185E-02  8.58348E-01
 3.70137E-02  8.62455E-01
 3.68345E-02  8.62543E-01
 3.64885E-02  8.65415E-01
 3.61493E-02  8.69177E-01
 3.58307E-02  8.67482E-01
 3.56590E-02  8.61366E-01
 3.54710E-02  8.57371E-01
 3.52817E-02  8.52646E-01
 3.52452E-02  8.47703E-01
 3.50505E-02  8.46770E-01
 3.46767E-02  8.41945E-01
 3.44248E-02  8.32660E-01
 3.41524E-02  8.26342E-01
 3.37896E-02  8.19593E-01
 3.34755E-02  8.10543E-01
 3.31517E-02  8.02691E-01
 3.29064E-02  7.94649E-01
 3.27135E-02  7.88554E-01
 3.25745E-02  7.83735E-01
 3.23212E-02  7.80231E-01
 3.18997E-02  7.73890E-01
 3.15354E-02  7.63342E-01
 3.13364E-02  7.54230E-01
 3.12111E-02  7.49165E-01
 3.09769E-02  7.46010E-01
 3.06774E-02  7.40123E-01
 3.04779E-02  7.32554E-01
 3.03499E-02  7.27485E-01
 3.02633E-02  7.24271E-01
 3.01688E-02  7.22086E-01
 2.99931E-02  7.19730E-01
 2.98397E-02  7.15342E-01
 2.97228E-02  7.11495E-01
 2.94867E-02  7.08519E-01
 2.91700E-02  7.02561E-01
 2.88948E-02  6.94540E-01
 2.86091E-02  6.87595E-01
 2.83402E-02  6.80413E-01
 2.81073E-02  6.73746E-01
 2.79617E-02  6.67981E-01
 2.77889E-02  6.64322E-01
 2.76047E-02  6.60031E-01
 2.75087E-02  6.55440E-01
 2.74264E-02  6.53050E-01
 2.72483E-02  6.50997E-01
 2.69852E-02  6.46582E-01
 2.67061E-02  6.40073E-01
 2.64034E-02  6.33254E-01
 2.62377E-02  6.25828E-01
 2.62038E-02  6.21728E-01
 2.61588E-02  6.20888E-01
 2.60097E-02  6.19772E-01
 2.58646E-02  6.16098E-01
 2.58363E-02  6.12504E-01
 2.56454E-02  6.11809E-01
 2.54310E-02  6.07128E-01
 2.52306E-02  6.01800E-01
 2.50390E-02  5.96930E-01
 2.49199E-02  5.92271E-01
 2.47138E-02  5.89473E-01
 2.44787E-02  5.84593E-01
 2.43529E-02  5.79031E-01
 2.43511E-02  5.76050E-01
 2.42352E-02  5.76007E-01
 2.40755E-02  5.73335E-01
 2.38421E-02  5.69634E-01
 2.35086E-02  5.64460E-01
 2.32755E-02  5.59421E-01
 2.31631E-02  5.57421E-01
 2.30212E-02  5.56561E-01
 2.28503E-02  5.55587E-01
 2.27888E-02  5.54554E-01
 2.27411E-02  5.54237E-01
 2.26616E-02  5.54012E-01
 2.26042E-02  5.53674E-01
 2.25764E-02  5.53468E-01
 2.25033E-02  5.53383E-01
 2.22953E-02  5.53192E-01
 2.20298E-02  5.50605E-01
 2.17957E-02  5.44512E-01
 2.16619E-02  5.38979E-01
 2.15200E-02  5.35827E-01
 2.12889E-02  5.32573E-01
 2.10349E-02  5.27282E-01
 2.08125E-02  5.21330E-01
 2.06742E-02  5.15953E-01
 2.05900E-02  5.12628E-01
 2.04071E-02  5.10607E-01
 2.01031E-02  5.06317E-01
 1.99361E-02  4.99164E-01
 1.97819E-02  4.95367E-01
 1.95934E-02  4.93427E-01
 1.94954E-02  4.91028E-01
 1.93439E-02  4.89778E-01
 1.92313E-02  4.87895E-01
 1.91053E-02  4.86503E-01
 1.88710E-02  4.85033E-01
 1.86600E-02  4.82095E-01
 1.84979E-02  4.77461E-01
 1.83953E-02  4.73451E-01
 1.83369E-02  4.70908E-01
 1.83023E-02  4.69471E-01
 1.82226E-02  4.68622E-01
 1.81195E-02  4.66683E-01
 1.80550E-02  4.64169E-01
 1.80179E-02  4.62609E-01
 1.79774E-02  4.61712E-01
 1.78050E-02  4.60738E-01
 1.76400E-02  4.56615E-01
 1.75872E-02  4.52657E-01
 1.74579E-02  4.51397E-01
 1.73522E-02  4.48359E-01
 1.73302E-02  4.45854E-01
 1.72356E-02  4.45333E-01
 1.71602E-02  4.43108E-01
 1.71194E-02  4.41321E-01
 1.70259E-02  4.40377E-01
 1.68699E-02  4.38207E-01
 1.67572E-02  4.34570E-01
 1.66578E-02  4.31920E-01
 1.65506E-02  4.29632E-01
 1.65290E-02  4.27148E-01
 1.64495E-02  4.26655E-01
 1.63368E-02  4.24848E-01
 1.62266E-02  4.22275E-01
 1.60841E-02  4.19789E-01
 1.60096E-02  4.16572E-01
 1.59742E-02  4.14883E-01
 1.58471E-02  4.14072E-01
 1.56447E-02  4.11182E-01
 1.55052E-02  4.06507E-01
 1.53897E-02  4.03287E-01
 1.52068E-02  4.00655E-01
 1.50145E-02  3.96449E-01
 1.48344E-02  3.92034E-01
 1.47087E-02  3.87803E-01
 1.46302E-02  3.84777E-01
 1.45815E-02  3.82907E-01
 1.44951E-02  3.81747E-01
 1.43152E-02  3.79711E-01
 1.41479E-02  3.75429E-01
 1.40288E-02  3.71498E-01
 1.39753E-02  3.69361E-01
 1.39206E-02  3.68495E-01
 1.37975E-02  3.67607E-01
 1.36751E-02  3.65582E-01
 1.35588E-02  3.63548E-01
 1.34069E-02  3.61653E-01
 1.33187E-02  3.59186E-01
 1.32458E-02  3.57690E-01
 1.30920E-02  3.56361E-01
 1.29151E-02  3.53524E-01
 1.28157E-02  3.50247E-01
 1.27939E-02  3.48394E-01
 1.27720E-02  3.47983E-01
 1.27157E-02  3.47570E-01
 1.26183E-02  3.46537E-01
 1.25532E-02  3.44727E-01
 1.25230E-02  3.43239E-01
 1.24841E-02  3.42420E-01
 1.24278E-02  3.41364E-01
 1.23005E-02  3.39863E-01
 1.21643E-02  3.36545E-01
 1.20905E-02  3.32955E-01
 1.20468E-02  3.31011E-01
 1.19847E-02  3.29860E-01
 1.18672E-02  3.28213E-01
 1.17308E-02  3.25069E-01
 1.15693E-02  3.21347E-01
 1.14698E-02  3.16937E-01
 1.14360E-02  3.14188E-01
 1.14051E-02  3.13267E-01
 1.13723E-02  3.12422E-01
 1.12864E-02  3.11525E-01
 1.11980E-02  3.09203E-01
 1.11247E-02  3.07857E-01
 1.09891E-02  3.09217E-01
 1.08926E-02  3.11980E-01
 1.08713E-02  3.14077E-01
 1.07983E-02  3.14552E-01
 1.07141E-02  3.16224E-01
 1.06439E-02  3.18253E-01
 1.05984E-02  3.20054E-01
 1.05255E-02  3.21262E-01
 1.03935E-02  3.19432E-01
 1.03263E-02  3.15413E-01
 1.02454E-02  3.13337E-01
 1.01706E-02  3.10859E-01
 1.01499E-02  3.08535E-01
 1.00734E-02  3.07892E-01
 1.00085E-02  3.05559E-01
 9.98637E-03  3.03571E-01
 9.94647E-03  3.02883E-01
 9.91953E-03  3.01624E-01
 9.90210E-03  3.00771E-01
 9.85449E-03  3.00222E-01
 9.79574E-03  2.98727E-01
 9.75758E-03  2.96885E-01
 9.68695E-03  2.95688E-01
 9.53534E-03  2.93497E-01
 9.42961E-03  2.88807E-01
 9.36798E-03  2.85494E-01
 9.28338E-03  2.83504E-01
 9.17950E-03  2.80766E-01
 9.08233E-03  2.77433E-01
 9.01310E-03  2.74307E-01
 8.96747E-03  2.72100E-01
 8.95364E-03  2.70643E-01
 8.93107E-03  2.70204E-01
 8.84433E-03  2.69487E-01
 8.74499E-03  2.66654E-01
 8.68593E-03  2.63352E-01
 8.65033E-03  2.61399E-01
 8.63722E-03  2.60223E-01
 8.62100E-03  2.59790E-01
 8.53857E-03  2.59257E-01
 8.44436E-03  2.56575E-01
 8.37901E-03  2.53481E-01
 8.33320E-03  2.51304E-01
 8.29695E-03  2.49741E-01
 8.23651E-03  2.48517E-01
 8.20669E-03  2.46474E-01
 8.19546E-03  2.45464E-01
 8.17100E-03  2.45086E-01
 8.12508E-03  2.44263E-01
 8.07678E-03  2.42722E-01
 7.98307E-03  2.41098E-01
 7.88957E-03  2.37982E-01
 7.86113E-03  2.34780E-01
 7.76934E-03  2.33796E-01
 7.67151E-03  2.30670E-01
 7.60131E-03  2.27294E-01
 7.49605E-03  2.24915E-01
 7.43873E-03  2.21558E-01
 7.42972E-03  2.20523E-01
 7.40238E-03  2.20386E-01
 7.33726E-03  2.19975E-01
 7.24762E-03  2.19002E-01
 7.17732E-03  2.17667E-01
 7.13453E-03  2.16622E-01
 7.05956E-03  2.15992E-01
 6.98983E-03  2.14358E-01
 6.93122E-03  2.11949E-01
 6.87747E-03  2.09848E-01
 6.83953E-03  2.07910E-01
 6.79695E-03  2.06558E-01
 6.77432E-03  2.05038E-01
 6.72145E-03  2.04232E-01
 6.65755E-03  2.02366E-01
 6.60844E-03  2.00046E-01
 6.57724E-03  1.98214E-01
 6.56801E-03  1.97046E-01
 6.53426E-03  1.96703E-01
 6.49612E-03  1.95456E-01
 6.48028E-03  1.94041E-01
 6.45041E-03  1.93456E-01
 6.40745E-03  1.92360E-01
 6.38896E-03  1.90780E-01
 6.33784E-03  1.90101E-01
 6.24400E-03  1.88242E-01
 6.19585E-03  1.84728E-01
 6.14588E-03  1.82897E-01
 6.08879E-03  1.81039E-01
 6.05880E-03  1.78896E-01
 6.01994E-03  1.77782E-01
 5.99476E-03  1.76339E-01
 5.98559E-03  1.75405E-01
 5.96399E-03  1.75066E-01
 5.91075E-03  1.74266E-01
 5.87191E-03  1.72215E-01
 5.86619E-03  1.70696E-01
 5.78953E-03  1.70474E-01
 5.70970E-03  1.67547E-01
 5.70048E-03  1.64440E-01
 5.66688E-03  1.64087E-01
 5.60766E-03  1.62813E-01
 5.56987E-03  1.60552E-01
 5.53996E-03  1.59092E-01
 5.51507E-03  1.57945E-01
 5.50069E-03  1.56988E-01
 5.44609E-03  1.56439E-01
 5.35407E-03  1.54373E-01
 5.30121E-03  1.50896E-01
 5.23962E-03  1.48891E-01
 5.17878E-03  1.46575E-01
