name,Planck_350,Planck_350_err,Planck_350_flag,Planck_550,Planck_550_err,Planck_550_flag,Planck_850,Planck_850_err,Planck_850_flag,Planck_1380,Planck_1380_err,Planck_1380_flag,Planck_2100,Planck_2100_err,Planck_2100_flag,Planck_3000,Planck_3000_err,Planck_3000_flag,Planck_4260,Planck_4260_err,Planck_4260_flag,Planck_6810,Planck_6810_err,Planck_6810_flag,Planck_10600,Planck_10600_err,Planck_10600_flag
NGC3516,,,,,,,,,,,,,,,,,,,,,,1.5877956,0.4518761,,1.3323215,0.28382877,
NGC3521,40.127567,2.78574393148,e,11.589815,0.3908639,e,3.125247,0.14523187,e,0.7370988,0.08757502,e,0.19467142,0.18879806,,,,,,,,,,,,,
NGC3526,0.85849315,0.521662247366,,,,,0.00896377,0.09431671,,,,,,,,,,,,,,,,,,,
NGC3547,1.4492197,0.233013491458,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3564,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3592,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3596,4.058485,0.384124213373,,1.348304,0.1752766,,0.44402093,0.08485024,,,,,,,,,,,,,,,,,,,
NGC3608,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3610,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3613,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3619,0.7865319,0.561499786092,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3620,12.091398,10.4416581502,,4.085951,3.4177043,,0.7081604,1.2720498,,,,,,,,,,,,,,,,,,,
NGC3621,27.38464,2.11125095265,e,8.81526,0.5207168,e,2.5384557,0.12344036,e,0.52362204,0.09328835,e,0.046841227,0.1545448,,,,,,,,,,,,,
NGC3622,1.0742629,0.178223816254,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3626,1.3608109,0.162889812459,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3627,35.968864,2.37794750174,e,9.320922,0.2621776,e,2.2864037,0.11940708,e,0.58866066,0.17492436,e,,,,,,,,,,0.58965206,0.46168858,,0.71139914,0.29726398,
NGC3628,43.572983,2.91348230602,e,12.273812,0.3548861,e,3.1204934,0.16595887,e,0.5685783,0.10001166,e,,,,,,,,,,,,,,,
NGC3629,1.4477965,0.221537892356,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3631,9.225098,0.910838981346,,2.6738148,0.35157382,,0.6523578,0.08967917,,0.049506664,0.09123391,,,,,,,,,,,,,,,,
NGC3640,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3655,4.942103,0.465457086424,,1.469853,0.162532,,0.46690375,0.0809864,,,,,,,,,,,,,,,,,,,
NGC3659,1.5314572,0.374203006322,,0.5089137,0.19518024,,,,,,,,,,,,,,,,,,,,,,
NGC3665,1.1404791,0.194585574554,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3666,2.8339977,0.332689006274,,0.7874776,0.11629626,,0.2845458,0.09170841,,,,,,,,,,,,,,,,,,,
NGC3674,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3681,1.6137699,0.302223211311,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3683,5.4927506,0.427584434374,,1.5155317,0.15626062,,0.40871364,0.06955229,,0.059280176,0.12492985,,-0.10364358,0.25924075,,,,,,,,,,,,,
NGC3684,2.5885763,0.259484366124,,0.7802046,0.13140245,,,,,,,,,,,,,,,,,,,,,,
NGC3686,4.104929,0.422773258965,,0.97710866,0.17573982,,0.1391721,0.091583215,,,,,,,,,,,,,,,,,,,
NGC3691,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3692,2.4862766,0.382946382485,,0.82289374,0.18310322,,,,,,,,,,,,,,,,,,,,,,
NGC3718,2.9988105,0.455331625268,,1.040487,0.25291055,,0.38264644,0.1275485,,,,,,,,,,,,,,,,,,,
NGC3729,2.213737,0.358355806549,,0.5010627,0.17085862,,,,,,,,,,,,,,,,,,,,,,
NGC3755,1.1324289,0.233293315452,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3756,3.804371,0.340976976663,,1.154871,0.13582924,,0.38017923,0.089832604,,,,,,,,,,,,,,,,,,,
NGC3757,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3773,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3786,2.8872008,0.299826134073,C,,,,,,,,,,,,,,,,,,,,,,,,
NGC3788,,,,0.8940985,0.18083893,C,,,,,,,,,,,,,,,,,,,,,
NGC3794,0.89715606,0.536167004331,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3795,1.5285078,0.334857819371,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3796,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3813,5.103215,0.433784889876,,1.6732244,0.17723009,,0.41767555,0.08887762,,,,,,,,,,,,,,,,,,,
NGC3838,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3846A,0.80574936,0.384445774396,C,,,,,,,,,,,,,,,,,,,,,,,,
NGC3870,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3898,2.2930226,0.353375617696,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3938,10.411277,0.767441018317,,3.1225994,0.1736691,,0.8844698,0.084303595,,0.2327534,0.069177665,,,,,,,,,,,,,,,,
NGC3941,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3945,,,,,,,,,,,,,,,,,,,,,,,,,0.61872727,0.3087175,
NGC3952,0.43437654,0.282718948773,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3953,16.489763,1.64036203633,e,4.573184,0.426398,e,1.2854064,0.13925967,e,0.3489972,0.124536924,e,,,,,,,,,,,,,,,
NGC3972,2.8533554,0.348071681029,,1.1485851,0.18512595,,0.39533988,0.08407397,,,,,,,,0.29471815,0.24325728,,,,,,,,,,
NGC3982,3.4182804,0.467333291239,,0.98118293,0.23652814,,0.24629343,0.11839777,,,,,,,,,,,,,,,,,,,
NGC3990,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3998,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4013,8.20975,0.666479345709,,2.2653854,0.22240263,,0.62050974,0.08840504,,,,,,,,,,,,,,,,,,,
NGC4030,14.357772,0.982608782755,,3.796851,0.20235413,,0.97216487,0.087983415,,0.331933,0.06766073,,,,,,,,,,,,,,,,
NGC4032,1.2268457,0.814244717829,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4036,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4037,1.0066847,0.289940543434,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4038,,,,,,,1.0223787,0.10821309,C,0.2735829,0.08715841,,,,,,,,,,,,,,,,
NGC4039,15.762204,1.06983024447,C,4.4274225,0.20545861,C,,,,,,,,,,,,,,,,,,,,,
NGC4045,3.248745,0.451077247632,c,0.7467556,0.22875999,c,,,,,,,,,,,,,,,,,,,,,
NGC4051,10.316499,0.704835132832,,2.836312,0.16438141,,0.76283574,0.098696984,,0.14995764,0.075296074,,,,,,,,,,,,,,,,
NGC4067,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4100,6.865604,0.506656787317,,1.828602,0.17454936,,0.47694373,0.084462345,,,,,,,,,,,,,,,,,,,
NGC4102,8.754334,0.586214750133,,1.9233264,0.1408256,,0.3821252,0.07637491,,,,,,,,,,,,,,,,,,,
NGC4111,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4116,3.1505764,0.328495490162,,1.1283185,0.18201017,,0.44030166,0.08915257,,,,,,,,,,,,,,,,,,,
NGC4117,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4119,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4123,4.082109,0.336754983212,,1.451026,0.09439227,,0.45173684,0.07684935,,,,,,,,,,,,,,,,,,,
NGC4125,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4138,2.4437904,0.364694586988,,0.8699357,0.17507114,,,,,,,,,,,,,,,,,,,,,,
NGC4144,1.9798954,0.244850009984,,0.6012524,0.121827796,,0.18520713,0.08044049,,,,,,,,,,,,,,,,,,,
NGC4151,2.6886578,0.357105057945,C,0.75074154,0.107590534,C,,,,,,,,,,,,,,,,,,,,,
NGC4152,2.4841428,0.523926597396,,0.8962635,0.26734826,,0.19152053,0.15120749,,,,,,,,,,,,,,,,,,,
NGC4165,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4168,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4178,4.7571125,0.377213473766,,1.7197579,0.08575418,,0.6381413,0.067381576,,0.22095783,0.079118,,,,,,,,,,,,,,,,
NGC4179,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4180,1.5364531,0.258950873687,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4183,2.352783,0.369601722102,,0.928366,0.19969647,,0.4240312,0.08254044,,,,,,,,,,,,,,,,,,,
NGC4189,3.2165747,0.427484948998,,0.7340428,0.15661849,,,,,,,,,,,,,,,,,,,,,,
NGC4191,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4192,11.888134,0.883624307793,e,3.5979116,0.21931036,e,1.1134354,0.12557206,e,0.26352227,0.18076853,e,,,,,,,,,,,,,,,
NGC4193,1.776586,0.39663118618,,0.68647647,0.18268137,,,,,,,,,,,,,,,,,,,,,,
NGC4194,1.8854499,0.290993027391,,0.37717676,0.11290608,,,,,,,,,,,,,,,,,,,,,,
NGC4197,2.2734766,0.395075141339,,0.956867,0.14600241,,0.24416935,0.118750066,,,,,,,,,,,,,,,,,,,
NGC4200,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4203,1.0235296,0.257716928828,C,,,,,,,,,,,,,,,,,,,,,,,,
NGC4206,2.007036,0.382100399662,,0.8489279,0.17453739,,0.32630977,0.09450196,,,,,,,,,,,,,,,,,,,
NGC4207,1.561647,0.218997590318,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4212,5.2835975,0.617709814304,,1.4780992,0.2253211,,0.39093742,0.0754941,,0.074465394,0.06338605,,,,,,,,,,,,,,,,
NGC4214,9.221958,0.750682341164,e,3.6091344,0.30846834,e,1.2511458,0.08184535,e,0.2427784,0.11041003,e,,,,,,,,,,,,,,,
NGC4215,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4216,9.819872,0.702308435435,,2.7904341,0.15580063,,0.83472484,0.08735285,,0.18868932,0.07058303,,,,,,,,,,,,,,,,
NGC4217,12.986377,0.882482548669,,3.46828,0.1956322,,0.82427394,0.07434901,,0.28119272,0.10961831,,,,,,,,,,,,,,,,
NGC4222,1.8642861,0.457947875183,,0.67754114,0.22950393,,0.3078913,0.090043694,,,,,,,,,,,,,,,,,,,
NGC4224,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4233,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4234,0.79384774,0.288781089662,,0.16436599,0.18291655,,,,,,,,,,,,,,,,,,,,,,
NGC4235,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4236,4.1175284,0.502083004908,,1.9542992,0.32023185,,0.7283248,0.1020055,,0.20180959,0.051172473,,,,,,,,,,,,,,,,
NGC4237,3.4906795,0.296090511021,,0.8719576,0.123130165,,,,,,,,,,,,,,,,,,,,,,
NGC4239,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4244,7.75332,0.743648545138,e,3.169294,0.3022305,e,1.1628679,0.14730904,e,0.18989287,0.16275775,e,,,,,,,,,,,,,,,
NGC4251,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4252,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4254,25.647846,1.69948950273,,6.4789743,0.24377917,,1.5917349,0.09336299,,0.42110848,0.0542709,,,,,,,,,,,,,,,,
NGC4255,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4258,26.805958,2.96151258978,e,8.81381,0.9257743,e,2.5534158,0.29057193,e,0.6048913,0.09643452,e,,,,,,,,,,,,,,,
NGC4259,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4260,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4261,,,,,,,,,,0.50476426,0.06982925,,0.8084394,0.121951066,,1.0481336,0.15784185,,1.254092,0.2149539,,1.9787225,0.40880877,,2.5114698,0.26564804,
NGC4262,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4266,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4267,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4268,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4269,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4270,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4273,4.548371,0.433646978659,,1.5399438,0.1660049,,0.46467128,0.065672286,,,,,,,,,,,,,,,,,,,
NGC4276,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4281,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4287,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4289,1.2644982,0.22381503905,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4292,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4294,2.1342442,0.310911667042,C,0.90894085,0.17181204,C,,,,,,,,,,,,,,,,,,,,,
NGC4298,12.88547,0.903793799268,C,3.4942784,0.17182145,C,,,,,,,,,,,,,,,,,,,,,
NGC4299,1.5564778,0.500350608379,C,,,,,,,,,,,,,,,,,,,,,,,,
NGC4300,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4302,,,,,,,0.78443396,0.11620739,C,0.10573792,0.09352191,,,,,,,,,,,,,,,,
NGC4303A,,,,,,,,,,,,,,,,,,,,,,0.7338106,0.3838336,,0.7899543,0.23651004,
NGC4305,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4306,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4307,2.4324548,0.369930770012,,0.59022367,0.25435555,,,,,,,,,,,,,,,,,,,,,,
NGC4309,0.45429865,0.218386922463,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4312,1.4688056,0.351141355187,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4313,2.0989027,0.607686998905,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4316,1.6654718,0.422964898899,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4321,26.82583,1.87173889083,c,7.1105504,0.24868256,c,1.6531461,0.086735986,c,0.33150455,0.094727606,,,,,,,,,,,,,,,,
NGC4322,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4324,1.1006073,0.24138144341,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4328,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4330,1.2388725,0.291671462329,,0.27127096,0.18423544,,,,,,,,,,,,,,,,,,,,,,
NGC4339,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4340,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4341,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4342,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4343,1.7873112,0.304672904538,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4350,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4351,0.90020347,0.309512802154,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4352,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4353,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4355,2.882412,0.328638196614,,0.84325373,0.17532086,,0.33776492,0.07152667,,,,,,,,,,,,,,,,,,,
NGC4356,0.32570565,0.362138455108,c,,,,,,,,,,,,,,,,,,,,,,,,
NGC4359,0.96974033,0.196212394979,,0.34713933,0.19835325,,,,,,,,,,,,,,,,,,,,,,
NGC4365,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4370,0.4793413,0.262988130144,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4371,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4374,,,,,,,,,,0.23238648,0.06070604,,0.24450329,0.14856225,,0.2827217,0.18372689,,,,,0.21458478,0.4582015,,0.615728,0.3140628,
NGC4376,0.105146654,0.259870024003,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4377,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4378,1.9907746,0.343911992004,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4379,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4380,1.8132938,0.480515505353,,0.4902786,0.23404709,,,,,,,,,,,,,,,,,,,,,,
NGC4383,2.2555656,0.258607440354,C,0.707788,0.118402675,C,,,,,,,,,,,,,,,,,,,,,
NGC4385,1.5596603,0.266892872787,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4387,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4388,4.132221,0.424645236357,,1.1477834,0.1585942,,0.44763014,0.0669161,,,,,,,,,,,,,,,,,,,
NGC4390,0.9546525,0.431852886477,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4396,2.1617663,0.321605685024,,0.70166767,0.12924333,,0.23847279,0.08686562,,,,,,,,,,,,,,,,,,,
NGC4402,6.1973743,0.571723362397,,1.6440011,0.23369677,,0.49486053,0.08742779,,,,,,,,,,,,,,,,,,,
NGC4406,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4409,1.9440074,0.425798298618,,0.3952584,0.21045367,,,,,,,,,,,,,,,,,,,,,,
NGC4411A,1.6722058,0.436491482459,C,0.87610185,0.24495426,C,,,,,,,,,,,,,,,,,,,,,
NGC4412,1.0439934,0.401848414589,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4413,1.2129301,0.323996517499,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4415,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4416,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4417,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4419,3.0469835,0.703106450308,,0.75285953,0.1579874,,,,,,,,,,,,,,,,,,,,,,
NGC4423,0.72151905,0.19909654004,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4424,1.1629499,0.221343678349,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4425,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4429,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4430,2.0203993,0.326938467778,c,0.55392325,0.13534996,c,,,,,,,,,,,,,,,,,,,,,
NGC4434,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4435,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4436,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4437,16.465538,1.20707900643,e,5.324018,0.26580968,e,1.7238805,0.09251158,e,0.32549185,0.16216458,e,,,,,,,,,,,,,,,
NGC4438,4.9628725,0.518578929609,C,1.2793741,0.21206424,C,0.5235894,0.11485192,C,,,,,,,,,,,,,,,,,,
NGC4440,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4442,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4445,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4449,15.694306,1.10340607015,e,4.666664,0.22382922,,1.35903,0.07852244,,0.27738598,0.06330198,,,,,,,,,,,,,,,,
NGC4450,3.6053598,0.514888267824,,1.1026547,0.28446266,,,,,,,,,,,,,,,,,,,,,,
NGC4451,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4452,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4454,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4457,2.1768188,0.330303438317,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4458,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4459,1.4695026,0.870712110589,C,,,,,,,,,,,,,,,,,,,,,,,,
NGC4460,1.2053108,0.222401024568,,0.38426846,0.12587936,,,,,,,,,,,,,,,,,,,,,,
NGC4461,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4464,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4468,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4469,0.46783897,0.271540355339,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4470,1.0682243,0.374502792643,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4472,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4473,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4474,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4476,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4477,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4478,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4479,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4480,1.3973567,0.264675531789,,0.47681168,0.13226639,,,,,,,,,,,,,,,,,,,,,,
NGC4482,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4483,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4486,1.3184097,0.358413326072,,1.8575776,0.19632615,,2.6704154,0.06619371,,4.3708286,0.15032868,,5.547584,0.28770238,,7.3716235,0.22043175,,9.410094,0.27206665,,13.5961895,0.54903364,,18.065554,0.36480954,
NGC4488,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4491,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4492,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4494,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4496A,3.960212,0.42652535661,C,1.2192136,0.15302607,C,0.35309702,0.12586875,C,,,,,,,,,,,,,,,,,,
NGC4497,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4498,2.0887198,0.630056615614,,0.5630772,0.2738066,,,,,,,,,,,,,,,,,,,,,,
NGC4501,24.19531,1.77255010123,,6.4746776,0.32441914,,1.6098874,0.09315385,,0.36459684,0.07327204,,,,,,,,,,,,,,,,
NGC4502,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4503,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4506,0.40399712,0.579280956146,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4516,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4519,2.683028,0.363092689412,c,0.7901125,0.15474986,c,,,,,,,,,,,,,,,,,,,,,
NGC4521,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4522,1.0301293,0.317085606433,,0.22226205,0.14749783,,,,,,,,,,,,,,,,,,,,,,
NGC4525,1.0438799,0.250596149115,,0.31693685,0.12113926,,,,,,,,,,,,,,,,,,,,,,
NGC4526,3.0501256,0.289186142794,,0.7274433,0.14601892,,,,,,,,,,,,,,,,,,,,,,
NGC4527,19.89836,1.35717118816,e,5.642373,0.21210964,e,1.4506729,0.08408067,e,0.2242598,0.072047815,e,,,,,,,,,,,,,,,
NGC4528,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4531,1.0522978,0.530094236249,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4532,3.5887415,0.335245784132,,1.1292323,0.1574024,,0.28167602,0.09100905,,,,,,,,,,,,,,,,,,,
NGC4533,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4535,14.346803,1.08891522443,e,4.148071,0.28245795,,1.3153872,0.12335315,,0.43104726,0.10400397,,,,,,,,,,,,,,,,
NGC4536,12.268962,0.841213557602,,3.5630007,0.15868898,,0.9679931,0.07814155,,0.1839665,0.07300464,,,,,,,,,,,,,,,,
NGC4540,2.9470437,0.832780054368,C,0.86488837,0.3302548,C,,,,,,,,,,,,,,,,,,,,,
NGC4546,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4550,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4551,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4552,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4559,12.127596,0.841847528991,e,4.521579,0.20066488,e,1.4867592,0.11023287,e,0.48735183,0.09538455,e,,,,0.44285268,0.1798971,,,,,,,,,,
NGC4561,0.66002584,0.449279646154,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4562,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4564,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4565,25.227465,1.77098580218,e,8.677259,0.27820578,e,2.2862525,0.12713353,e,0.329332,0.076766014,e,,,,,,,,,,,,,,,
NGC4567,,,,,,,1.1236149,0.06648187,C,,,,,,,,,,,,,,,,,,
NGC4568,17.516388,1.21884151567,C,4.9328566,0.20581278,C,,,,0.3317408,0.092202194,,,,,,,,,,,,,,,,
NGC4569,8.82033,0.699635484915,c,2.355023,0.22485775,c,0.6153507,0.08090453,c,0.20682162,0.08766555,,,,,,,,,,,,,,,,
NGC4570,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4571,3.9010437,2.6191616702,,1.3599255,0.8242067,,,,,,,,,,,,,,,,,,,,,,
NGC4578,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4579,9.014545,0.980940012416,,2.4424016,0.2958868,,0.6251114,0.11346261,,,,,,,,,,,,,,,,,,,
NGC4580,1.8246802,0.329865168918,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4584,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4586,,,,,,,,,,,,,,,,,,,,,,,,,0.7127498,0.32038137,
NGC4589,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4591,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4592,2.334175,0.333367163784,,1.0060933,0.19549248,,0.4095686,0.08775947,,,,,,,,,,,,,,,,,,,
NGC4594,11.389286,0.990906273547,e,3.790708,0.21326095,e,1.225121,0.14047834,e,0.5818731,0.07107656,e,0.3789336,0.14191854,,,,,,,,,,,,,
NGC4595,1.178255,0.222577733692,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4596,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4606,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4607,2.6122005,0.91616743916,C,0.8077391,0.33996686,C,0.3000171,0.1531703,C,,,,,,,,,,,,,,,,,,
NGC4608,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4612,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4618,4.5222244,0.340742021129,,1.3577976,0.19347921,,0.35781696,0.087544866,,,,,,,,,,,,,,,,,,,
NGC4621,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4624,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4625,1.1685519,0.436639890772,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4627,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4629,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4630,2.0610716,0.26641077838,,0.69211584,0.11647835,,,,,,,,,,,,,,,,,,,,,,
NGC4631,45.79083,3.13408832704,e,14.458651,0.4913491,e,4.2137113,0.17427833,e,0.9107976,0.12601322,e,0.23643771,0.24455084,e,,,,,,,,,,,,
NGC4633,3.2237182,0.466453908098,C,0.98840016,0.19153689,C,,,,,,,,,,,,,,,,,,,,,
NGC4636,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4638,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4639,1.9719244,0.372082193411,,0.5755588,0.14524493,,,,,,,,,,,,,,,,,,,,,,
NGC4643,2.0140758,0.416588589352,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4647,5.410329,0.428228429626,C,1.3118908,0.17405452,C,0.36410502,0.070522286,C,,,,,,,,,,,,,,,,,,
NGC4649,,,,,,,,,,,,,,,,,,,,,,,,,,,
