name,IRAS_12,IRAS_12_err,IRAS_25,IRAS_25_err,IRAS_60,IRAS_60_err,IRAS_100,IRAS_100_err
NGC4753,0.3,0.0653911332980036,0.39,0.08676404474675206,2.59,0.519391934980721,8.63,1.7347484190128688
NGC4754,,,0.07,0.045221677625403495,,,,
NGC4758,0.06,0.027730849467500093,,,0.88,0.18026924232122998,2.5,0.541538550599381
NGC4762,0.09,0.036715121176757536,0.07,0.043324359135859906,,,,
NGC4765,0.09,0.03584689657888894,0.2,0.07045565877974481,2.27,0.4573193594234475,4.87,0.9848816958331873
NGC4771,0.1,0.032015621664234176,0.05,0.04220189682756298,0.77,0.15770858870308826,3.45,0.6982471004784236
NGC4772,,,0.22,0.07280109741908622,0.27,0.06545991343584877,1.31,0.27972842812440085
NGC4775,0.12,0.041617305293560135,0.15,0.06177378264929359,3.53,0.7077683180214956,8.36,1.678019002188625
NGC4779,0.15,0.04103657051855756,0.68,0.1567801028196942,1.95,0.39443758375801347,4.02,0.8160980296709825
NGC4789A,,,,,0.08,0.03488552647079102,,
NGC4791,,,0.13,0.07655063359691654,0.15,0.04920365976519701,,
NGC4793,0.65,0.13298119719953788,1.33,0.2685609886068315,11.67,2.334453270304688,28.14,5.629094387758492
NGC4795,0.09,0.03413209599995635,0.13,0.04939635515748536,,,0.29,0.12435433114802998
NGC4799,0.14,0.043278169957543265,0.28,0.07184010152857125,1.18,0.2643047402168087,2.4,0.6054428208649838
NGC4808,0.62,0.12831601702324427,0.69,0.14368019973840299,6.55,1.3106414841740415,15.74,3.150363107980808
NGC4826,1.98,0.3967883605146032,2.97,0.5952789319810959,34.98,6.996114258566867,82.36,16.4758683236034
NGC4845,0.41,0.08516454593758145,0.61,0.13074020248880228,8.65,1.7305593708399531,21.17,4.23721384064754
NGC4866,0.09,0.03162277744987276,0.06,0.03605551440777531,0.12,0.04243819016736702,0.44,0.1628281253763084
NGC4904,0.22,0.05813776643589888,0.33,0.07988116490835827,2.67,0.5356491540633873,7.56,1.5175783222467598
NGC4941,0.16,0.041231056039332865,0.52,0.11216059539329523,1.28,0.25926240985375526,4.39,0.8872812150982001
NGC4945,5.64,1.1281772643252568,16.74,3.348085974626617,401.2,80.24001396309082,816.21,163.3906942204178
NGC4961,,,0.15,0.04686149762807077,1.08,0.2236515224949071,2.99,0.6083978986284984
NGC4981,0.19,0.04841487295787568,0.37,0.09590099178198898,3.14,0.6303174013964756,10.66,2.1461453523040217
NGC5010,0.37,0.07984985974258606,0.92,0.19353552921208034,10.53,2.106593405270566,22.11,4.4249665625566434
NGC5012,0.21,0.05731491911024834,0.21,0.05047771724483577,2.53,0.5083669876021678,8.44,1.6934697277144217
NGC5014,0.09,0.030805844321746136,0.28,0.06306345992969233,2.24,0.44952530712327016,3.73,0.75865671073113
NGC5016,0.08,0.029681644280301588,0.1,0.042941820164693695,1.35,0.2728021309258496,3.6,0.7289691163195942
NGC5023,0.61,0.12414910672310925,0.12,0.05277309753059989,0.02,0.06113100754044597,0.25,0.18008053078126357
NGC5033,1.0,0.20072119975580968,1.22,0.24466303922837113,13.63,2.7262377234340365,43.43,8.6866346797603
NGC5055,2.11,0.4227398518129113,1.98,0.3966106441032503,29.81,5.962120992254899,95.88,19.178537455620393
NGC5103,0.23,0.05780138482079471,,,,,0.36,0.17636609626846433
NGC5116,0.07,0.02441311089942322,0.14,0.040311288223979516,0.92,0.18729922914620697,3.02,0.6288409928978584
NGC5117,,,0.01,0.03705401510102699,0.35,0.08431488410613165,0.89,0.22645970756045952
NGC5119,0.08,0.04031128903721461,0.08,0.05059644284542373,0.12,0.05188448691541851,,
NGC5122,0.17,0.04738143109401589,,,,,,
NGC5128,13.13,2.6260921766387972,19.15,3.830081515530317,151.34,30.2680058752157,363.67,72.73873828046125
NGC5145,0.43,0.09141662985822836,0.63,0.12865457546301667,6.17,1.235137659369332,12.65,2.533925929203973
NGC5147,0.13,0.03748332947095394,0.28,0.07441102002469725,2.75,0.5519202841065234,7.31,1.4699840018387966
NGC5194,2.71,0.5425311127302077,3.94,0.7883654089607829,40.39,8.078167244365744,153.22,30.656149789575938
NGC5195,0.92,0.18627131067325844,3.57,0.7147167138324233,40.17,8.035437394083596,131.21,27.18186950869211
NGC5236,6.62,1.324255239528991,23.14,4.628139893089407,136.94,27.38804255046596,289.01,57.820844041275365
NGC5240,0.07,0.03220248365064346,,,0.3,0.06997142398524135,1.38,0.29288222713443
NGC5248,1.1,0.22308967285235207,1.85,0.3718454027736271,16.93,3.386299073249588,50.43,10.087415835144332
NGC5273,0.04,0.025298221422711865,0.18,0.042190047377925755,0.81,0.1657377451425174,1.38,0.2893872820943952
NGC5290,0.08,0.027202940710715443,0.21,0.05047771724483577,1.25,0.2538424707944263,5.94,1.1957591852883707
NGC5300,,,0.2,0.052497620644466454,0.87,0.17789041673784625,3.91,0.7876293711148242
NGC5301,0.19,0.04294182047700101,0.3,0.06293647799874325,1.99,0.39936574904020977,8.03,1.6075247520652425
NGC5334,,,0.11,0.04477722699675007,0.71,0.14866068330336507,3.52,0.7215122985277413
NGC5338,0.08,0.032249031566155294,0.13,0.05724508584266563,0.41,0.09167878694421136,0.6,0.2008008980194041
NGC5347,0.31,0.06578753722311392,0.92,0.18768324715759394,1.44,0.29119238780810186,2.92,0.6022167531605364
NGC5348,0.05,0.02600000024988101,0.07,0.03956008135677782,0.24,0.05999999821186067,0.74,0.19764867782563086
NGC5350,4.13,0.8264411883788823,0.57,0.11788129467226872,2.16,0.4331835810933028,8.44,1.6928460409119337
NGC5353,-0.03,0.047381429348575886,0.04,0.039812059227106913,-0.22,0.06811754612872561,1.57,0.34179088348926917
NGC5354,0.3,0.07102112497868691,0.21,0.05403702448781958,0.79,0.16101242599474505,6.09,1.225240006973992
NGC5355,,,0.09,0.040249222528755936,,,0.64,0.1874913271729236
NGC5356,0.1,0.03605551236202024,0.16,0.044553337953648166,0.47,0.10694390986822264,2.21,0.4531710571543687
NGC5358,,,,,,,0.09,0.1243100995958315
NGC5360,,,0.04,0.054589377615206124,,,,
NGC5363,0.15,0.03905124953381168,0.17,0.05099019446378549,1.69,0.3404776172218524,4.95,1.001752925422992
NGC5364,0.11,0.031112698203620698,0.24,0.06788225053029324,2.06,0.4135698132824598,12.52,2.5061176066818294
NGC5398,0.06,0.0268328157966375,0.24,0.05608029822142715,1.48,0.30143822296068934,2.47,0.6300134980333819
NGC5408,,,0.43,0.09176055984638912,2.82,0.5654882713482565,3.2,0.7200694555816306
NGC5426,0.06,0.03324153970788734,0.49,0.10701869228983939,5.74,1.1487679900005476,18.06,3.6143027303534603
NGC5427,0.35,0.07655716688655184,0.53,0.11329606663693462,6.09,1.2188683580883732,18.04,3.6099620942527433
NGC5457,0.79,0.15880806459510674,0.88,0.17702259641382123,9.23,1.8461691856398048,48.47,9.792297819084755
NGC5474,0.04,0.01878829498785416,0.12,0.03255764071620647,1.32,0.26581385499542515,5.01,1.0045835412197048
NGC5477,,,0.08,0.02483948399906688,0.3,0.06946222208174105,0.54,0.13380957178558278
NGC5480,0.27,0.05793962564473244,0.39,0.08028075442137063,3.66,0.733092098620426,10.04,2.016875050094351
NGC5481,0.07,0.02441311089942322,0.23,0.0493963566356448,0.75,0.15473848877100996,1.29,0.3403645065713032
NGC5485,,,,,0.14,0.043278169957543265,0.53,0.14920120005714654
NGC5486,0.04,0.021540658747066763,0.08,0.029681644280301588,0.47,0.10336827405332981,1.27,0.2924739250807831
NGC5496,,,,,0.54,0.12165525521146772,1.99,0.4586807185533407
NGC5506,1.26,0.2535507820676073,3.58,0.7181865901999356,7.93,1.5865559842156403,8.21,1.6675865884715786
NGC5507,,,,,,,8.23,1.6743848737637026
NGC5529,0.21,0.04837354545476482,0.18,0.039812060162826,1.75,0.3514598129193078,7.76,1.5578604377601475
NGC5560,0.18,0.044407208096116584,0.22,0.053254107248042665,1.66,0.3344009502016947,4.96,1.0002239832623068
NGC5566,0.12,0.03394112526514662,0.12,0.051000001325326824,0.82,0.16728717679185853,6.08,1.2240326642118333
NGC5569,,,0.08,0.04681879929659744,,,5.83,1.181378839962234
NGC5574,,,,,,,,
NGC5576,,,0.06,0.03700000005396637,,,,
NGC5577,,,,,0.51,0.11030865588582056,2.0,0.417612259585695
NGC5582,0.05,0.022360679441797805,0.09,0.028425341167767862,0.08,0.03577708883951699,,
NGC5584,0.12,0.03189043684805317,0.23,0.05547071340229127,1.85,0.3724902732343248,5.74,1.1768538127679555
NGC5636,0.07,0.03041381330067109,,,0.17,0.05024937869869284,0.4,0.14422204944808095
NGC5638,,,0.05,0.03352611072365858,0.12,0.040000000894069694,0.35,0.1415238519433503
NGC5645,0.37,0.07779460232662276,0.08,0.03488552647079102,2.11,0.42389147457887166,4.98,1.0045780242870745
NGC5658,0.08,0.029681644280301588,,,0.46,0.09843271975067004,1.35,0.2923080624090007
NGC5667,0.09,0.024083190197062822,0.11,0.027802878019486398,1.34,0.2689014755871393,3.3,0.6639156474772827
NGC5668,0.12,0.037643059464552334,0.2,0.051855568995836855,2.48,0.4978604261334362,6.87,1.3803260255875947
NGC5669,0.07,0.02607680955223858,0.11,0.04134005327990766,1.66,0.33464607501023724,5.04,1.0195454789972185
NGC5689,0.08,0.0240831883408517,,,0.38,0.08134494333787771,1.32,0.29651476689590595
NGC5690,0.48,0.09972461895556106,0.54,0.11208925410911753,6.06,1.2124223572488246,17.32,3.46711761800972
NGC5691,0.15,0.04103657051855756,0.43,0.09800510239151526,3.48,0.7031472147481507,6.91,1.406989664103509
NGC5693,0.08,0.032249031566155294,,,0.4,0.08544003833392007,1.3,0.28552407115634576
NGC5701,,,0.08,0.03757658997570832,0.28,0.06449806294748443,1.46,0.3145679642759602
NGC5705,,,,,0.5,0.12149485487650173,1.59,0.45684571814679026
NGC5713,0.95,0.19163767665215484,2.69,0.539878701631001,21.08,4.216501022296562,36.99,7.401605904787349
NGC5719,0.46,0.09507891625958256,0.79,0.16274213166506266,8.08,1.6164009250715041,18.04,3.61045070893343
NGC5728,0.27,0.05909314885633058,0.83,0.17051979050712604,7.71,1.5424438477832312,14.97,2.9976065985647042
NGC5740,0.16,0.04386342341849868,0.28,0.06352952059058643,2.78,0.558616141718409,6.78,1.3727826173372575
NGC5746,0.18,0.04500000156462193,0.14,0.040311288223979516,1.26,0.2548489728169063,9.75,1.9598255019237323
NGC5750,0.05,0.02600000024988101,,,0.53,0.11227198591907178,2.38,0.4926510152420705
NGC5777,0.15,0.03448188079176111,0.18,0.039395432823050996,2.03,0.4067689705131467,5.09,1.0211386104969726
NGC5850,0.08,0.02483948399906688,0.09,0.033286635067969535,0.73,0.149683002047961,4.17,0.8439176640517537
NGC5866,0.24,0.05028916271867023,0.23,0.048383882303020084,4.8,0.9602755194444172,16.68,3.3367135638211485
NGC5899,0.28,0.058523500050104066,0.39,0.08160882037925808,3.31,0.6632684109324721,11.47,2.304525166818778
NGC5907,0.77,0.1549354667482075,0.97,0.19474342672235562,7.55,1.5102596184935415,36.03,7.207379099380367
NGC5953,0.52,0.10651290630059508,1.22,0.2463574697832502,10.8,2.1604687373243467,20.2,4.04205915730548
NGC5954,0.57,0.1171537439080055,1.21,0.24385242187108558,10.77,2.1545573546052568,19.7,3.941919608925121
NGC6143,0.04,0.019697714822892627,0.11,0.02973213710572111,0.8,0.16316862707093616,2.78,0.5656429917212841
NGC6221,1.89,0.38032617289571613,6.06,1.2123233777783553,37.68,7.536537462294314,80.46,16.102021057248045
NGC6300,0.88,0.17925400913216205,2.24,2.603829736225075,13.55,2.7111223150215205,38.85,7.782447896097369
NGC6673,0.03,0.02570992059530963,,,0.09,0.10850345704893152,1.22,0.3744222323444575
NGC6703,0.06,0.02505992793919188,,,,,,
NGC6798,0.06,0.02418677286600203,,,,,,
NGC6814,0.37,0.07779460232662276,0.58,0.12007080908449322,5.06,1.0140216847909405,18.36,3.7078000074186614
NGC6822,0.15,0.03354102057879711,0.97,0.19560419790684527,9.0,1.8006135065162439,15.81,3.5075017535275297
NGC6946,3.63,0.726199031440455,8.61,1.7221279753570584,63.01,12.602066359898188,170.66,34.14368057210544
NGC7090,0.2,0.044721359883195894,0.47,0.0975294826351103,5.5,1.1006220968321898,17.14,3.4321140951787896
NGC7172,0.4,0.08772684924898974,0.77,0.157496027928553,5.46,1.1227577746427264,12.73,3.002761988254394
NGC7213,0.51,0.10604244226960219,0.7,0.1418767046927872,2.45,0.49264694178359986,7.97,1.5992113257706457
NGC7314,0.24,0.05280151410478649,0.65,0.13462911561268692,3.43,0.6869971021434242,13.33,2.6688358734616697
NGC7320,0.09,0.03758989244394678,0.19,0.049678970007792624,0.54,0.11943617889775558,2.81,0.6114940600921586
NGC7331,1.25,0.25216859437328487,1.84,0.36930340491514363,22.6,4.520244428075323,87.38,17.481462347467374
NGC7463,0.08,0.038483762796622696,0.17,0.0742428446189383,3.69,0.74140745695034,7.26,1.4998933706276827
NGC7465,0.24,0.061220909860432,0.4,0.09035485677687922,3.64,0.7309856568366369,6.87,1.4046849947931443
NGC7552,2.94,0.5885745606855152,12.41,2.482181268253894,68.04,13.608084838927136,106.91,21.382899039168667
NGC7582,1.72,0.3453056673391482,6.56,1.3122381529239768,47.34,9.46811668589533,74.34,14.869029128347977
NGC7625,0.61,0.12495199372522536,1.13,0.23043654165490282,8.96,1.79287479416086,19.15,3.8324852791151374
NGC7667,,,,,0.3,0.07746612266349281,0.29,0.12170866843501427
NGC7689,0.18,0.039395432823050996,0.25,0.0531413207598854,2.85,0.5707372234293353,9.78,1.958503712268743
NGC7690,0.11,0.03482815000217409,0.26,0.061057349262071056,2.09,0.4197237014468508,4.44,0.8977572166994146
NGC7694,0.08,0.039395429645785254,0.2,0.07717512552938828,0.87,0.1804993085081851,2.75,0.5842165683878027
NGC7710,,,0.06,0.07102112386667751,0.05,0.05688585234112364,,
NGC7714,0.47,0.1154339645806811,2.85,0.5746555299477983,10.62,2.1247119575928908,12.27,2.4578772240261877
NGC7715,0.31,0.12626955265620288,2.81,0.5663426411445321,6.84,1.3690654051751403,11.13,2.230089931672395
NGC7716,,,0.21,0.06303173596351311,0.65,0.13789850894207975,1.8,0.39395430190459385
NGC7721,0.28,0.06260990396975429,0.4,0.0965194298678326,3.1,0.622434716509366,11.4,2.284542766138191
NGC7755,0.22,0.0496487661586421,0.27,0.06226556191291633,2.61,0.5232398856972095,8.33,1.670757896784692
NGC7757,0.05,0.03257299451337848,,,1.1,0.22606194330241305,3.7,0.7660313398872908
NGC7764,,,,,,,,
NGC7793,0.92,0.18597043116084797,0.66,0.13582342022644667,9.01,1.8029656583030718,41.56,8.314602369789148
PGC007045,,,0.19,0.057384667720109396,0.18,0.05020956197207501,1.06,0.24166090783021088
PGC008962,,,0.56,0.12306502350195504,0.08,0.04215447842542474,0.45,0.16727522324128283
PGC009485,,,,,,,,
PGC012608,,,,,0.02,0.029274561497753874,0.31,0.1359595524428506
PGC013058,,,,,0.07,0.03862641440891243,0.33,0.10448445044506668
PGC013084,,,0.05,0.024166091900326446,,,,
PGC013097,0.07,0.02441311089942322,0.05,0.028792360806286443,,,0.41,0.13243866629129744
PGC013146,0.06,0.025942243457709256,,,,,0.22,0.08015609897353909
PGC013230,,,,,,,0.18,0.14261836890402893
PGC013343,0.1,0.030479501537546333,0.06,0.025942243457709256,,,0.56,0.29046170777745833
PGC013635,0.12,0.031240998005335884,,,0.06,0.025942243457709256,,
PGC027066,,,,,,,,
PGC028759,,,,,,,,
PGC029653,0.06,0.025942243457709256,0.05,0.03257299451337848,0.21,0.05341348030271851,0.56,0.19942166951076348
PGC034407,,,,,,,,
PGC039052,,,0.1,0.05385164887379713,0.1,0.05385164887379713,0.34,0.12175795993545124
PGC039799,,,,,,,0.28,0.16104967537574552
PGC040045,,,0.11,0.04477722699675007,0.07,0.036769554352963335,0.2,0.09213576679705911
PGC040074,0.06,0.03417601631023547,0.18,0.08500000022790012,,,,
PGC040547,,,0.2,0.055172456487088566,,,,
PGC040659,,,,,,,,
PGC040759,0.07,0.03310589013205649,,,0.13,0.06815423741838865,,
PGC040819,0.01,0.0300665920847051,,,,,0.27,0.16319313703317195
PGC040821,,,,,,,,
PGC041994,,,,,,,,
PGC042068,,,,,0.08,0.03757658997570832,,
PGC042147,0.13,0.04045985564726213,,,0.14,0.06985699961904213,,
PGC042160,,,0.06,0.04368065871753987,0.1,0.04382921485361813,0.49,0.18001388359171208
PGC042902,0.14,0.05385164820969885,,,,,,
PGC043526,,,-0.09,0.05882176654390019,0.21,0.059396968292044265,0.56,0.14243595059846437
PGC044532,0.13,0.03538361146664536,0.44,0.09297311372565471,1.84,0.36956732138945503,2.47,0.5036268511021166
PGC046875,0.01,0.0330605503284423,,,0.14,0.05994163778489666,0.22,0.19600255060178506
PGC065367,,,,,0.17,0.05326349704237165,0.14,0.1106028940511768
PGC072006,0.13,0.05024937886179216,,,0.07,0.058694122406476056,0.07,0.07727871395289125
PGC090942,,,0.4,0.14422204944808095,9.16,2.100226841634863,19.38,3.972439389990681
PGC091228,,,,,0.04,0.03590264624745354,,
PGC093080,0.74,0.15185519645445722,2.95,0.5924660424063422,31.59,6.318294499760497,48.44,9.69036297972816
PGC093119,,,0.12,0.051000001325326824,,,0.35,0.1270275543641895
PGC166069,,,0.17,0.05403702412933367,0.46,0.2757970183812305,4.91,1.9944973647721098
PGC166071,,,,,,,,
PGC166077,0.08,0.03488552647079102,,,,,,
PGC166755,0.11,0.06578753581878714,0.07,0.03041381330067109,0.73,0.15823084780635202,2.95,2.2188782639308906
PGC166861,,,,,0.42,0.10560303001572258,,
PGC2807061,,,,,,,,
SDSSJ121727.85+071937.6,0.03,0.035510561933338756,0.13,0.05283937886306365,,,0.16,0.14848905260742074
SDSSJ140459.26+533838.8,0.06,0.019209372282935608,0.13,0.03162277537652196,0.96,0.19403092124826338,5.0,1.0028085562294704
SDSSJ140638.13+545947.6,,,0.07,0.03492849980952106,0.03,0.031575306284801534,0.71,0.19319678585020267
UGC00300,0.03,0.04143669981133527,0.11,0.06578753581878714,,,0.12,0.09798469139489671
UGC00313,,,,,0.32,0.07823681983457072,0.77,0.25400787717420487
UGC00320,,,0.3,0.09143850418485922,,,,
UGC00772,0.09,0.04846648519009555,0.1,0.06419501612700355,,,,
UGC00931,0.21,0.05341348030271851,0.14,0.06171709628533382,,,,
UGC02392,-0.02,0.026305893392540736,,,0.08,0.04681879929659744,0.53,0.21756837518567745
UGC02826,0.19,0.06685057913719089,0.21,0.06684309987897415,2.46,0.5435301375004041,4.63,1.305326040917452
UGC03016,,,,,0.35,0.12206555669446735,,
UGC03701,,,,,,,,
UGC03960,,,,,0.11,0.05923681255749871,,
UGC04305,0.11,0.031827660875583544,0.15,0.036055513498550844,1.22,0.24649747017523171,2.57,0.5225246268546709
UGC04483,0.07,0.03492849980952106,,,0.18,0.05020956197207501,,
UGC04549,,,,,0.67,0.14410066213660003,2.03,0.6724076216599891
UGC04551,,,,,,,0.18,0.1368210506982362
UGC04684,0.48,0.09972461895556106,0.1,0.041182519353981206,0.35,0.08840814433288138,0.9,0.27356169026677457
UGC05139,,,0.08,0.02483948399906688,0.1,0.03689173322723238,,
UGC05336,,,-0.01,0.019104972562272296,,,,
UGC05340,-0.06,0.02863564250121992,,,0.06,0.04272001973813608,,
UGC05364,0.43,0.08928605857613807,0.07,0.03584689651653558,0.04,0.031048348698535358,,
UGC05373,,,0.11,0.047413077807607944,0.17,0.04468780567358085,0.53,0.1638932542447257
UGC05423,0.06,0.023323807058053477,,,0.42,0.09985990041392523,,
UGC05454,0.09,0.02765863362239864,,,0.06,0.03794733036700745,0.28,0.11027692324419118
UGC05570,,,,,0.1,0.046518813015342754,,
UGC05612,0.04,0.019697714822892627,0.05,0.021470910082346847,0.4,0.08544003833392007,1.6,0.37266741595576075
UGC05686,0.06,0.029546573936445594,0.07,0.027784888189130982,0.11,0.05280151545939863,0.48,0.38225123036637526
UGC05689,,,,,0.56,0.13051053723913697,,
UGC05692,,,,,,,,
UGC05720,0.23,0.053851649233517034,1.0,0.20238824068751712,4.73,0.9474835128650352,5.64,1.1369027843569843
UGC05846,,,,,0.0,0.03799999877810478,0.24,0.09588013022833
UGC05955,,,0.03,0.02088061255110303,,,0.68,0.44527743727179925
UGC05958,,,,,0.18,0.06161168864349227,0.53,0.191927063340523
UGC05990,0.06,0.0268328157966375,0.08,0.03488552647079102,0.38,0.08542247899590129,0.72,0.17251377168635437
UGC06016,,,,,0.73,0.15277762033368683,7.77,1.5595117785465955
UGC06023,0.09,0.03244996245865863,,,1.54,0.31322993998609155,3.59,0.7483615258935927
UGC06324,,,,,,,,
UGC06341,,,,,,,,
UGC06566,0.51,0.10501904412785014,-0.01,0.031064448625551664,,,0.29,0.09720082333735082
UGC06575,0.06,0.0268328157966375,,,0.31,0.06887670156805328,0.81,0.1946997708257552
UGC06728,0.04,0.026248809797120874,0.19,0.044944409816727565,0.12,0.044102154250520956,,
UGC06879,,,0.1,0.07858752853007142,0.3,0.07621679693365312,0.92,0.23426694179580324
UGC06919,0.02,0.019416487222686175,0.13,0.03820994633348637,0.13,0.04939635515748536,0.02,0.11007270264763433
UGC06998,,,0.11,0.05554277538510308,0.08,0.05249761959424175,,
UGC07035,0.21,0.057999998433836575,,,0.31,0.089106680154896,0.38,0.1549225655075283
UGC07086,0.11,0.0325576412654291,0.18,0.04382921538909042,0.93,0.19340372402260073,2.39,0.6258594342370892
UGC07089,,,,,,,,
UGC07094,,,,,,,,
UGC07178,0.06,0.03794733036700745,,,,,0.15,0.11691449707796779
UGC07184,,,,,,,,
UGC07249,,,,,,,,
UGC07321,0.05,0.028792360806286443,,,0.28,0.06767569677394424,0.85,0.22150395694345615
UGC07387,0.27,0.06226556191291633,0.09,0.05408326847070569,0.26,0.06382005826479396,0.61,0.16903550038747747
UGC07396,,,,,,,,
UGC07411,0.07,0.03862641440891243,,,,,,
UGC07422,,,0.13,0.06539112928736128,0.41,0.09656603846810369,0.88,0.20861447801792232
UGC07436,,,,,,,0.33,0.14047063694451387
UGC07522,,,,,0.39,0.08676404474675206,1.89,0.38833619212341897
UGC07579,0.07,0.03130495248467728,0.11,0.06673080340013854,0.34,0.08045495772705229,0.96,0.22483993872354194
UGC07596,,,0.18,0.07343024235351507,,,0.15,0.11016351395160603
UGC07636,-0.2,0.05586591188235817,,,,,,
UGC07688,-0.01,0.034058774573783195,0.18,0.06407027420463299,,,,
UGC07700,,,,,0.26,0.06440496649150368,0.56,0.188806775887379
UGC07795,,,0.09,0.07227724446513203,,,,
UGC07802,,,,,0.14,0.055569776378261965,0.22,0.12781235986902445
UGC07916,0.06,0.03231098812060015,0.02,0.027294688807603062,0.05,0.03929376426503571,0.24,0.11636150407949916
UGC07982,0.02,0.025317978156069176,,,0.24,0.0576888203578298,1.04,0.26487732691190563
UGC07991,,,0.16,0.05852349808954219,0.2,0.05586591188235817,0.36,0.15300000607967376
UGC08032,0.02,0.03324154008891623,0.16,0.053600373877526475,0.11,0.050089920699551274,0.53,0.21756837518567745
UGC08042,,,0.03,0.05035871397182896,0.04,0.04866210062454455,0.27,0.15098675760250402
UGC08181,,,,,,,-0.06,0.11065260892736546
UGC08201,,,0.02,0.018439088138782003,,,,
UGC08246,,,,,0.09,0.03935733776794386,0.58,0.16194134364357063
UGC08333,0.06,0.0268328157966375,,,0.07,0.03956008135677782,,
UGC08412,0.08,0.03052867531438078,0.06,0.03324153970788734,,,,
UGC08630,0.12,0.041617305293560135,,,0.56,0.11764352933855578,1.4,0.31577839809453073
UGC08662,,,,,0.25,0.08280096589287544,0.51,0.19997000180100188
UGC08693,,,0.33,0.07517978607713573,0.24,0.06788225053029324,0.68,0.20620620931157221
UGC08756,,,0.1,0.04382921485361813,0.34,0.0783900514098471,0.89,0.19474341980140283
UGC08857,,,0.07,0.05675385422054061,0.18,0.06407027420463299,0.55,0.16352675733913796
UGC09242,,,,,0.17,0.03716180854399327,0.72,0.15638734517720598
UGC09299,0.11,0.03405877306436281,0.22,0.07121797647093783,0.23,0.059033889521669956,0.68,0.1593267079453331
UGC09310,,,,,0.0,0.03700000047683716,0.44,0.14961617478537906
UGC09392,,,,,,,,
UGC09426,,,,,,,,
UGC09470,,,,,0.17,0.04601086820423027,0.38,0.15318289788304662
UGC09482,,,,,,,,
UGC10854,,,,,0.07,0.02523885872573884,,
UGC12160,0.18,0.05234500940999814,0.19,0.05234500790123624,1.7,3.955639124871632,15.92,14.529171412391836
UGC12313,,,,,,,6.94,1.9608082530813717
UGC12690,,,,,0.13,0.06083584402000503,,
UGC12709,,,,,0.14,0.05385164820969885,0.35,0.14065560837594876
