name,IRAS_12,IRAS_12_err,IRAS_12_flag,IRAS_25,IRAS_25_err,IRAS_25_flag,IRAS_60,IRAS_60_err,IRAS_60_flag,IRAS_100,IRAS_100_err,IRAS_100_flag
NGC3547,0.24,0.07299999907,e,0.26,0.0778973658607,e,1.96,0.395433946561,,4.41,0.891822822077,
NGC3564,0.39,0.107517439027,eC,1.72,0.352732198967,eC,,,,15.2,4.0361645923,
NGC3592,,,,,,,,,,,,
NGC3596,,,,,,,2.95,0.60129527728,e,7.94,1.61045584849,
NGC3608,,,,,,,,,,,,
NGC3610,0.17,0.0480832626801,e,,,,,,,0.23,0.103754520321,
NGC3613,0.02,0.0213775580316,e,,,,,,,0.17,0.0805294968796,
NGC3619,0.08,0.0280178512847,e,0.09,0.0284253411678,e,0.37,0.0855862154014,e,1.42,0.309095447167,
NGC3620,1.0,0.201206361715,e,4.71,0.942234054979,e,44.36,8.87279815879,e,64.54,12.9946324613,
NGC3621,1.26,0.25287348423,e,1.51,0.303797628095,e,16.97,3.39422392718,e,64.39,12.8787938045,e
NGC3622,0.11,0.0318276608756,e,0.08,0.0296816442803,e,1.12,0.226565664991,,2.75,0.560503345757,
NGC3626,,,,,,,,,,,,
NGC3627,1.88,0.377445359318,e,3.09,0.620354720248,e,41.77,8.35411075638,e,106.79,21.3594516039,e
NGC3628,2.33,0.466781518289,e,5.16,1.03306966699,e,48.13,9.62607132286,e,105.96,21.1928248528,e
NGC3629,,,,,,,,,,,,
NGC3631,0.58,0.11825818884,e,0.71,0.143544413926,e,7.2,1.44042524629,e,23.99,4.80043878826,e
NGC3640,-0.02,0.0302654912244,e,0.12,0.0572712850024,e,,,,,,
NGC3655,0.58,0.120602650111,e,0.8,0.174244083183,e,8.1,1.62096768857,e,20.01,4.00434431148,
NGC3659,0.07,0.0386264144089,e,,,,1.69,0.340724240203,,4.2,0.848109035211,
NGC3665,0.05,0.0188679629875,e,0.17,0.0434165874078,e,1.71,0.34433124335,,5.83,1.1723651158,
NGC3666,0.23,0.0578013848208,e,0.26,0.0674759210921,e,2.49,0.507358849785,e,7.29,1.49248952472,
NGC3674,,,,0.03,0.0266833286208,e,,,,0.46,0.166688331653,
NGC3681,0.12,0.0475078947872,e,,,,0.67,0.143024476818,,2.55,0.539514587325,
NGC3683,0.95,0.192052074038,e,1.55,0.311088402412,e,13.46,2.69269104079,e,29.26,5.85790692498,
NGC3684,0.24,0.0566038855271,e,0.25,0.0700071415958,e,2.18,0.564780496972,e,6.26,2.11450232954,
NGC3686,0.23,0.0528393802449,e,0.23,0.0596657354258,e,3.15,0.632396255523,e,9.94,2.12441631645,
NGC3691,0.07,0.0358468965165,e,0.07,0.0471274883969,e,0.7,0.150053322135,,1.95,0.442471479397,
NGC3692,0.11,0.0421900448349,e,0.28,0.0694046116592,e,1.14,0.232997851354,e,3.97,0.808418213303,
NGC3718,0.11,0.0304138123698,e,0.14,0.0362353419845,e,0.61,0.126649124844,e,2.3,0.478289651266,
NGC3729,0.42,0.087361316207,e,0.35,0.0736817469606,e,2.48,0.501638320138,e,7.46,1.50798707599,
NGC3755,,,,0.17,0.0556057551278,e,0.72,0.151789333248,e,2.47,0.529278759018,
NGC3756,0.11,0.0348281500022,e,0.15,0.0372021513663,e,1.42,0.287388230629,e,6.21,1.24778364243,
NGC3757,,,,,,,0.08,0.03399999924,,,,
NGC3773,0.08,0.0305286753144,e,0.1,0.0438292148536,e,1.44,0.291341735031,,2.0,0.419677258175,
NGC3786,,,,,,,,,,,,
NGC3788,,,,,,,,,,,,
NGC3794,0.04,0.0281602563014,e,0.07,0.0252388587257,e,0.68,0.140431479375,,1.72,0.363675685337,
NGC3795,0.06,0.0216333068593,e,0.02,0.0213775580316,e,0.29,0.0648459694816,,1.2,0.26832816463,
NGC3796,,,,0.07,0.0260768095522,e,0.1,0.036055512362,,0.19,0.109786155722,
NGC3813,,,,,,,,,,,,
NGC3838,0.13,0.0360693771645,e,,,,,,,,,
NGC3846A,,,,0.08,0.0357770888395,e,0.43,0.095707889949,,1.23,0.274590608382,
NGC3870,0.08,0.0280178512847,e,0.13,0.0382099463335,e,1.17,0.236457176057,,2.48,0.514043777545,
NGC3898,0.09,0.0269072482403,e,0.05,0.0214709100823,e,0.37,0.0882043093119,e,1.9,0.405664883489,
NGC3938,0.33,0.069570110974,e,0.46,0.0945938703185,e,4.84,0.968669220617,e,23.33,4.6679237203,e
NGC3941,,,,,,,,,,,,
NGC3945,0.11,0.0304138123698,e,0.08,0.0233452354875,e,0.23,0.0584123271681,,0.86,0.329461673672,
NGC3952,0.11,0.0413400532799,e,0.26,0.072138754329,e,1.52,0.31240998261,,1.76,0.43642638743,
NGC3953,0.27,0.058694124355,e,0.37,0.076655072391,e,3.51,0.704073857968,e,21.88,4.3829651525,e
NGC3972,0.16,0.0367151184981,e,0.17,0.0404969136981,e,0.96,0.195164029377,,3.61,0.733433683403,
NGC3982,0.51,0.105019044128,e,0.84,0.169567090674,e,6.73,1.34738153852,e,16.11,3.22512771653,
NGC3990,0.03,0.0247386339236,e,,,,0.16,0.0520096149485,,0.26,0.153101267194,
NGC3998,0.09,0.0324499624587,eC,0.12,0.0416173052936,eC,0.36,0.0930859841984,C,0.86,0.348414986564,C
NGC4013,0.26,0.0595399005142,e,0.36,0.0747261694061,e,5.29,1.05871855746,e,21.03,4.20826343689,e
NGC4030,0.9,0.182482871095,e,1.45,0.296553545596,e,15.69,3.13848187397,e,47.72,9.54605387895,
NGC4032,,,,0.09,0.0484664851901,e,0.81,0.172754160568,,1.71,0.432041669823,
NGC4036,0.13,0.0340587719268,e,0.05,0.0241660919003,e,0.49,0.103092194036,,1.29,0.31573405695,
NGC4037,0.08,0.0348855264708,e,,,,0.45,0.0962081061891,e,1.56,0.336481787575,
NGC4038,1.63,0.328207250507,eC,4.49,0.898846437301,eC,41.18,8.23616421676,eC,80.15,16.0309230485,eC
NGC4039,1.59,0.320145286208,eC,4.48,0.896892416494,eC,41.35,8.27015694847,eC,80.14,16.0288286873,eC
NGC4045,0.25,0.0578013836478,ec,0.77,0.167155611677,ec,6.46,1.29296713794,ec,13.63,2.7288644387,c
NGC4051,0.78,0.157543639064,e,1.81,0.362862221419,e,6.58,1.31657774548,e,22.8,4.56150058732,e
NGC4067,,,,,,,0.67,0.13824616096,c,2.08,0.464655773926,c
NGC4100,0.44,0.0902441128174,e,0.88,0.177496477898,e,6.96,1.39236777517,e,21.1,4.22206402648,
NGC4102,1.55,0.310779655193,e,7.15,1.4302014035,e,46.38,9.27625684007,e,67.43,13.4872826636,
NGC4111,,,,,,,,,,,,
NGC4116,0.09,0.038470770091,e,0.15,0.0591692485524,e,1.92,0.389296793973,e,5.52,1.23430951398,e
NGC4117,,,,,,,,,,,,
NGC4119,0.19,0.0472016950136,e,,,,0.42,0.0972471050151,,1.43,0.306424532093,
NGC4123,0.27,0.0627694219267,e,1.1,0.227015423026,e,5.67,1.13528500156,e,9.63,1.93525116884,e
NGC4125,0.11,0.0297321371057,e,0.0,0.0230000000447,e,0.56,0.12390722352,,1.37,0.320881596682,
NGC4138,,,,,,,,,,,,
NGC4144,0.09,0.0247588379606,e,0.1,0.0377359259751,e,1.28,0.25910615006,e,3.93,0.79379910639,
NGC4151,1.93,0.38767511113,e,5.22,1.04501287666,e,5.4,1.08528753857,e,7.5,1.56983088247,
NGC4152,0.32,0.0706823866084,e,0.54,0.11738824871,e,4.28,0.857829861938,e,10.17,2.04168681792,
NGC4165,,,,0.12,0.0590931478729,e,0.16,0.0636317524624,,0.64,0.304236742441,
NGC4168,0.09,0.033286635068,eC,,,,0.05,0.0490306031274,C,0.44,0.284929813732,C
NGC4178,0.1,0.0328024395406,e,0.22,0.0673572555984,e,1.95,0.391751206091,e,7.71,1.55038221837,e
NGC4179,0.07,0.0286530979179,e,,,,0.17,0.0502493786987,,0.2,0.0948472485106,
NGC4180,0.22,0.0562227710937,e,0.45,0.107615052911,e,4.4,0.881535043932,,10.04,2.01213940064,
NGC4183,,,,,,,,,,,,
NGC4189,0.26,0.0595399005142,e,0.42,0.093914852456,e,3.11,0.6238493199,e,8.37,1.68009670117,
NGC4191,0.02,0.0282842720904,e,,,,0.14,0.0573061958359,,0.49,0.193631089809,
NGC4192,0.37,0.0781088993635,e,0.54,0.1129291854,e,5.46,1.0926609797,e,18.85,3.77310344072,e
NGC4193,0.08,0.0305286753144,e,0.21,0.0724223717649,e,1.17,0.238872342525,e,3.53,0.724347977201,
NGC4194,0.85,0.17229045728,e,4.71,0.942416051658,e,23.67,4.7342535995,,24.95,4.99193574903,
NGC4197,0.02,0.0223606796417,e,0.22,0.0651152825309,e,1.75,0.352881,e,5.19,1.05041183507,
NGC4200,,,,,,,,,,,,
NGC4203,,,,0.12,0.0424381901674,e,0.47,0.0989797955331,,1.97,0.411578674328,
NGC4206,0.05,0.0297321383587,e,0.14,0.0513127677315,e,0.55,0.115134706541,e,2.12,0.43905806063,
NGC4207,0.22,0.0526972478467,e,0.27,0.0709365930953,e,3.03,0.60797778984,,7.87,1.57797969845,
NGC4212,0.38,0.0794040292246,e,0.65,0.134372612112,e,5.99,1.19917175177,e,15.99,3.20799200478,
NGC4214,0.4,0.0865390095791,e,1.92,0.385502261386,e,15.16,3.0321795486,e,26.5,5.30169369173,e
NGC4215,0.15,0.0445982069115,e,,,,,,,,,
NGC4216,0.16,0.0406078806742,e,0.17,0.0556057551278,e,1.18,0.251525335926,e,8.21,1.7400976974,e
NGC4217,0.54,0.112641027269,e,0.52,0.109731486899,e,7.87,1.57510537044,e,35.98,7.19869597088,e
NGC4222,0.06,0.0268328157966,e,,,,0.67,0.149372021635,e,1.72,1.86303432488,
NGC4224,0.07,0.0304138133007,e,0.12,0.0527730975306,e,0.13,0.0444072048077,,1.05,0.228868948655,
NGC4233,0.08,0.03399999924,e,,,,0.13,0.0477074404981,,0.4,0.118928550428,
NGC4234,0.15,0.0476340225764,e,0.17,0.0760263147003,e,1.61,0.327542366239,,4.02,0.838486730054,
NGC4235,,,,,,,0.31,0.0697710552909,,0.55,0.160589539565,
NGC4236,0.09,0.021095023689,e,0.1,0.0238537212798,e,0.91,0.182887948978,,3.68,0.740121625075,
NGC4237,0.3,0.0710211249787,e,0.43,0.101548020155,e,2.67,0.536152978483,e,9.18,1.84560023345,
NGC4239,0.14,0.0456070158539,e,,,,,,,,,
NGC4244,,,,0.19,0.0472016950136,e,0.72,0.145670867515,e,4.99,1.03707661799,e
NGC4251,0.16,0.0425205832818,e,0.15,0.05,e,0.05,0.0509901958957,,0.36,0.181859833329,
NGC4252,,,,,,,0.11,0.0483011399487,,0.33,0.140470636945,
NGC4254,1.8,0.36116615717,e,2.18,0.438115295063,e,20.77,4.15426597132,e,81.23,16.2471234012,e
NGC4255,,,,,,,,,,,,
NGC4258,0.86,0.176366099483,e,1.09,0.221287150142,e,12.73,2.54673055777,e,51.64,10.3314247556,e
NGC4259,,,,,,,,,,,,
NGC4260,0.09,0.030000000596,e,,,,0.14,0.0440454325932,,0.73,0.176963277015,
NGC4261,,,,0.1,0.0474236242553,ec,0.09,0.0475394573462,c,,,
NGC4262,0.13,0.0468721667215,eC,,,,,,,,,
NGC4266,,,,,,,0.26,0.0700927931414,,1.42,0.339487844798,
NGC4267,,,,,,,0.08,0.0620966973971,,0.89,0.347113819475,
NGC4268,,,,,,,3.1,1.36226617069,,22.25,4.47856282698,
NGC4269,0.45,0.101999998093,eC,,,,,,,0.31,0.138636213006,C
NGC4270,,,,,,,,,,1.67,0.410703044466,
NGC4273,0.47,0.0972676717816,e,1.3,0.272624275171,e,9.02,1.80480811459,e,22.29,4.45983739996,
NGC4276,,,,,,,0.46,0.104235311586,,1.5,0.327354546756,
NGC4281,0.13,0.037483329471,e,,,,0.56,0.123065023502,,0.92,0.275465062204,
NGC4287,0.03,0.0364965736311,e,0.11,0.0537121947901,e,0.23,0.105550934862,,0.79,0.388573022402,
NGC4289,,,,,,,0.69,0.149308405228,e,2.56,0.521866830706,
NGC4292,,,,0.09,0.0540832684707,e,0.15,0.0524309087954,,0.81,0.187296555092,
NGC4294,0.09,0.0358468965789,e,0.12,0.048373545732,e,2.69,0.540226815503,e,6.24,1.2727937326,
NGC4298,0.37,0.0781088993635,eC,0.53,0.112605500283,eC,4.02,0.806017986071,eC,20.89,4.18840160112,C
NGC4299,0.09,0.0438634238771,e,0.24,0.0664830798416,e,2.55,0.513065288697,,4.77,0.993400723912,
NGC4300,0.2,0.0512249953144,e,,,,0.31,0.0737834668988,,0.8,0.215928227782,
NGC4302,0.37,0.0772010371426,ec,0.32,0.0744311744099,ec,4.0,0.802322254511,ec,20.88,4.18619619651,ec
NGC4303A,-0.02,0.0392045923592,e,-0.04,0.0555787726057,e,0.49,0.110941428175,,1.01,0.304611226457,
NGC4305,,,,0.04,0.0427551160632,e,,,,,,
NGC4306,,,,,,,,,,,,
NGC4307,0.05,0.0316227760127,e,0.16,0.0585234980895,e,0.71,0.215425158549,e,4.35,1.38527392881,
NGC4309,,,,,,,0.9,0.183182964298,,1.67,0.346705919587,
NGC4312,,,,,,,1.63,1.56923576843,,3.92,8.78306111559,
NGC4313,0.12,0.0361247839034,e,0.09,0.044777227679,e,0.87,0.178538511981,e,4.92,1.01284551016,
NGC4316,0.22,0.0516236381596,e,0.26,0.0707672229333,e,1.57,0.325564136677,e,5.07,1.25119344666,
NGC4321,1.21,0.243187178327,ec,1.97,0.39633950678,ec,17.78,3.56600981087,ec,58.23,11.6855823525,ec
NGC4322,,,,,,,,,,59.06,13.2812851341,
NGC4324,,,,,,,0.33,0.105261582344,,1.59,0.352029831346,
NGC4328,0.09,0.0308058443217,ec,-0.0,0.0399999991059,ec,0.03,0.0374833300772,c,,,
NGC4330,0.02,0.0253179781561,e,0.1,0.0474236242553,e,0.57,0.120166549343,e,2.66,0.57762359334,
NGC4339,0.11,0.0356089882355,e,0.07,0.0461735853133,e,,,,0.47,0.163682622321,
NGC4340,0.04,0.0206155274956,e,0.15,0.0438634263231,e,0.06,0.0295465739364,,,,
NGC4341,,,,,,,,,,,,
NGC4342,,,,-0.01,0.0500399847555,ec,,,,3.17,0.749637261692,c
NGC4343,0.1,0.0377359259751,e,0.17,0.0796241142996,e,1.12,0.228877697201,e,4.03,0.818587240037,
NGC4350,0.03,0.0257099205953,e,0.06,0.0351140994724,e,0.32,0.0729451837158,,0.8,0.192481170323,
NGC4351,,,,,,,0.77,0.162225148259,,2.27,0.534452990912,
NGC4352,,,,0.11,0.0509901951652,e,,,,,,
NGC4353,,,,0.09,0.0722772444651,ec,0.59,0.197200408367,c,,,
NGC4355,0.98,0.197850957878,e,9.83,1.96731795589,e,46.18,9.2363379176,,31.44,6.29105407235,
NGC4356,0.01,0.0270739734365,ec,,,,0.58,0.125159894033,c,1.41,0.307657272091,c
NGC4359,0.05,0.0269258244369,e,,,,0.52,0.110054527826,e,1.49,0.322386417165,
NGC4365,0.13,0.0396988653512,e,0.05,0.0509901958957,e,,,,,,
NGC4370,-0.05,0.0412310554249,e,0.11,0.0620322480744,e,0.99,0.203501844228,,3.16,0.651450707265,
NGC4371,0.08,0.0322490315662,e,0.08,0.0458802802317,e,0.06,0.0398497164444,,0.06,0.1315484674,
NGC4374,0.14,0.0382099468015,ec,0.09,0.0420475912852,ec,0.47,0.108908217883,c,0.83,0.3059493398,c
NGC4376,0.12,0.0416173052936,e,,,,0.69,0.143680199738,,1.32,0.284859624561,
NGC4377,0.07,0.0304138133007,eC,,,,0.34,0.090027774267,C,0.98,0.296892242531,C
NGC4378,0.1,0.0344093019447,e,,,,0.24,0.0700357037498,e,1.43,0.300128295339,
NGC4379,,,,,,,0.18,0.0553172672448,,,,
NGC4380,0.22,0.0516236381596,e,0.11,0.0447772269968,e,0.57,0.118962178021,e,3.05,0.61863477787,
NGC4383,0.33,0.078230430771,eC,1.09,0.222200366868,eC,8.61,1.72266879102,eC,12.62,2.52894046722,C
NGC4385,0.26,0.0610573492621,e,1.25,0.254950975826,e,4.75,0.950972660031,,5.68,1.14399341058,
NGC4387,0.06,0.0427200197381,e,,,,,,,,,
NGC4388,0.96,0.193620759142,e,3.77,0.755656002637,e,10.25,2.05040995903,e,17.42,3.48973582202,
NGC4390,0.08,0.03399999924,e,,,,0.82,0.171746905164,,1.76,0.376288451864,
NGC4396,0.11,0.0304138123698,e,0.16,0.043185644673,e,1.0,0.20321417246,e,3.34,0.685747021456,
NGC4402,0.38,0.0836719777791,e,0.53,0.113652975675,e,5.27,1.05619126699,e,17.19,3.44072866308,
NGC4406,,,,,,,-0.73,1.75109708976,C,,,
NGC4409,0.19,0.0509901960126,e,0.25,0.0700071415958,e,2.73,0.548470604752,e,7.17,1.44161716289,
NGC4411A,,,,0.07,0.0557853040948,e,0.24,0.0752861189291,,0.89,0.257449025289,
NGC4412,-0.06,0.0427200197381,e,0.46,0.106677084973,e,3.01,0.604241671697,,5.94,1.19622072686,
NGC4413,0.14,0.0388973012495,e,,,,0.92,0.188957670799,e,3.36,0.69807232443,
NGC4415,,,,,,,,,,0.16,0.154353483492,
NGC4416,0.17,0.0453431360195,e,,,,0.95,0.19525623999,,3.01,0.613074218125,
NGC4417,,,,,,,0.19,0.053740114169,,0.14,0.123223371821,
NGC4419,0.53,0.10938463706,e,1.52,0.307766141284,e,7.38,1.47648910171,e,14.69,2.94285652161,
NGC4423,,,,0.23,0.0829276783603,e,0.46,0.101552943988,,1.21,0.276139464839,
NGC4424,0.11,0.0348281500022,e,0.32,0.0788162408715,e,2.89,0.580610906047,,5.92,1.19671719065,
NGC4425,,,,,,,,,,,,
NGC4429,0.15,0.0384187464858,e,0.18,0.0509116881611,e,1.55,0.313542650904,,4.06,0.830433609431,
NGC4430,0.17,0.054817881662,e,0.21,0.060108235837,e,1.21,0.250838600788,e,4.23,0.854052109738,
NGC4434,,,,,,,,,,,,
NGC4435,0.11,0.0325576412654,e,0.22,0.0666033036232,e,0.87,0.178538511981,,6.83,1.3782035255,
NGC4436,0.37,0.081437093924,e,0.23,0.067208630035,e,,,,,,
NGC4437,0.33,0.0702282020003,e,0.57,0.126142775557,e,4.14,0.82922189789,e,18.16,3.63921210969,e
NGC4438,0.17,0.0410487518248,e,0.16,0.0474236224329,e,3.64,0.729153639942,e,10.29,2.06413298186,
NGC4440,0.06,0.037947330367,e,,,,0.09,0.0597745767793,,,,
NGC4442,,,,0.09,0.0402492225288,e,,,,,,
NGC4445,0.11,0.0333016518116,e,,,,0.22,0.0574891295316,,1.22,0.268895895,
NGC4449,0.42,0.0917877965456,e,1.94,0.392460200432,e,19.04,3.80864351109,e,52.68,10.54116679,e
NGC4450,0.11,0.0356089882355,e,0.1,0.0447213588836,e,1.27,0.256680731839,e,6.74,1.35061462912,e
NGC4451,0.11,0.0388329768628,e,0.21,0.066843099879,e,1.67,0.337871268635,,4.38,0.888581477003,
NGC4452,0.05,0.0260000002499,e,0.07,0.0567538542205,e,,,,0.43,0.169446155517,
NGC4454,0.08,0.0430813174941,e,0.05,0.0717007694036,e,0.33,0.0828009687183,,1.42,0.306400058102,
NGC4457,0.23,0.0748131012522,e,0.49,0.132382025403,e,4.42,0.884816380321,e,9.91,1.98693831791,
NGC4458,0.07,0.0322024836506,e,,,,,,,,,
NGC4459,0.49,0.100895987947,eC,0.19,0.063600313415,eC,1.64,0.331789086918,C,4.92,1.02988932613,C
NGC4460,,,,0.51,0.111892804144,e,3.2,0.643394134384,,5.17,1.05185789581,
NGC4461,0.12,0.0332415399208,e,0.05,0.0383275362927,e,,,,,,
NGC4464,0.23,0.0578013848208,e,,,,,,,,,
NGC4468,,,,,,,,,,,,
NGC4469,0.01,0.0270739734365,e,,,,1.07,0.218277357084,,3.09,0.633659197794,
NGC4470,0.15,0.0460977231754,e,0.12,0.0618465842036,e,1.87,0.38031171488,,4.08,0.837828129267,
NGC4472,0.17,0.0416173045058,e,0.2,0.0664003010637,e,0.67,0.140730242024,,,,
NGC4473,0.11,0.0356089882355,e,0.11,0.0474130778076,e,,,,,,
NGC4474,,,,0.11,0.0456508480012,e,,,,,,
NGC4476,0.04,0.0476759881477,e,0.09,0.0493963564848,e,0.61,0.131472432747,,1.62,0.353751327826,
NGC4477,0.08,0.0296816442803,e,0.05,0.039293764265,e,0.43,0.0952732928942,,1.07,0.256275252862,
NGC4478,,,,0.03,0.0533385407754,e,,,,,,
NGC4479,,,,0.11,0.0676757000987,e,,,,,,
NGC4480,,,,0.3,0.0834505847344,e,0.92,0.192044268843,e,3.81,0.784610084671,
NGC4482,0.09,0.0367151211768,e,,,,,,,,,
NGC4483,0.04,0.0243515913073,e,0.05,0.0500099977744,e,,,,,,
NGC4486,0.28,0.0626099039698,ec,0.23,0.062289646244,ec,0.41,0.0891571640034,,,,
NGC4488,,,,,,,0.09,0.0402492225288,,0.27,0.124338252385,
NGC4491,0.12,0.0400000008941,e,0.44,0.109999999404,e,2.78,0.559016988511,,3.9,0.833921472333,
NGC4492,0.03,0.0296141849456,e,0.1,0.0510783697924,e,0.19,0.0573846677201,,1.0,0.232725161194,
NGC4494,0.06,0.0259422434577,e,0.26,0.0590592909713,e,0.17,0.0495176727314,,0.21,0.127137717638,
NGC4496A,0.19,0.0503289176514,e,0.34,0.0788923318565,e,3.28,0.657541628077,e,9.02,1.80779017865,
NGC4497,,,,,,,,,,0.14,0.265480694687,
NGC4498,0.14,0.0417731968523,e,0.11,0.043046486849,e,1.25,0.253671047078,e,3.91,0.788885306806,
NGC4501,1.0,0.201814271145,e,1.62,0.329508725919,e,12.55,2.51036833784,e,57.58,11.5176008107,e
NGC4502,,,,0.13,0.0528393788631,ec,0.18,0.0538144964807,c,0.27,0.154728791832,c
NGC4503,0.05,0.0325729945134,e,0.12,0.0492442900227,e,0.17,0.0629682456321,,,,
NGC4506,0.05,0.0306757225601,e,,,,0.17,0.0604648666485,,0.5,0.188679619608,
NGC4516,,,,,,,,,,,,
NGC4519,0.27,0.0612943731785,ec,0.58,0.123369360775,ec,3.66,0.733443948192,ec,7.09,1.42138245594,c
NGC4521,,,,0.05,0.0287923608063,e,0.16,0.0504479931909,,0.23,0.135074057858,
NGC4522,0.11,0.0340587730644,e,0.14,0.0564358031846,e,1.3,0.262762240339,e,4.38,0.884454657082,
NGC4525,0.01,0.0310644486256,e,,,,0.26,0.0644049664915,e,1.53,0.332469540347,
NGC4526,0.34,0.0804549577271,e,0.36,0.109877203676,e,5.27,1.05612735604,,16.06,3.21462957627,
NGC4527,1.45,0.29134859804,e,2.29,0.462044362692,e,25.1,5.02016750379,e,60.16,12.0329101744,e
NGC4528,0.02,0.0272946888076,e,0.12,0.0510000013253,e,0.05,0.0519711449336,,,,
NGC4531,0.23,0.0543783047582,e,,,,0.32,0.0724706833315,,1.63,0.351710106749,
NGC4532,0.25,0.054626001087,e,0.88,0.183240278233,e,8.21,1.64251180366,e,15.24,3.05268156231,
NGC4533,,,,0.07,0.0616116859105,e,0.22,0.0895544539935,,,,
NGC4535,0.37,0.0774919359882,e,0.87,0.180499308508,e,6.53,1.30688182696,e,21.8,4.36227918297,e
NGC4536,1.37,0.275530398458,e,3.87,0.775678389845,e,29.6,5.92016358755,e,45.15,9.03223707137,e
NGC4540,0.16,0.046690470975,eC,0.12,0.0590931478729,eC,1.4,0.286148558221,C,5.91,1.19998872028,C
NGC4546,0.05,0.0316227760127,e,0.13,0.0502493788618,e,0.23,0.0679411521191,,0.52,0.242439678677,
NGC4550,,,,,,,0.1,0.0420594822508,,,,
NGC4551,,,,,,,,,,,,
NGC4552,0.14,0.0382099468015,e,0.07,0.0509607680091,e,0.17,0.0724706865803,,,,
NGC4559,0.4,0.0841189646788,e,0.61,0.127200631235,e,4.97,0.994804461444,e,21.75,4.35185351328,e
NGC4561,0.05,0.0297321383587,e,,,,1.23,0.250081990631,,2.66,0.556118708928,
NGC4562,,,,,,,,,,,,
NGC4564,0.01,0.0260768101522,e,0.06,0.0398497164444,e,,,,0.51,0.259855721657,
NGC4565,0.77,0.155708056398,e,0.82,0.166048184449,e,6.07,1.21450446,e,31.13,6.22683530452,e
NGC4567,0.64,0.13081666295,eC,1.53,0.31038684993,eC,16.37,3.27462564264,eC,52.68,10.5367775571,eC
NGC4568,0.81,0.16376812927,eC,1.48,0.299708194928,eC,15.73,3.14630758572,eC,52.57,10.5146398282,eC
NGC4569,0.53,0.108908212755,e,1.24,0.252230055612,e,6.72,1.34475309532,e,23.34,4.67495981614,e
NGC4570,0.04,0.0252982214227,e,,,,0.06,0.0388973010484,,0.1,0.0912195170332,
NGC4571,0.12,0.0332415399208,e,0.1,0.0447213588836,e,0.89,0.187523329278,e,6.07,1.32385047507,
NGC4578,,,,,,,,,,0.25,0.108240473762,
NGC4579,0.41,0.0876641309276,e,0.45,0.103942290154,e,4.21,0.843729822277,e,18.41,3.68787035795,e
NGC4580,0.18,0.0502095619721,e,,,,1.3,0.275136322002,,4.71,0.966671097746,
NGC4584,0.08,0.0384837627966,e,,,,0.22,0.0673572555984,,,,
NGC4586,0.19,0.0530377224157,e,0.13,0.0554707114144,e,0.38,0.0836719777791,,1.65,0.34511012382,
NGC4589,,,,0.05,0.0223606794418,e,0.15,0.0516139518344,,0.4,0.208000001999,
NGC4591,0.09,0.038470770091,e,,,,0.67,0.141675689173,,1.76,0.37030932899,
NGC4592,0.17,0.0460108682042,e,0.17,0.0588217652266,e,1.94,0.390957809643,e,4.96,0.999970007374,
NGC4594,0.46,0.0953362487499,e,0.57,0.119251833044,e,2.91,0.583815056323,e,14.62,2.93167526597,e
NGC4595,0.14,0.0410365686485,e,0.16,0.0671192967516,e,0.93,0.189264366806,,3.04,0.62947040561,
NGC4596,0.12,0.0353836120562,e,0.05,0.0412310554249,e,0.43,0.0952732928942,,1.1,0.266835155124,
NGC4606,0.13,0.0389486829304,e,0.2,0.058000000001,e,0.84,0.180499302465,,2.75,0.69937401273,
NGC4607,0.2,0.0456508493069,e,0.19,0.0596657353259,e,2.34,0.471220737977,,7.76,1.60246845003,
NGC4608,0.08,0.0357770888395,e,0.09,0.0438634238771,e,,,,0.14,0.129073624406,
NGC4612,0.02,0.0312569987023,e,0.13,0.0563560114355,e,,,,,,
NGC4618,0.13,0.037483329471,e,0.2,0.0477074425596,e,3.44,0.706359692085,e,11.36,2.39102670313,
NGC4621,0.16,0.038832975021,ec,0.16,0.045967379112,ec,0.08,0.0412310549913,c,0.45,0.203036938082,c
NGC4624,0.05,0.0269258244369,e,0.11,0.0456508480012,e,0.05,0.0316227760127,,0.21,0.127137717638,
NGC4625,0.11,0.0447772269968,e,0.15,0.0476340225764,e,,,,,,
NGC4627,2.29,0.459412660796,ec,2.75,0.551837838645,ec,22.97,4.60398129233,c,89.46,17.8964037298,c
NGC4629,,,,,,,0.18,0.0665732701359,,0.47,0.222800365342,
NGC4630,0.2,0.0488262234469,e,0.33,0.089872133778,e,2.44,0.49025810653,,5.21,1.05451790694,
NGC4631,,,,,,,,,,,,
NGC4633,,,,,,,3.36,0.675233272103,,5.91,1.19387936036,
NGC4636,0.11,0.0348281500022,ec,0.07,0.0433243591359,e,0.12,0.0475078947872,,0.25,0.11720068146,
NGC4638,,,,0.15,0.0508035448014,eC,-0.01,0.0340587745738,C,,,
NGC4639,0.08,0.0288444101789,e,0.15,0.0453431383692,e,1.35,0.272660966187,e,4.44,0.901084357566,
NGC4643,,,,,,,0.6,0.126178449852,,1.88,0.41729725282,
NGC4647,0.42,0.08854377227,eC,0.53,0.114389680096,eC,5.13,1.02721762399,eC,17.05,3.41338584954,C
NGC4649,0.27,0.0575847220525,eC,0.24,0.0555697754665,eC,0.43,0.0980051023915,C,11.12,2.23324537295,C
NGC4651,0.32,0.0680073512126,e,0.48,0.105190302374,e,4.67,0.934856153872,e,16.25,3.25093586529,e
