name,IRAS_12,IRAS_12_err,IRAS_12_flag,IRAS_25,IRAS_25_err,IRAS_25_flag,IRAS_60,IRAS_60_err,IRAS_60_flag,IRAS_100,IRAS_100_err,IRAS_100_flag
NGC4654,0.94,0.190874303689,e,1.48,0.298964884578,e,11.93,2.38631877404,e,34.81,6.96328972722,e
NGC4656,0.11,0.0304138123698,e,0.36,0.078000002383,e,3.22,0.645570296351,e,7.1,1.4249775249,
NGC4660,0.08,0.0412310549913,e,,,,,,,,,
NGC4666,1.65,0.331102698404,e,2.17,0.437992024227,e,26.57,5.31419047,e,77.0,15.4011844025,e
NGC4668,,,,,,,0.63,0.135930127869,,1.55,0.343949117254,
NGC4684,0.06,0.0268328157966,e,0.51,0.118848641955,e,1.42,0.288196105108,,1.99,0.423933958172,
NGC4688,,,,,,,0.65,0.158685218039,,2.28,0.900062236906,
NGC4689,0.23,0.0528393802449,e,0.35,0.0832165848497,e,2.18,0.438018277695,e,9.8,1.9655048078,
NGC4691,0.7,0.142772544212,e,2.51,0.504686039233,e,14.49,2.89868465598,e,22.81,4.56566884748,
NGC4696,0.07,0.0269258241048,e,,,,0.18,0.0456070186638,,1.25,0.370912380475,
NGC4697,0.18,0.0456070186638,ec,0.4,0.0890000014241,ec,0.39,0.0867640447468,c,1.01,0.313694113197,c
NGC4698,0.09,0.0324499624587,e,,,,0.16,0.0438634234185,e,1.8,0.373364423891,e
NGC4701,0.23,0.0572014003536,e,0.22,0.0666033036232,e,2.81,0.563351566253,e,6.7,1.35368530257,
NGC4710,0.17,0.0446878056736,e,0.49,0.103092194036,e,5.57,1.11941773988,e,13.31,2.66988191613,
NGC4713,0.23,0.0596657354258,e,0.19,0.0710211222301,e,4.46,0.894588181295,e,10.69,2.14498779454,
NGC4720,0.04,0.0388329744454,e,,,,0.98,0.202780673652,,2.57,0.573777817489,
NGC4725,0.23,0.050159745403,e,0.18,0.0468614987251,e,1.38,0.277965824269,e,10.5,2.10348306384,e
NGC4731,0.11,0.0325576412654,e,0.15,0.0532541082973,e,2.18,0.437923522702,e,6.39,1.28586466359,e
NGC4736,3.12,0.625155957616,e,4.03,0.806943038699,e,58.67,11.7340859212,e,103.87,20.7754334449,e
NGC4746,0.37,0.0781088993635,e,0.54,0.118186297713,e,4.73,0.947069695101,e,12.31,2.47476168687,
NGC4747,0.08,0.0296816442803,e,0.26,0.0649999989569,e,1.92,0.387113669718,,4.5,0.906576527067,
NGC4753,0.3,0.065391133298,e,0.39,0.0867640447468,e,2.59,0.519391934981,e,8.63,1.73474841901,e
NGC4754,,,,0.07,0.0452216776254,e,,,,,,
NGC4758,0.06,0.0277308494675,e,,,,0.88,0.180269242321,e,2.5,0.541538550599,
NGC4762,0.09,0.0367151211768,e,0.07,0.0433243591359,e,,,,,,
NGC4765,0.09,0.0358468965789,e,0.2,0.0704556587797,e,2.27,0.457319359423,,4.87,0.984881695833,
NGC4771,0.1,0.0320156216642,e,0.05,0.0422018968276,e,0.77,0.157708588703,e,3.45,0.698247100478,
NGC4772,,,,0.22,0.0728010974191,e,0.27,0.0654599134358,e,1.31,0.279728428124,
NGC4775,0.12,0.0416173052936,e,0.15,0.0617737826493,e,3.53,0.707768318021,e,8.36,1.67801900219,
NGC4779,0.15,0.0410365705186,e,0.68,0.15678010282,e,1.95,0.394437583758,e,4.02,0.816098029671,
NGC4789A,,,,,,,0.08,0.0348855264708,,,,
NGC4791,,,,0.13,0.0765506335969,e,0.15,0.0492036597652,,,,
NGC4793,0.65,0.1329811972,e,1.33,0.268560988607,e,11.67,2.3344532703,e,28.14,5.62909438776,
NGC4795,0.09,0.034132096,e,0.13,0.0493963551575,e,,,,0.29,0.124354331148,
NGC4799,0.14,0.0432781699575,e,0.28,0.0718401015286,e,1.18,0.264304740217,,2.4,0.605442820865,
NGC4808,0.62,0.128316017023,e,0.69,0.143680199738,e,6.55,1.31064148417,e,15.74,3.15036310798,
NGC4826,1.98,0.396788360515,e,2.97,0.595278931981,e,34.98,6.99611425857,e,82.36,16.4758683236,e
NGC4845,0.41,0.0851645459376,e,0.61,0.130740202489,e,8.65,1.73055937084,e,21.17,4.23721384065,
NGC4866,0.09,0.0316227774499,e,0.06,0.0360555144078,e,0.12,0.0424381901674,,0.44,0.162828125376,
NGC4904,0.22,0.0581377664359,e,0.33,0.0798811649084,e,2.67,0.535649154063,e,7.56,1.51757832225,
NGC4941,0.16,0.0412310560393,e,0.52,0.112160595393,e,1.28,0.259262409854,e,4.39,0.887281215098,
NGC4945,5.64,1.12817726433,e,16.74,3.34808597463,e,401.2,80.2400139631,e,816.21,163.39069422,e
NGC4961,,,,0.15,0.0468614976281,e,1.08,0.223651522495,,2.99,0.608397898628,
NGC4981,0.19,0.0484148729579,e,0.37,0.095900991782,e,3.14,0.630317401396,e,10.66,2.1461453523,
NGC5010,0.37,0.0798498597426,e,0.92,0.193535529212,e,10.53,2.10659340527,,22.11,4.42496656256,
NGC5012,0.21,0.0573149191102,e,0.21,0.0504777172448,e,2.53,0.508366987602,e,8.44,1.69346972771,
NGC5014,0.09,0.0308058443217,e,0.28,0.0630634599297,e,2.24,0.449525307123,,3.73,0.758656710731,
NGC5016,0.08,0.0296816442803,e,0.1,0.0429418201647,e,1.35,0.272802130926,,3.6,0.72896911632,
NGC5023,0.61,0.124149106723,e,0.12,0.0527730975306,e,0.02,0.0611310075404,,0.25,0.180080530781,
NGC5033,1.0,0.200721199756,e,1.22,0.244663039228,e,13.63,2.72623772343,e,43.43,8.68663467976,e
NGC5055,2.11,0.422739851813,e,1.98,0.396610644103,e,29.81,5.96212099225,e,95.88,19.1785374556,e
NGC5103,0.23,0.0578013848208,eC,,,,,,,0.36,0.176366096268,C
NGC5116,0.07,0.0244131108994,e,0.14,0.040311288224,e,0.92,0.187299229146,,3.02,0.628840992898,
NGC5117,,,,0.01,0.037054015101,e,0.35,0.0843148841061,,0.89,0.22645970756,
NGC5119,0.08,0.0403112890372,e,0.08,0.0505964428454,e,0.12,0.0518844869154,,,,
NGC5122,0.17,0.047381431094,e,,,,,,,,,
NGC5128,13.13,2.62609217664,e,19.15,3.83008151553,e,151.34,30.2680058752,e,363.67,72.7387382805,e
NGC5145,0.43,0.0914166298582,e,0.63,0.128654575463,e,6.17,1.23513765937,,12.65,2.5339259292,
NGC5147,0.13,0.037483329471,e,0.28,0.0744110200247,e,2.75,0.551920284107,e,7.31,1.46998400184,
NGC5194,2.71,0.54253111273,eC,3.94,0.788365408961,eC,40.39,8.07816724437,eC,153.22,30.6561497896,eC
NGC5195,0.92,0.186271310673,eC,3.57,0.714716713832,eC,40.17,8.03543739408,eC,131.21,27.1818695087,eC
NGC5236,6.62,1.32425523953,e,23.14,4.62813989309,e,136.94,27.3880425505,e,289.01,57.8208440413,e
NGC5240,0.07,0.0322024836506,e,,,,0.3,0.0699714239852,,1.38,0.292882227134,
NGC5248,1.1,0.223089672852,e,1.85,0.371845402774,e,16.93,3.38629907325,e,50.43,10.0874158351,e
NGC5273,0.04,0.0252982214227,e,0.18,0.0421900473779,e,0.81,0.165737745143,,1.38,0.289387282094,
NGC5290,0.08,0.0272029407107,e,0.21,0.0504777172448,e,1.25,0.253842470794,e,5.94,1.19575918529,
NGC5300,,,,0.2,0.0524976206445,e,0.87,0.177890416738,e,3.91,0.787629371115,
NGC5301,0.19,0.042941820477,e,0.3,0.0629364779987,e,1.99,0.39936574904,e,8.03,1.60752475207,
NGC5334,,,,0.11,0.0447772269968,e,0.71,0.148660683303,e,3.52,0.721512298528,
NGC5338,0.08,0.0322490315662,e,0.13,0.0572450858427,e,0.41,0.0916787869442,,0.6,0.200800898019,
NGC5347,0.31,0.0657875372231,e,0.92,0.187683247158,e,1.44,0.291192387808,,2.92,0.602216753161,
NGC5348,0.05,0.0260000002499,e,0.07,0.0395600813568,e,0.24,0.0599999982119,,0.74,0.197648677826,
NGC5350,4.13,0.826441188379,eC,0.57,0.117881294672,e,2.16,0.433183581093,e,8.44,1.69284604091,
NGC5353,-0.03,0.0473814293486,eC,0.04,0.0398120592271,eC,-0.22,0.0681175461287,C,1.57,0.341790883489,C
NGC5354,0.3,0.0710211249787,eC,0.21,0.0540370244878,eC,0.79,0.161012425995,C,6.09,1.22524000697,C
NGC5355,,,,0.09,0.0402492225288,e,,,,0.64,0.187491327173,
NGC5356,0.1,0.036055512362,e,0.16,0.0445533379536,e,0.47,0.106943909868,e,2.21,0.453171057154,
NGC5358,,,,,,,,,,0.09,0.124310099596,
NGC5360,,,,0.04,0.0545893776152,e,,,,,,
NGC5363,0.15,0.0390512495338,e,0.17,0.0509901944638,e,1.69,0.340477617222,e,4.95,1.00175292542,
NGC5364,0.11,0.0311126982036,e,0.24,0.0678822505303,e,2.06,0.413569813282,e,12.52,2.50611760668,e
NGC5398,0.06,0.0268328157966,e,0.24,0.0560802982214,e,1.48,0.301438222961,e,2.47,0.630013498033,
NGC5408,,,,0.43,0.0917605598464,e,2.82,0.565488271348,,3.2,0.720069455582,
NGC5426,0.06,0.0332415397079,ec,0.49,0.10701869229,ec,5.74,1.14876799,c,18.06,3.61430273035,c
NGC5427,0.35,0.0765571668866,ec,0.53,0.113296066637,ec,6.09,1.21886835809,c,18.04,3.60996209425,c
NGC5457,0.79,0.158808064595,e,0.88,0.177022596414,e,9.23,1.84616918564,e,48.47,9.79229781908,e
NGC5474,0.04,0.0187882949879,e,0.12,0.0325576407162,e,1.32,0.265813854995,e,5.01,1.00458354122,
NGC5477,,,,0.08,0.0248394839991,e,0.3,0.0694622220817,,0.54,0.133809571786,
NGC5480,0.27,0.0579396256447,ec,0.39,0.0802807544214,ec,3.66,0.73309209862,c,10.04,2.01687505009,c
NGC5481,0.07,0.0244131108994,e,0.23,0.0493963566356,e,0.75,0.154738488771,,1.29,0.340364506571,
NGC5485,,,,,,,0.14,0.0432781699575,,0.53,0.149201200057,
NGC5486,0.04,0.0215406587471,e,0.08,0.0296816442803,e,0.47,0.103368274053,,1.27,0.292473925081,
NGC5496,,,,,,,0.54,0.121655255211,,1.99,0.458680718553,
NGC5506,1.26,0.253550782068,e,3.58,0.7181865902,e,7.93,1.58655598422,,8.21,1.66758658847,
NGC5507,,,,,,,,,,8.23,1.67438487376,
NGC5529,0.21,0.0483735454548,e,0.18,0.0398120601628,e,1.75,0.351459812919,e,7.76,1.55786043776,e
NGC5560,0.18,0.0444072080961,e,0.22,0.053254107248,e,1.66,0.334400950202,,4.96,1.00022398326,
NGC5566,0.12,0.0339411252651,ec,0.12,0.0510000013253,ec,0.82,0.167287176792,ec,6.08,1.22403266421,c
NGC5569,,,,0.08,0.0468187992966,e,,,,5.83,1.18137883996,
NGC5574,,,,,,,,,,,,
NGC5576,,,,0.06,0.037000000054,eC,,,,,,
NGC5577,,,,,,,0.51,0.110308655886,e,2.0,0.417612259586,
NGC5582,0.05,0.0223606794418,e,0.09,0.0284253411678,e,0.08,0.0357770888395,,,,
NGC5584,0.12,0.0318904368481,e,0.23,0.0554707134023,e,1.85,0.372490273234,e,5.74,1.17685381277,
NGC5636,0.07,0.0304138133007,e,,,,0.17,0.0502493786987,,0.4,0.144222049448,
NGC5638,,,,0.05,0.0335261107237,ec,0.12,0.0400000008941,c,0.35,0.141523851943,c
NGC5645,0.37,0.0777946023266,e,0.08,0.0348855264708,e,2.11,0.423891474579,e,4.98,1.00457802429,
NGC5658,0.08,0.0296816442803,ec,,,,0.46,0.0984327197507,c,1.35,0.292308062409,c
NGC5667,0.09,0.0240831901971,e,0.11,0.0278028780195,e,1.34,0.268901475587,,3.3,0.663915647477,
NGC5668,0.12,0.0376430594646,e,0.2,0.0518555689958,e,2.48,0.497860426133,e,6.87,1.38032602559,
NGC5669,0.07,0.0260768095522,e,0.11,0.0413400532799,e,1.66,0.33464607501,e,5.04,1.019545479,
NGC5689,0.08,0.0240831883409,e,,,,0.38,0.0813449433379,,1.32,0.296514766896,
NGC5690,0.48,0.0997246189556,e,0.54,0.112089254109,e,6.06,1.21242235725,e,17.32,3.46711761801,
NGC5691,0.15,0.0410365705186,e,0.43,0.0980051023915,e,3.48,0.703147214748,,6.91,1.4069896641,
NGC5693,0.08,0.0322490315662,e,,,,0.4,0.0854400383339,,1.3,0.285524071156,
NGC5701,,,,0.08,0.0375765899757,e,0.28,0.0644980629475,,1.46,0.314567964276,
NGC5705,,,,,,,0.5,0.121494854877,,1.59,0.456845718147,
NGC5713,0.95,0.191637676652,e,2.69,0.539878701631,e,21.08,4.2165010223,e,36.99,7.40160590479,
NGC5719,0.46,0.0950789162596,e,0.79,0.162742131665,e,8.08,1.61640092507,e,18.04,3.61045070893,e
NGC5728,0.27,0.0590931488563,e,0.83,0.170519790507,e,7.71,1.54244384778,e,14.97,2.99760659856,
NGC5740,0.16,0.0438634234185,e,0.28,0.0635295205906,e,2.78,0.558616141718,e,6.78,1.37278261734,
NGC5746,0.18,0.0450000015646,e,0.14,0.040311288224,e,1.26,0.254848972817,e,9.75,1.95982550192,e
NGC5750,0.05,0.0260000002499,e,,,,0.53,0.112271985919,,2.38,0.492651015242,
NGC5777,0.15,0.0344818807918,e,0.18,0.0393954328231,e,2.03,0.406768970513,,5.09,1.0211386105,
NGC5850,0.08,0.0248394839991,e,0.09,0.033286635068,e,0.73,0.149683002048,,4.17,0.843917664052,
NGC5866,0.24,0.0502891627187,e,0.23,0.048383882303,e,4.8,0.960275519444,,16.68,3.33671356382,
NGC5899,0.28,0.0585235000501,e,0.39,0.0816088203793,e,3.31,0.663268410932,e,11.47,2.30452516682,
NGC5907,0.77,0.154935466748,e,0.97,0.194743426722,e,7.55,1.51025961849,e,36.03,7.20737909938,e
NGC5953,0.52,0.106512906301,eC,1.22,0.246357469783,eC,10.8,2.16046873732,C,20.2,4.04205915731,C
NGC5954,0.57,0.117153743908,eC,1.21,0.243852421871,eC,10.77,2.15455735461,C,19.7,3.94191960893,C
NGC6143,0.04,0.0196977148229,e,0.11,0.0297321371057,e,0.8,0.163168627071,,2.78,0.565642991721,
NGC6221,1.89,0.380326172896,e,6.06,1.21232337778,e,37.68,7.53653746229,e,80.46,16.1020210572,
NGC6300,0.88,0.179254009132,e,2.24,2.60382973623,e,13.55,2.71112231502,e,38.85,7.7824478961,e
NGC6673,0.03,0.0257099205953,e,,,,0.09,0.108503457049,,1.22,0.374422232344,
NGC6703,0.06,0.0250599279392,e,,,,,,,,,
NGC6798,0.06,0.024186772866,e,,,,,,,,,
NGC6814,0.37,0.0777946023266,e,0.58,0.120070809084,e,5.06,1.01402168479,e,18.36,3.70780000742,
NGC6822,0.15,0.0335410205788,e,0.97,0.195604197907,e,9.0,1.80061350652,e,15.81,3.50750175353,e
NGC6946,3.63,0.72619903144,e,8.61,1.72212797536,e,63.01,12.6020663599,e,170.66,34.1436805721,e
NGC7090,0.2,0.0447213598832,e,0.47,0.0975294826351,e,5.5,1.10062209683,e,17.14,3.43211409518,e
NGC7172,0.4,0.087726849249,e,0.77,0.157496027929,e,5.46,1.12275777464,,12.73,3.00276198825,
NGC7213,0.51,0.10604244227,e,0.7,0.141876704693,e,2.45,0.492646941784,e,7.97,1.59921132577,
NGC7314,0.24,0.0528015141048,e,0.65,0.134629115613,e,3.43,0.686997102143,e,13.33,2.66883587346,
NGC7320,0.09,0.0375898924439,ec,0.19,0.0496789700078,ec,0.54,0.119436178898,c,2.81,0.611494060092,c
NGC7331,1.25,0.252168594373,e,1.84,0.369303404915,e,22.6,4.52024442808,e,87.38,17.4814623475,e
NGC7463,0.08,0.0384837627966,ec,0.17,0.0742428446189,ec,3.69,0.74140745695,c,7.26,1.49989337063,c
NGC7465,0.24,0.0612209098604,e,0.4,0.0903548567769,e,3.64,0.730985656837,,6.87,1.40468499479,
NGC7552,2.94,0.588574560686,e,12.41,2.48218126825,e,68.04,13.6080848389,e,106.91,21.3828990392,e
NGC7582,1.72,0.345305667339,e,6.56,1.31223815292,e,47.34,9.4681166859,e,74.34,14.8690291283,
NGC7625,0.61,0.124951993725,e,1.13,0.230436541655,e,8.96,1.79287479416,e,19.15,3.83248527912,
NGC7667,,,,,,,0.3,0.0774661226635,,0.29,0.121708668435,
NGC7689,0.18,0.0393954328231,e,0.25,0.0531413207599,e,2.85,0.570737223429,e,9.78,1.95850371227,
NGC7690,0.11,0.0348281500022,e,0.26,0.0610573492621,e,2.09,0.419723701447,,4.44,0.897757216699,
NGC7694,0.08,0.0393954296458,e,0.2,0.0771751255294,e,0.87,0.180499308508,,2.75,0.584216568388,
NGC7710,,,,0.06,0.0710211238667,e,0.05,0.0568858523411,,,,
NGC7714,0.47,0.115433964581,e,2.85,0.574655529948,e,10.62,2.12471195759,,12.27,2.45787722403,
NGC7715,0.31,0.126269552656,e,2.81,0.566342641145,e,6.84,1.36906540518,,11.13,2.23008993167,
NGC7716,,,,0.21,0.0630317359635,e,0.65,0.137898508942,,1.8,0.393954301905,
NGC7721,0.28,0.0626099039698,e,0.4,0.0965194298678,e,3.1,0.622434716509,e,11.4,2.28454276614,
NGC7755,0.22,0.0496487661586,e,0.27,0.0622655619129,e,2.61,0.523239885697,e,8.33,1.67075789678,
NGC7757,0.05,0.0325729945134,e,,,,1.1,0.226061943302,,3.7,0.766031339887,
NGC7764,,,,,,,,,,,,
NGC7793,0.92,0.185970431161,e,0.66,0.135823420226,e,9.01,1.8029656583,e,41.56,8.31460236979,e
PGC007045,,,,0.19,0.0573846677201,e,0.18,0.0502095619721,,1.06,0.24166090783,
PGC008962,,,,0.56,0.123065023502,e,0.08,0.0421544784254,,0.45,0.167275223241,
PGC009485,,,,,,,,,,,,
PGC012608,,,,,,,0.02,0.0292745614978,,0.31,0.135959552443,
PGC013058,,,,,,,0.07,0.0386264144089,,0.33,0.104484450445,
PGC013084,,,,0.05,0.0241660919003,e,,,,,,
PGC013097,0.07,0.0244131108994,e,0.05,0.0287923608063,e,,,,0.41,0.132438666291,
PGC013146,0.06,0.0259422434577,e,,,,,,,0.22,0.0801560989735,
PGC013230,,,,,,,,,,0.18,0.142618368904,
PGC013343,0.1,0.0304795015375,e,0.06,0.0259422434577,e,,,,0.56,0.290461707777,
PGC013635,0.12,0.0312409980053,e,,,,0.06,0.0259422434577,,,,
PGC027066,,,,,,,,,,,,
PGC028759,,,,,,,,,,,,
PGC029653,0.06,0.0259422434577,e,0.05,0.0325729945134,e,0.21,0.0534134803027,,0.56,0.199421669511,
PGC034407,,,,,,,,,,,,
PGC039052,,,,0.1,0.0538516488738,e,0.1,0.0538516488738,,0.34,0.121757959935,
PGC039799,,,,,,,,,,0.28,0.161049675376,
PGC040045,,,,0.11,0.0447772269968,e,0.07,0.036769554353,,0.2,0.0921357667971,
PGC040074,0.06,0.0341760163102,e,0.18,0.0850000002279,e,,,,,,
PGC040547,,,,0.2,0.0551724564871,eC,,,,,,
PGC040659,,,,,,,,,,,,
PGC040759,0.07,0.0331058901321,e,,,,0.13,0.0681542374184,,,,
PGC040819,0.01,0.0300665920847,e,,,,,,,0.27,0.163193137033,
PGC040821,,,,,,,,,,,,
PGC041994,,,,,,,,,,,,
PGC042068,,,,,,,0.08,0.0375765899757,,,,
PGC042147,0.13,0.0404598556473,e,,,,0.14,0.069856999619,,,,
PGC042160,,,,0.06,0.0436806587175,e,0.1,0.0438292148536,,0.49,0.180013883592,
PGC042902,0.14,0.0538516482097,eC,,,,,,,,,
PGC043526,,,,-0.09,0.0588217665439,e,0.21,0.059396968292,,0.56,0.142435950598,
PGC044532,0.13,0.0353836114666,e,0.44,0.0929731137257,e,1.84,0.369567321389,,2.47,0.503626851102,
PGC046875,0.01,0.0330605503284,e,,,,0.14,0.0599416377849,,0.22,0.196002550602,
PGC065367,,,,,,,0.17,0.0532634970424,,0.14,0.110602894051,
PGC072006,0.13,0.0502493788618,e,,,,0.07,0.0586941224065,,0.07,0.0772787139529,
PGC090942,,,,0.4,0.144222049448,e,9.16,2.10022684163,,19.38,3.97243938999,
PGC091228,,,,,,,0.04,0.0359026462475,,,,
PGC093080,0.74,0.151855196454,eC,2.95,0.592466042406,eC,31.59,6.31829449976,C,48.44,9.69036297973,C
PGC093119,,,,0.12,0.0510000013253,eC,,,,0.35,0.127027554364,C
PGC166069,,,,0.17,0.0540370241293,e,0.46,0.275797018381,,4.91,1.99449736477,
PGC166071,,,,,,,,,,,,
PGC166077,0.08,0.0348855264708,e,,,,,,,,,
PGC166755,0.11,0.0657875358188,e,0.07,0.0304138133007,e,0.73,0.158230847806,,2.95,2.21887826393,
PGC166861,,,,,,,0.42,0.105603030016,,,,
PGC2807061,,,,,,,,,,,,
SDSSJ121727.85+071937.6,0.03,0.0355105619333,e,0.13,0.0528393788631,e,,,,0.16,0.148489052607,
SDSSJ140459.26+533838.8,0.06,0.0192093722829,eC,0.13,0.0316227753765,eC,0.96,0.194030921248,eC,5.0,1.00280855623,C
SDSSJ140638.13+545947.6,,,,0.07,0.0349284998095,e,0.03,0.0315753062848,,0.71,0.19319678585,
UGC00300,0.03,0.0414366998113,e,0.11,0.0657875358188,e,,,,0.12,0.0979846913949,
UGC00313,,,,,,,0.32,0.0782368198346,,0.77,0.254007877174,
UGC00320,,,,0.3,0.0914385041849,ec,,,,,,
UGC00772,0.09,0.0484664851901,e,0.1,0.064195016127,e,,,,,,
UGC00931,0.21,0.0534134803027,e,0.14,0.0617170962853,e,,,,,,
UGC02392,-0.02,0.0263058933925,e,,,,0.08,0.0468187992966,,0.53,0.217568375186,
UGC02826,0.19,0.0668505791372,e,0.21,0.066843099879,e,2.46,0.5435301375,,4.63,1.30532604092,
UGC03016,,,,,,,0.35,0.122065556694,,,,
UGC03701,,,,,,,,,,,,
UGC03960,,,,,,,0.11,0.0592368125575,,,,
UGC04305,0.11,0.0318276608756,e,0.15,0.0360555134986,e,1.22,0.246497470175,,2.57,0.522524626855,
UGC04483,0.07,0.0349284998095,e,,,,0.18,0.0502095619721,,,,
UGC04549,,,,,,,0.67,0.144100662137,,2.03,0.67240762166,
UGC04551,,,,,,,,,,0.18,0.136821050698,
UGC04684,0.48,0.0997246189556,e,0.1,0.041182519354,e,0.35,0.0884081443329,,0.9,0.273561690267,
UGC05139,,,,0.08,0.0248394839991,e,0.1,0.0368917332272,,,,
UGC05336,,,,-0.01,0.0191049725623,e,,,,,,
UGC05340,-0.06,0.0286356425012,e,,,,0.06,0.0427200197381,,,,
UGC05364,0.43,0.0892860585761,eC,0.07,0.0358468965165,eC,0.04,0.0310483486985,C,,,
UGC05373,,,,0.11,0.0474130778076,e,0.17,0.0446878056736,,0.53,0.163893254245,
UGC05423,0.06,0.0233238070581,e,,,,0.42,0.0998599004139,,,,
UGC05454,0.09,0.0276586336224,e,,,,0.06,0.037947330367,,0.28,0.110276923244,
UGC05570,,,,,,,0.1,0.0465188130153,,,,
UGC05612,0.04,0.0196977148229,e,0.05,0.0214709100823,e,0.4,0.0854400383339,,1.6,0.372667415956,
UGC05686,0.06,0.0295465739364,e,0.07,0.0277848881891,e,0.11,0.0528015154594,,0.48,0.382251230366,
UGC05689,,,,,,,0.56,0.130510537239,,,,
UGC05692,,,,,,,,,,,,
UGC05720,0.23,0.0538516492335,e,1.0,0.202388240688,e,4.73,0.947483512865,,5.64,1.13690278436,
UGC05846,,,,,,,0.0,0.0379999987781,,0.24,0.0958801302283,
UGC05955,,,,0.03,0.0208806125511,e,,,,0.68,0.445277437272,
UGC05958,,,,,,,0.18,0.0616116886435,,0.53,0.191927063341,
UGC05990,0.06,0.0268328157966,e,0.08,0.0348855264708,e,0.38,0.0854224789959,,0.72,0.172513771686,
UGC06016,,,,,,,0.73,0.152777620334,,7.77,1.55951177855,
UGC06023,0.09,0.0324499624587,e,,,,1.54,0.313229939986,,3.59,0.748361525894,
UGC06324,,,,,,,,,,,,
UGC06341,,,,,,,,,,,,
UGC06566,0.51,0.105019044128,e,-0.01,0.0310644486256,e,,,,0.29,0.0972008233374,
UGC06575,0.06,0.0268328157966,e,,,,0.31,0.0688767015681,,0.81,0.194699770826,
UGC06728,0.04,0.0262488097971,e,0.19,0.0449444098167,e,0.12,0.0441021542505,,,,
UGC06879,,,,0.1,0.0785875285301,e,0.3,0.0762167969337,,0.92,0.234266941796,
UGC06919,0.02,0.0194164872227,e,0.13,0.0382099463335,e,0.13,0.0493963551575,,0.02,0.110072702648,
UGC06998,,,,0.11,0.0555427753851,e,0.08,0.0524976195942,,,,
UGC07035,0.21,0.0579999984338,ec,,,,0.31,0.0891066801549,c,0.38,0.154922565508,c
UGC07086,0.11,0.0325576412654,e,0.18,0.0438292153891,e,0.93,0.193403724023,,2.39,0.625859434237,
UGC07089,,,,,,,,,,,,
UGC07094,,,,,,,,,,,,
UGC07178,0.06,0.037947330367,e,,,,,,,0.15,0.116914497078,
UGC07184,,,,,,,,,,,,
UGC07249,,,,,,,,,,,,
UGC07321,0.05,0.0287923608063,e,,,,0.28,0.0676756967739,,0.85,0.221503956943,
UGC07387,0.27,0.0622655619129,e,0.09,0.0540832684707,e,0.26,0.0638200582648,,0.61,0.169035500387,
UGC07396,,,,,,,,,,,,
UGC07411,0.07,0.0386264144089,e,,,,,,,,,
UGC07422,,,,0.13,0.0653911292874,e,0.41,0.0965660384681,,0.88,0.208614478018,
UGC07436,,,,,,,,,,0.33,0.140470636945,
UGC07522,,,,,,,0.39,0.0867640447468,,1.89,0.388336192123,
UGC07579,0.07,0.0313049524847,e,0.11,0.0667308034001,e,0.34,0.0804549577271,,0.96,0.224839938724,
UGC07596,,,,0.18,0.0734302423535,e,,,,0.15,0.110163513952,
UGC07636,-0.2,0.0558659118824,e,,,,,,,,,
UGC07688,-0.01,0.0340587745738,e,0.18,0.0640702742046,e,,,,,,
UGC07700,,,,,,,0.26,0.0644049664915,,0.56,0.188806775887,
UGC07795,,,,0.09,0.0722772444651,e,,,,,,
UGC07802,,,,,,,0.14,0.0555697763783,,0.22,0.127812359869,
UGC07916,0.06,0.0323109881206,e,0.02,0.0272946888076,e,0.05,0.039293764265,,0.24,0.116361504079,
UGC07982,0.02,0.0253179781561,e,,,,0.24,0.0576888203578,,1.04,0.264877326912,
UGC07991,,,,0.16,0.0585234980895,e,0.2,0.0558659118824,,0.36,0.15300000608,
UGC08032,0.02,0.0332415400889,e,0.16,0.0536003738775,e,0.11,0.0500899206996,,0.53,0.217568375186,
UGC08042,,,,0.03,0.0503587139718,e,0.04,0.0486621006245,,0.27,0.150986757603,
UGC08181,,,,,,,,,,-0.06,0.110652608927,
UGC08201,,,,0.02,0.0184390881388,e,,,,,,
UGC08246,,,,,,,0.09,0.0393573377679,,0.58,0.161941343644,
UGC08333,0.06,0.0268328157966,e,,,,0.07,0.0395600813568,,,,
UGC08412,0.08,0.0305286753144,e,0.06,0.0332415397079,e,,,,,,
UGC08630,0.12,0.0416173052936,e,,,,0.56,0.117643529339,,1.4,0.315778398095,
UGC08662,,,,,,,0.25,0.0828009658929,,0.51,0.199970001801,
UGC08693,,,,0.33,0.0751797860771,e,0.24,0.0678822505303,,0.68,0.206206209312,
UGC08756,,,,0.1,0.0438292148536,e,0.34,0.0783900514098,,0.89,0.194743419801,
UGC08857,,,,0.07,0.0567538542205,e,0.18,0.0640702742046,,0.55,0.163526757339,
UGC09242,,,,,,,0.17,0.037161808544,,0.72,0.156387345177,
UGC09299,0.11,0.0340587730644,e,0.22,0.0712179764709,e,0.23,0.0590338895217,,0.68,0.159326707945,
UGC09310,,,,,,,0.0,0.0370000004768,,0.44,0.149616174785,
UGC09392,,,,,,,,,,,,
UGC09426,,,,,,,,,,,,
UGC09470,,,,,,,0.17,0.0460108682042,,0.38,0.153182897883,
UGC09482,,,,,,,,,,,,
UGC10854,,,,,,,0.07,0.0252388587257,,,,
UGC12160,0.18,0.05234500941,e,0.19,0.0523450079012,e,1.7,3.95563912487,,15.92,14.5291714124,
